X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,recordNumber,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-46.4199981689453,-23.8899993896484,"188",2021-03-04 15:44:03-03,IF,SPSF,"19583",PreservedSpecimen,Plantae,Lauraceae,Nectandra,psammophilla,Nectandra psammophilla,Nees,J.B.Baitello,"1998","02","28",S.E.Martins,"1994","12","01",Brasil,SP,Cubatão,"Parque Estadual da Serra do Mar, vale do rio Pilões",-46.4199981689453,-23.8899993896484,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"130",NA,América do Sul,NA,NA,Magnoliophyta,Laurales,NA,NA,"15123",auto,Magnoliopsida,NA,NA,NA,NA,CUBATÃO,"3513504"
-45.6599998474121,-23.3799991607666,"191",2021-03-04 15:44:03-03,IF,SPSF,"24631",PreservedSpecimen,Plantae,Lauraceae,Nectandra,psammophilla,Nectandra psammophilla,Nees,NA,NA,NA,NA,F.G.Lorea,"1995","02","11",Brasil,SP,Paraibuna,Parque Estadual da Serra do Mar,-45.6599998474121,-23.3799991607666,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ciliar&nf;;",NA,NA,"5595",NA,América do Sul,NA,NA,Magnoliophyta,Laurales,NA,NA,"30824",auto,Magnoliopsida,NA,NA,NA,NA,PARAIBUNA,"3535606"
-46.4199981689453,-23.8899993896484,"215",2019-11-21 10:07:25-03,IBt,SP,"276736",S,Plantae,Lauraceae,Nectandra,psammophila,Nectandra psammophila,Nees & Mart.,"Baitello, JB","2003",NA,NA,"Lorea, FG; et al.","1995","02","11",Brasil,São Paulo,Cubatão,"Parque Estadual da Serra do Mar, Beira do rio Cubatão",-46.4199981689453,-23.8899993896484,NA,NA,NA,SP054974,SP054974,"5595",NA,NA,NA,NA,NA,NA,"30","40","15123",auto,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
