X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,county,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,class,fieldNumber,individualCount,typeStatus,relatedCatalogItem,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-45.41,-23.38,"30",2020-11-04 11:01:56-03,ESALQ,ESA,"77028",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,DC.,"Moraes, M.D.","Forster, W.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","306.0","2000","04","25",NA,Brasil,São Paulo,Parque Estadual da Serra do Mar - Estrada Intermediária Km 45. Floresta Ombrófila Densa Montana com perturbação. Borda da mata,-45.41,-23.38,NA,"Liana, fruto maduro seco, a 1,5m do chão",ESA077028,ESA077028,Salesópolis,NA,NA,NA,NA,NA,NA,"-45.41","-23.38",NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-47.495544,-23.269722,"48",2021-03-01 16:24:42-03,UNICAMP,UEC,"203286",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,A.DC.,"Monge, M","Pires, TP; Bissoli, VF; Duarte, LSC","127","2018","03","27",NA,Brazil,São Paulo,Unidade de Desenvolvimento Ambiental (UNIDAM),-47.495544,-23.269722,NA,"Hábito: Trepadeira. Altura: _ Látex: Ausente. Cor: Inflorescência pequena e branca. Odor: presente, suave. Outros: _; Local: Em meio a braquiária, a pleno sol. Solo: Arenoso.",UEC178067,UEC178067_v01 UEC178067_v02 UEC178067_v03 UEC178067_v04 UEC178067_v05 UEC178067_v06,Jundiaí,NA,NA,NA,NA,"2018","11","-47.495544","-23.269722","30",NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-47.495947,-23.269392,"49",2021-03-01 16:24:42-03,UNICAMP,UEC,"205664",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,A.DC.,"Pires, TP","Silva, BG; Padua, CN; Brocanello, BO; Pires, TP","524","2019","05","22",NA,Brazil,São Paulo,"Unidade de Desenvolvimento Ambiental - UNIDAM, Local: Distante da trilha, pleno sol. Solo: Arenoso, em meio a braquiária e gramíneas nativas.",-47.495947,-23.269392,NA,"Hábito: Trepadeira. Altura: 1,0m. Outros: inflorescência branca, caule arroxeado piloso, sepalas verdes, possivel síndrome deficiente.",UEC164542,UEC164542 UEC164542_v01 UEC164542_v02 UEC164542_v03,Jundiaí,NA,NA,NA,NA,"2019","05","-47.495947","-23.269392","22",NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-47.496456,-23.268983,"50",2021-03-01 16:24:42-03,UNICAMP,UEC,"205661",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,A.DC.,"Pires, TP","Pires, TP; Padua, CN; Brocanello, BO; Silva, BG","218","2019","05","22",NA,Brazil,São Paulo,"Unidade de Desenvolvimento Ambiental - UNIDAM, Local: Distante da trilha, pleno sol. Solo: Arenoso, em meio a braquiárias.",-47.496456,-23.268983,NA,Hábito: Trepadeira. Altura: 80cm. Outros: caule verde.,UEC164545,UEC164545 UEC164545_v01 UEC164545_v02,Jundiaí,NA,NA,NA,NA,"2019","05","-47.496456","-23.268983","22",NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-46.7799987792969,-24.1800003051758,"54",2021-03-01 16:24:42-03,UNICAMP,UEC,"121333",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,A.DC.,NA,"Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; Souza, VC; et al.","267","2001","04","18",NA,Brazil,São Paulo,"Loteamento maramba II, 6 Km de Itanhaém em direção a Pruíbe. 24°13'51,1S; 46°55'20,3W. ca. 5-10 msm.",-46.7799987792969,-24.1800003051758,NA,"Liana, flores creme.; Floresta de restinga paludosa com predomínio de guanandi (Calophyllum brasiliense cambess.) em alguns trechos.",UEC128397,UEC128397,Itanhaém,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.4000015258789,-24,"56",2021-03-01 16:24:42-03,UNICAMP,UEC,"115799",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,A.DC.,"Moraes, MD","Oliveira, F","65","1984","05","04",NA,Brazil,São Paulo,Vila Tupi.,-46.4000015258789,-24,NA,"Planta volúvel, capítulos em forma de glomérulos. Caule rufescente, toda a planta pubescente, planta medicinal.&nf;Exsicata referência de estudo quimico.",UEC128396,UEC128396,Praia Grande,NA,NA,"22363",auto,"1997","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,PRAIA GRANDE,"3541000"
-45.8400001525879,-23.5300006866455,"57",2021-03-01 16:24:42-03,UNICAMP,UEC,"116547",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,A.DC.,"Moraes, M","Foster, W; Souza, VC; Batista, FRQ; Micheletto, F; Liesenfeld, MVA","306","2000","04","25",NA,Brazil,São Paulo,"Parque Estadual da Serra do Mar - Estrada Intermediária Km 45. 23°38'S; 45°41'W. Borda da mata.",-45.8400001525879,-23.5300006866455,NA,"Liana, fruto maduro seco, a 1,5m do chão.; Borda da mata. Floresta ombrófila Densa Montana com perturbação.",UEC128394,UEC128394,Salesópolis,NA,NA,"18032",auto,"2000","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.4000015258789,-24,"83",2020-12-21 16:16:34-03,MBM,MBM,"248654",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,DC.,"Moraes, M.D.","Oliveira, F.","65","1984","05","04",Southern America,Brazil,São Paulo,Vila Tupi,-46.4000015258789,-24,NA,NA,MBM248654,MBM248654,Praia Grande,NA,NA,"22363",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRAIA GRANDE,"3541000"
-47.994167,-24.141389,"110",2020-12-11 11:33:14-03,UFMG,BHCB,"76642",PreservedSpecimen,Plantae,Dicotyledon,NA,Asteraceae,Mikania,argyreiae,Mikania argyreiae,DC.,NA,"Udulutsch, RG; Berndt, A; Giannotti, M; Muniz, MRA; Bottrel, RT; Vieira, S; Rodrigues, RR; Sou","607","2002","04","21",Southern America,Brasil,São Paulo,"Parque Estadual de Carlos Botelho. Rio Bonito., Estrada Estadual São Miguel Arcanjo-Sete Barras (SP 139, km 69).",-47.994167,-24.141389,NA,Floresta Ombrófila Densa Montana no entorno do rio. Borda de mata. Liana volúvel. Flores brancas.,NA,NA,Sete Barras,NA,NA,NA,NA,NA,NA,"-47.994167","-24.141389",NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.939998626709,-23.8500003814697,"135",2020-07-10 09:45:20-03,MBML,MBML-HERBARIO,"43888",NA,Plantae,NA,NA,Compositae,Mikania,argyreiae,Mikania argyreiae,DC.,C.T. Oliveira/03-10-2012,"J. A. Lombardi; M.N. Saka & D.O. Dinato","8053","2011","03","10",NA,Brasil,São Paulo,"Reserva Particular do Patrimônio Natural Paiol Maria, Trilha das Canelas",-46.939998626709,-23.8500003814697,NA,"Amostra em silica. Trilhas no interior de mata atlântica secundária, liana, folhas papiráceas, brácteas esverdeadas, flores alvas perfumadas",MBML043888,MBML043888,São Lourenço da Serra,"733","733","10031",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO LOURENÇO DA SERRA,"3549953"
