X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,locality,occurrenceRemarks,minimumElevationInMeters,maximumElevationInMeters,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,individualCount,fieldNumber,infraspecificEpithet,sex,NM_MUNICIP,CD_GEOCMU
-46.42978,-23.8272,"28",2021-03-15 16:37:00-03,NY,NYBG,"02642159",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,NA,E. G. A. Martins,"192","2011","10","08",Brazil,São Paulo,Cubatão,-46.42978,-23.8272,NA,NA,NY02642159,NY02642159_01,NA,NA,NA,"Parque Ecológico do Perequê. Na trilha principal, antes de atravessar o rio Perequê, na borda da trilha do lado direito.",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2962806' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-46.41625,-23.84869,"31",2021-03-15 16:37:00-03,NY,NYBG,"02687684",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,NA,E. G. A. Martins,"171","2010","04","13",Brazil,São Paulo,Cubatão,-46.41625,-23.84869,NA,NA,NY02687684,NY02687684_01,NA,NA,NA,Parque Ecológico do Perequê. 20 m na margem direita após inicio da trilha da cachoeira.,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2966879' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-46.9900016784668,-24.3199996948242,"131",2021-03-30 12:48:13-03,EAO,IAN,"37236",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,NA,"Dedecca, D","8352","1947","06","09",Brasil,São Paulo,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,IAN037236,IAN037236 IAN037236_e,NA,NA,NA,Mata.,Arbusto.,NA,NA,NA,Southern America,NA,NA,Dicotiledônea,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.3300018310547,-23.9599990844727,"132",2021-03-30 12:48:13-03,EAO,IAN,"35724",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,"Lima, AS","Krug, HP","4596","1939","06","17",Brasil,São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,NA,IAN035724,IAN035724 IAN035724_e,"1969","11",NA,Próximo a ex-colônia.,Arbusto.,NA,NA,NA,Southern America,NA,NA,Dicotiledônea,NA,"26836",auto,NA,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.9900016784668,-24.3199996948242,"133",2020-01-20 14:40:51-03,UPM,MACK,"666",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,NA,"C. Carrasco; et al.","20","2010","07","09",Brasil,SP,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,Área de restinga.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.9900016784668,-24.3199996948242,"134",2020-01-20 14:40:51-03,UPM,MACK,"667",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,NA,"C. Carrasco; et al.","20","2010","07","09",Brasil,SP,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,Área de restinga.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.9900016784668,-24.3199996948242,"135",2020-01-20 14:40:51-03,UPM,MACK,"668",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,NA,"C. Carrasco; et al.","20","2010","07","09",Brasil,SP,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,Área de restinga.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.291667,-23.770833,"136",2019-12-12 15:31:50-03,UFABC,HUFABC,"000582",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,Bruniera C. P.,"Bruniera, C P; Dutra, L L","921","2017","09","13",Brasil,São Paulo,Santo André,-46.291667,-23.770833,"-46.291667","-23.770833",HUFABC000582,HUFABC000582,"2017","09",NA,"Parque Natural Municipal Nascentes de Paranapiacab, Trilhas das Hortênsias. Floresta Ombrófila Densa. Vegetação secundária.","Árvore ca. 4,5m alt. DAP 7 cm. Folhas cartáceas. Frutos verdes com cálice vináceo.",NA,NA,NA,NA,NA,NA,Angiospermas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.291667,-23.770833,"137",2019-12-12 15:31:50-03,UFABC,HUFABC,"000585",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,Bruniera C. P.,"Bruniera, C P; Dutra, L L","924","2017","09","13",Brasil,São Paulo,Santo André,-46.291667,-23.770833,"-46.291667","-23.770833",HUFABC000585,HUFABC000585,"2017","09",NA,"Parque Natural Municipal Nascentes de Paranapiacab, Trilhas das Hortênsias. Floresta Ombrófila Densa. Vegetação secundária.",Árvore ca. 7m alt. DAP 11 cm. Folhas cartáceas. Frutos verdes com cálice vináceo. VOUCHER para estudos moleculares.,NA,NA,NA,NA,NA,NA,Angiospermas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"204",2020-11-04 11:18:34-03,ESALQ,ESA,"8630",PreservedSpecimen,Plantae,Rubiaceae,Palicourea,tetraphylla,Palicourea tetraphylla,Cham. & Schltdl.,"Taylor, C.M.","Souza, V.C. et al.","1033.0",NA,NA,NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA008630,ESA008630,"1997","01","01",NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
