X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,locality,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,coordinatePrecision,geoFlag,typeStatus,fieldNumber,class,NM_MUNICIP,CD_GEOCMU
-46.4197,-23.89,"1",2021-03-15 16:37:00-03,NY,NYBG,"502182",PreservedSpecimen,Plantae,Magnoliophyta,Gentianales,Rubiaceae,Psychotria,patentinervia,Psychotria patentinervia,Müll.Arg.,P. C. Standley,A. Gehrt,"8225","1923","03","15",South America,Brazil,São Paulo,Cubatao,-46.4197,-23.89,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=579489' target='other'> <mi>dwc_moreinfo</mi></a>,NY00502182,NY00502182_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-46.291667,-23.770833,"7",2019-12-12 15:31:50-03,UFABC,HUFABC,"000578",PreservedSpecimen,Plantae,Angiospermas,NA,Rubiaceae,Psychotria,fluminensis,Psychotria fluminensis,Vell.,Giaquinto C. B.,"Bruniera, C P; Dutra, L L","917","2017","09","13",NA,Brasil,São Paulo,Santo André,-46.291667,-23.770833,NA,"Arvoreta ca. 2,7m alt. Folhas cartáceas, discolores. Estéril.",HUFABC000578,HUFABC000578,"Parque Natural Municipal Nascentes de Paranapiacab, Trilhas das Hortênsias. Floresta Ombrófila Densa. Vegetação secundária.",NA,NA,"2017","10","-46.291667","-23.770833",NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.291667,-23.770833,"8",2019-12-12 15:31:50-03,UFABC,HUFABC,"000580",PreservedSpecimen,Plantae,Angiospermas,NA,Rubiaceae,Psychotria,fluminensis,Psychotria fluminensis,Vell.,Giaquinto C. B.,"Bruniera, C P; Dutra, L L","919","2017","09","13",NA,Brasil,São Paulo,Santo André,-46.291667,-23.770833,NA,"Árvore ca. 6m alt. DAP 6 cm. Folhas cartáceas, discolores. Frutos verdes, maduros azuis. FOTOS.",HUFABC000580,HUFABC000580,"Parque Natural Municipal Nascentes de Paranapiacab, Trilhas das Hortênsias. Floresta Ombrófila Densa. Vegetação secundária.",NA,NA,"2017","10","-46.291667","-23.770833",NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.291667,-23.770833,"9",2019-12-12 15:31:50-03,UFABC,HUFABC,"000581",PreservedSpecimen,Plantae,Angiospermas,NA,Rubiaceae,Psychotria,fluminensis,Psychotria fluminensis,Vell.,Giaquinto C. B.,"Bruniera, C P; Dutra, L L","920","2017","09","13",NA,Brasil,São Paulo,Santo André,-46.291667,-23.770833,NA,"Árvore ca. 5m alt. DAP 8 cm. Folhas cartáceas, discolores. Frutos verdes. VOUCHER para estudos moleculares.",HUFABC000581,HUFABC000581,"Parque Natural Municipal Nascentes de Paranapiacab, Trilhas das Hortênsias. Floresta Ombrófila Densa. Vegetação secundária.",NA,NA,"2017","10","-46.291667","-23.770833",NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.291667,-23.770833,"10",2019-12-12 15:31:50-03,UFABC,HUFABC,"000586",PreservedSpecimen,Plantae,Angiospermas,NA,Rubiaceae,Psychotria,fluminensis,Psychotria fluminensis,Vell.,Giaquinto C. B.,"Bruniera, C P; Dutra, L L","925","2017","09","13",NA,Brasil,São Paulo,Santo André,-46.291667,-23.770833,NA,"Árvore 5-6m alt., envergada. Inflorescência com raque verde. Frutos verdes, maduros negros. FOTOS.",HUFABC000586,HUFABC000586,"Parque Natural Municipal Nascentes de Paranapiacab, Trilhas das Hortênsias. Floresta Ombrófila Densa. Vegetação secundária.",NA,NA,"2017","10","-46.291667","-23.770833",NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.291667,-23.770833,"11",2019-12-12 15:31:50-03,UFABC,HUFABC,"000587",PreservedSpecimen,Plantae,Angiospermas,NA,Rubiaceae,Psychotria,fluminensis,Psychotria fluminensis,Vell.,Giaquinto C. B.,"Bruniera, C P; Dutra, L L","926","2017","09","13",NA,Brasil,São Paulo,Santo André,-46.291667,-23.770833,NA,"Árvore ca. 2m alt. Folhas cartáceo-coriáceas. Frutos verdes, maduros azuis. FOTOS.",HUFABC000587,HUFABC000587,"Parque Natural Municipal Nascentes de Paranapiacab, Trilhas das Hortênsias. Floresta Ombrófila Densa. Vegetação secundária.",NA,NA,"2017","10","-46.291667","-23.770833",NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-45.44,-23.37,"14",2015-07-02 14:04:02-03,JBP,HPL,"11035",S,Plantae,NA,NA,Rubiaceae,Psychotria,patentinervia,Psychotria patentinervia,M. Arg.,R. Cielo Filho,"N.M. Ivanauskas, F.M. Souza et al.","5195","2005","02","14",NA,Brasil,SP,Natividade da Serra,-45.44,-23.37,NA,NA,NA,NA,"Coletado no Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, Base Vargem Grande, Trilha do Corcovado (SAD69, Zona 23, 475110S, 7408035W)",NA,NA,"2005","05",NA,NA,"10","28529",auto,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.824417,-24.041222,"17",2021-03-01 16:40:01-03,UNICAMP,UEC,"121682",S,Plantae,Magnoliopsida,NA,Rubiaceae,Psychotria,patentinervia,Psychotria patentinervia,Müll.Arg.,"Jung-Mendaçolli, SL","Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; et al.","212","2001","04","17",NA,Brazil,São Paulo,Itanhaém,-46.824417,-24.041222,NA,"Árvore, ca. 4m alt.; Floresta Ombrófila Densa baixomontana e Montana no entorno do Vale dos Rios Mambu dos Macacos.",UEC100959,UEC100959,"Parque Estadual da Serra do Mar, Núcleo Curucutu.","30","180",NA,NA,"-46.824417","-24.041222",NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.5299987792969,-23.6599998474121,"74",2016-01-25 13:36:37-02,CPQBA,CPMA,"1994",S,Plantae,Magnoliophyta,Rubiales,Rubiaceae¹,Psychotria,fluminensis,Psychotria fluminensis,Vell.,NA,"Benício, Marcos, Ílio",NA,"2006","02","16",América do sul,Brasil,São Paulo,SANTO ANDRÉ,-46.5299987792969,-23.6599998474121,Projeto Biota,Subida da caixa d'água,NA,NA,Paranapiacaba,NA,NA,NA,NA,46º 18' 16,23º 46' 41,NA,"27258",auto,NA,CPQBA 1341,Magnoliopsida,SANTO ANDRÉ,"3547809"
-46.25,-23.833333,"75",2019-11-13 11:30:23-03,USP,SPF,"85531",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Psychotria,fluminensis,Psychotria fluminensis,Vell.,"Gomes, M","Freire-Fierro, A","1630","1990","08","18",NA,Brasil,São Paulo,Santo André,-46.25,-23.833333,NA,NA,SPF00085531,NA,Paranapiacaba,"600","900","1997","07","-46.25","-23.833333",NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
