X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,month,locality,phylum,day,barcode,imagecode,occurrenceRemarks,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,continentOcean,class,order,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.4199981689453,-23.8899993896484,"24",2019-11-21 10:12:52-03,IBt,SP,"8380",S,Plantae,Orchidaceae,Anneliesia,russelliana,Anneliesia russelliana,(Lindl.) Senghas & Lückel,"Mamede, MCH","Gehrt, A",s.n.,"1923",Brasil,São Paulo,Cubatão,-46.4199981689453,-23.8899993896484,"15123",auto,"2011","07",NA,"05",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-46.4199981689453,-23.8899993896484,"25",2019-11-21 10:12:52-03,IBt,SP,45970A,S,Plantae,Orchidaceae,Anneliesia,russelliana,Anneliesia russelliana,(Lindl.) Senghas & Lückel,"Mamede, MCH","Handro, O",s.n.,"1938",Brasil,São Paulo,Cubatão,-46.4199981689453,-23.8899993896484,"15123",auto,"2011","07",NA,"06",Encosta da Serra do Mar,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-46.4199981689453,-23.8899993896484,"26",2019-11-21 10:12:52-03,IBt,SP,"27293",S,Plantae,Orchidaceae,Anneliesia,russelliana,Anneliesia russelliana,(Lindl.) Senghas & Lückel,NA,"Loefgren, A",CGG3330,"1896",Brasil,São Paulo,Cubatão,-46.4199981689453,-23.8899993896484,"15123",auto,NA,NA,NA,"06",Mata virgem.,NA,NA,SP009622,SP009622,Epífita dep. bulb. e folhas grandes 3-fol.,NA,NA,NA,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-46.5299987792969,-23.6599998474121,"27",2019-11-21 10:13:34-03,IBt,SP,"27300",S,Plantae,Orchidaceae,Miltonia,russelliana,Miltonia russelliana,Lindl.,NA,"Luederwaldt, H",s.n.,"1908",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,NA,NA,NA,"09",E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
