X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,typeStatus,recordNumber,stateProvince,locality,decimalLongitude,decimalLatitude,imagecode,identifiedBy,county,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,infraspecificEpithet,individualCount,eventTime,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"24",2021-03-15 16:37:00-03,NY,NYBG,"00689414",PreservedSpecimen,Plantae,Lecythidaceae,Lecythis,lanceolata,Lecythis lanceolata,P. Gonçalves,"1930","11","28",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946017' target='other'> <mi>dwc_moreinfo</mi></a>,NY00689414,Magnoliophyta,Ericales,Poir.,NA,"27041",São Paulo,Praça Publica,-46.6300010681152,-23.5400009155273,NY00689414_01,S. A. Mori,São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"32",2021-03-15 16:37:00-03,NY,NYBG,"00689413",PreservedSpecimen,Plantae,Lecythidaceae,Lecythis,lanceolata,Lecythis lanceolata,P. Gonçalves,"1930","11","28",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946016' target='other'> <mi>dwc_moreinfo</mi></a>,NY00689413,Magnoliophyta,Ericales,Poir.,NA,"27041",São Paulo,Praça Publica,-46.6300010681152,-23.5400009155273,NY00689413_01,S. A. Mori,São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"33",2021-03-15 16:37:00-03,NY,NYBG,"00689411",PreservedSpecimen,Plantae,Lecythidaceae,Lecythis,lanceolata,Lecythis lanceolata,G. T. Prance,"1978","01","30",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946014' target='other'> <mi>dwc_moreinfo</mi></a>,NY00689411,Magnoliophyta,Ericales,Poir.,NA,P25914,São Paulo,"Rio Claro, University Arboretum; Tree 29, Conteiro 9, planted 18/9/1941. (plato 3)",-46.6300010681152,-23.5400009155273,NY00689411_01,S. A. Mori,São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"34",2021-03-15 16:37:00-03,NY,NYBG,"00689412",PreservedSpecimen,Plantae,Lecythidaceae,Lecythis,lanceolata,Lecythis lanceolata,G. T. Prance,"1978","01","30",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946015' target='other'> <mi>dwc_moreinfo</mi></a>,NY00689412,Magnoliophyta,Ericales,Poir.,NA,P25917,São Paulo,"Rio Claro, University Arboretum; Tree 30, Conteiro 7, planted 18/9/1941.",-46.6300010681152,-23.5400009155273,NY00689412_01,S. A. Mori,São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"35",2021-03-15 16:37:00-03,NY,NYBG,"00853404",PreservedSpecimen,Plantae,Lecythidaceae,Lecythis,lanceolata,Lecythis lanceolata,G. T. Prance,"1978","01","30",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974351' target='other'> <mi>dwc_moreinfo</mi></a>,NY00853404,Magnoliophyta,Ericales,Poir.,NA,P25917,São Paulo,"Rio Claro, University Arboretum; Tree 30, Conteiro 7, planted 18/9/1941.",-46.6300010681152,-23.5400009155273,NY00853404_01,S. A. Mori,São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"270",2021-03-15 16:37:00-03,NY,NYBG,"00689552",PreservedSpecimen,Plantae,Lecythidaceae,Lecythis,pisonis,Lecythis pisonis,G. T. Prance,"1978","01","30",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=948648' target='other'> <mi>dwc_moreinfo</mi></a>,NY00689552,Magnoliophyta,Ericales,Cambess.,NA,P25915,São Paulo,"Rio Claro, University Arboretum, Tree 28, Canteiro 10",-46.6300010681152,-23.5400009155273,NY00689552_01,S. A. Mori,São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"271",2021-03-15 16:37:00-03,NY,NYBG,"00689559",PreservedSpecimen,Plantae,Lecythidaceae,Lecythis,pisonis,Lecythis pisonis,G. T. Prance,"1978","01","30",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=948655' target='other'> <mi>dwc_moreinfo</mi></a>,NY00689559,Magnoliophyta,Ericales,Cambess.,NA,P25916,São Paulo,"Rio Claro, University Arboretum, Tree 28, Canteiro 6",-46.6300010681152,-23.5400009155273,NY00689559_01,S. A. Mori,São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.717222,-23.566667,"532",2019-12-12 15:31:44-03,UFABC,HUFABC,"000690",PreservedSpecimen,Plantae,Lecythidaceae,Lecythis,pisonis,Lecythis pisonis,"Amaral, BC; Teixeira-Costa, L","2014","08",NA,NA,Brasil,NA,NA,NA,HUFABC000690,Angiospermas,NA,Cambess.,NA,"72",São Paulo,"Horto Oswaldo Cruz, Horto botânico dentro da área do Instituto Butantan",-46.717222,-23.566667,HUFABC000690,"Ivanauskas, N",São Paulo,NA,NA,NA,NA,"-46.717222","-23.566667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"687",2019-02-15 11:41:02-02,IPA,IPA,"9884",S,Plantae,Lecythidaceae,Lecythis,lanceolata,Lecythis lanceolata,"Pickel, B.","1940","01","04",Southern America,Brasil,NA,NA,NA,IPA0009884,Plantae,NA,Poir.,NA,"4501",São Paulo,Capital (Chácara dos Morrinhos).,-46.6300010681152,-23.5400009155273,NA,"Mori, S.A.",São Paulo,NA,NA,"53584",auto,NA,NA,"1981","06","03",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1286",2020-09-12 05:00:02-03,US,US,"1543096",PreservedSpecimen,Plantae,Lecythidaceae,Lecythis,lanceolata,Lecythis lanceolata,A. P. Gonçalves,"1930","11","28",South America - Neotropics,Brazil,NA,NA,NA,US01883585,NA,Lecythidales,Poir. in Lam.,NA,"27041",São Paulo,Cult. na Rua Conceição,-46.6300010681152,-23.5400009155273,US01883585_01 US01883585_02,NA,São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,NA,Dicotyledonae,NA,NA,"1",NA,NA,NA,SÃO PAULO,"3550308"
