X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,continentOcean,preparationType,previousCatalogNumber,occurrenceRemarks,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,typeStatus,yearIdentified,monthIdentified,dayIdentified,sex,class,relatedCatalogItem,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.636065,-23.547267,"1829",2020-01-21 16:15:10-03,USP,SPF,"34895",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,"Zappi, DC","Bittar, M","1984","02","09",Brasil,São Paulo,São Paulo,Viveiro Manequinho Lopes,-46.636065,-23.547267,"-46.636065","-23.547267",NA,NA,SPF00034895,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984","08",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.636065,-23.547267,"1832",2020-01-21 16:15:10-03,USP,SPF,"78032",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,NA,"Malta, LT","1993","07","07",Brasil,São Paulo,São Paulo,"Cidade UniversitáriaJardim do Departamento de Botânica, IB-USP",-46.636065,-23.547267,"-46.636065","-23.547267",NA,NA,SPF00078032,NA,s.n.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.636065,-23.547267,"1833",2020-01-21 16:15:10-03,USP,SPF,"79549",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,NA,"Sekiya, CM","1990","04","20",Brasil,São Paulo,São Paulo,"Cidade UniversitáriaJardim do Departamento de Botânica, IB-USP",-46.636065,-23.547267,"-46.636065","-23.547267",NA,NA,SPF00079549,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1848",2021-03-15 18:26:00-03,USP,SPF,"199199",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,"Zuntini, AR","Zuntini, AR","2007","08","20",Brasil,São Paulo,São Paulo,"Cidade Cidade Universitária Armando de Salles OliveiraAvProfLineu Prestes, no canteiro central, em frente ao ponto de ônibus do ICB 1.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00199199,NA,"90",NA,NA,NA,"Árvore, 7m. Plantado. Fruto cilíndrico, quase maduro, marrom, com algumas regiões ainda verdes. Vários frutos retorcidos. Mesmo indivíduo da coleta A.R. Zuntini 25.",NA,NA,"53584",auto,NA,NA,"2008","03",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1849",2021-03-15 18:26:00-03,USP,SPF,"177017",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,"Lohmann, LG","Oliveira, RS","2002","02","20",Brasil,São Paulo,São Paulo,"Cidade Universitária Armando Salles de OliveiraCEPEUSP: do lado de dentro da cerca do velódromo, próximo ao hidrante.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00177017,NA,"11",NA,NA,NA,"Bujuco de 15 m., frutos imaturos de color verde.; Mudar p/ Handroanthus",NA,NA,"53584",auto,NA,NA,"2008","02",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1850",2020-01-21 16:15:10-03,USP,SPF,"115288",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,"Lohmann, LG","Souza, VC","1987","09","04",Brasil,São Paulo,São Paulo,"Ibirapuera, próximo ao lago",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00115288,NA,"944",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.3581,-23.0539,"2005",2019-01-25 15:34:12-02,IAC,IAC,"32010",S,Plantae,Bignoniaceae,Tabebuia,avellanedae,Tabebuia avellanedae,Lorentz ex Griseb.,M.A. Alves,M.A. Alves,"1991","05","10",Brasil,São Paulo,Piracaia,NA,-46.3581,-23.0539,"-46.3581","-23.0539",NA,NA,NA,NA,s/nº,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","05","10",NA,NA,NA,NA,NA,PIRACAIA,"3538600"
-46.1883,-23.5228,"2054",2013-02-07 10:18:12-02,UMC,HUMC,"143",S,Plantae,Bignoniaceae,Tabebuia,impetiginosa,Tabebuia impetiginosa,NA,NA,"Ribeiro, C.S.","2004","10","29",Brazil,São Paulo,Mogi das Cruzes,APA do Rio Tietê César de Sousa.,-46.1883,-23.5228,NA,NA,NA,NA,NA,NA,"02",Southern America,NA,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-47.4500007629395,-23.5,"2189",2019-10-03 10:03:27-03,UFSCar,SORO,"131",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart.ex DC.) Mattos,NA,"Casali, M. F.; Kortz, A. R.","2007","10","11",Brasil,São Paulo,Sorocaba,FACENS,-47.4500007629395,-23.5,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,"17154",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-47.4500007629395,-23.5,"2190",2019-10-03 10:03:27-03,UFSCar,SORO,"3710",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,Mattos,NA,NA,"2008","08","25",Brasil,São Paulo,Sorocaba,FACENS,-47.4500007629395,-23.5,NA,NA,NA,NA,NA,NA,"210",NA,NA,NA,NA,NA,NA,"17154",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-47.4500007629395,-23.5,"2191",2019-10-03 10:03:27-03,UFSCar,SORO,"526",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart.ex DC.) Mattos,NA,"Santos, C. J.; Castello, A. C. D.; Ferreira, L. C.; Silva, J. L.","2008","09","12",Brasil,São Paulo,Sorocaba,FACENS,-47.4500007629395,-23.5,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,"17154",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-47.4500007629395,-23.5,"2192",2019-10-03 10:03:27-03,UFSCar,SORO,"587",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart.ex. DC) Mattos,NA,"Vendrasco, L.; Aoki, J.; Furtado, V.; Martins, R.","2008","09","12",Brasil,São Paulo,Sorocaba,FACENS,-47.4500007629395,-23.5,NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,"17154",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-46.6300010681152,-23.5400009155273,"2244",2021-03-04 15:43:38-03,IF,SPSF,"21964",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,R.F.Almeida,J.B.Baitello,"1997","10","10",Brasil,SP,São Paulo,largo do Tremembé,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"840",América do Sul,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore de flores roxas.;",Magnoliophyta,Lamiales,"53584",auto,NA,NA,"2010","03","04",NA,Magnoliopsida,NA,NA,NA,SÃO PAULO,"3550308"
-45.866667,-23.633333,"2341",2019-11-21 10:02:11-03,IBt,SP,"193332",S,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,"Almeida, RF","Custodio Filho, A","1983","09","16",Brasil,São Paulo,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333,"-45.866667","-23.633333","890","950",NA,NA,"1531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","04","06",NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.6300010681152,-23.5400009155273,"2368",2019-11-21 10:02:11-03,IBt,SP,"245261",S,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,"Almeida, RF","Mazzoni Viveiros, SC; Luchi, AE","1990","05","22",Brasil,São Paulo,São Paulo,Instituto de Botânica,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,"2009","04","08",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.6599998474121,"2374",2019-11-21 10:02:18-03,IBt,SP,"5541",S,Plantae,Bignoniaceae,Tabebuia,avellanedae,Tabebuia avellanedae paulensis,Toledo,"Toledo, JF","Gehrt, A","1921","05","06",Brasil,São Paulo,Santo André,Estação Biológica do Alto da Serra,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,SP000432,SP000432,s.n.,NA,NA,NA,Árvore da mata. Flores roxas,NA,NA,"27258",auto,paulensis,Paratype,"1952",NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"2375",2019-11-21 10:02:18-03,IBt,SP,"38502",S,Plantae,Bignoniaceae,Tabebuia,avellanedae,Tabebuia avellanedae paulensis,Toledo,"Toledo, JF",s.col.,"1937","07","14",Brasil,São Paulo,São Paulo,Cultivada no viveiro da Prefeitura,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP000433,SP000433,s.n.,NA,NA,NA,NA,NA,NA,"53584",auto,paulensis,Paratype,"1952",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
