X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,continentOcean,preparationType,previousCatalogNumber,occurrenceRemarks,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,typeStatus,yearIdentified,monthIdentified,dayIdentified,sex,class,relatedCatalogItem,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"235",2020-01-20 14:40:22-03,UPM,MACK,"3419",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,A. B. Barros,L. Aguiar,"2018","10","11",Brasil,SP,São Paulo,"U.P. Mackenzie - Campus Higienópolis, Bosque das Fadas",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"HMACK00003419-L.Aguiar2-11/10/2018,U.P.Mackenzie-CampusHigienópolis,BosquedasFadas,SãoPaulo,SP,Brasil",NA,"2",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"237",2020-01-20 14:40:22-03,UPM,MACK,"145",PreservedSpecimen,Plantae,Bignoniaceae,Tabebuia,impetiginosa,Tabebuia impetiginosa,(Mart. ex DC.) Standl.,NA,Almeida,"2008","01","22",Brasil,SP,São Paulo,Parque Jardim Felicidade,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6274,-23.5449,"254",2019-07-24 16:19:01-03,CCE,CATAVENTO,"22",LivingSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,Mattos,"Santilli, C.",NA,"2018","08","28",Brasil,São Paulo,São Paulo,"Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás",-46.6274,-23.5449,"-46.6274","-23.5449","730","730",CATAVENTO0022,CATAVENTO0022_v01 CATAVENTO0022_v02 CATAVENTO0022_v03 CATAVENTO0022_v04 CATAVENTO0022_v05,NA,América do Sul,NA,NA,<ll>dwc_commonname:</ll> ipê-roxo-de-bola,NA,NA,NA,NA,NA,NA,"2018","08","29",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"308",2020-11-04 11:03:15-03,ESALQ,ESA,"127474",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,NA,LEFB,"Honda, S. et al.","2007","10","04",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,ESA127474,ESA127474,"102.0",NA,NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"404",2019-02-15 11:35:01-02,IPA,IPA,"63682",S,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,"Espírito-Santo, F.S.","Aragaki, S.","1995","05","17",Brasil,São Paulo,São Paulo,Parque Municipal Alfredo Volpi,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,IPA0063682,NA,"541",Southern America,NA,NA,"Árvore 8m de altura, flores arroxeadas.",Plantae,NA,"53584",auto,NA,NA,"2011","04","26",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.720969,-23.383744,"559",2021-03-01 16:26:34-03,UNICAMP,UEC,"171157",S,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex A.DC.) Mattos,"Tamashiro, JY","Garcia, LC","2009","09","14",Brazil,São Paulo,Santa Bárbara d'Oeste,Represa São Luís.,-47.720969,-23.383744,"-47.720969","-23.383744","554","554",UEC045591,UEC045591,"201",NA,NA,NA,"Árvore plantada, flores rosas.; Mata ciliar em processo de restauração desde 1998, mata atlântica, floresta estacional semidecídual.",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IPERÓ,"3521002"
-47.5200004577637,-23.2099990844727,"710",2020-12-04 13:19:00-03,UDESC,LUSC,"214",PreservedSpecimen,Plantae,Bignoniaceae,Tabebuia,impetiginosa,Tabebuia impetiginosa,(Mart. ex DC.) Standl.,"Menk, C.G.","Menk, C.G.","2006","08","25",Brasil,São Paulo,Porto Feliz,NA,-47.5200004577637,-23.2099990844727,NA,NA,NA,NA,LUSC000676,LUSC000676,NA,NA,NA,NA,NA,NA,NA,"19715",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-46.716666,-23.55,"1790",2020-01-21 16:15:10-03,USP,SPF,"159181",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,"Mendonça, FB","Mendonça, FB","2002","07","19",Brasil,São Paulo,São Paulo,"Cidade Universitária Armando de Salles Oliveira - USPAtrás dos barracões da Veterinária, estacionamento entre os barracões e Escola Politéc",-46.716666,-23.55,"-46.716666","-23.55",NA,NA,SPF00159181,NA,"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.716666,-23.55,"1793",2020-01-21 16:15:10-03,USP,SPF,"174555",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,"Lohmann, LG","Mendonça, FB","2001","11","23",Brasil,São Paulo,São Paulo,Cidade Universitária Armando de Sales Oliveira -,-46.716666,-23.55,"-46.716666","-23.55",NA,NA,SPF00174555,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.73071,-23.568333,"1801",2020-01-22 14:50:15-03,USP,SPF,"199198",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,"Zuntini, AR","Zuntini, AR","2007","06","22",Brasil,São Paulo,São Paulo,"Cidade Cidade Universitária Armando de Salles OliveiraAvProfLineu Prestes, no canteiro central, em frente ao ponto de ônibus do ICB 1.",-46.73071,-23.568333,"-46.73071","-23.568333",NA,NA,SPF00199198,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","03",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
