X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,typeStatus,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.680951,-23.621551,"1",2021-03-15 16:37:00-03,NY,NYBG,"1522514",PreservedSpecimen,Plantae,Magnoliophyta,Malvales,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,W. Hoehne,W. Hoehne,s.n.,"1949","01","27",South America,Brazil,São Paulo,Sao Paulo,Brooklyn Paulista.,-46.680951,-23.621551,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753201' target='other'> <mi>dwc_moreinfo</mi></a>,NY01522514,NY01522514_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.680951,-23.621551,"6",2021-03-15 16:37:00-03,NY,NYBG,"01091881",PreservedSpecimen,Plantae,Magnoliophyta,Malvales,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,W. Hoehne,W. Hoehne,s.n.,"1949","01","27",South America,Brazil,São Paulo,Sao Paulo,Brooklyn Paulista.,-46.680951,-23.621551,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265192' target='other'> <mi>dwc_moreinfo</mi></a>,NY01091881,NY01091881_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"49",2020-06-29 11:31:15-03,UFRJ,RFA,"36370",PreservedSpecimen,Plantae,NA,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,W. Hoehne,W. Hoehne,NA,"1949","01","27",NA,Brasil,São Paulo,São Paulo,Brooklyn Paulista,-46.6300010681152,-23.5400009155273,NA,Flores alvas,RFA23185,NA,NA,NA,NA,NA,"1949","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"70",2019-10-09 11:19:18-03,UFBA,ALCB,NA,PreservedSpecimen,Plantae,Dicotyledon,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,Loefl.,"Hoehne, W","Hoehne, W",s/n,"1949","01","07",Southern America,Brasil,São Paulo,São Paulo,Brooklyn Paulista,-46.6300010681152,-23.5400009155273,NA,Flores alvas.,NA,NA,NA,NA,NA,NA,"2000","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.633333,-23.533333,"71",2019-10-09 11:19:18-03,UFBA,ALCB,"80608",PreservedSpecimen,Plantae,Dicotyledon,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,Loefl.,"Guimarães, TB","Hoehne, W",s/n,"1949","01","27",Southern America,Brasil,São Paulo,São Paulo,Brooklyn Paulista,-46.633333,-23.533333,NA,Flores alvas.,ALCB062826,NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,"-46.633333","-23.533333",NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"116",2020-11-04 11:12:49-03,ESALQ,ESA,"98241",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,NA,"Guimarães, T.B.","Hoehne, W.",NA,"1949","01","27",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,ESA098241,ESA098241,NA,NA,NA,NA,"2000","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"179",2020-12-21 16:33:05-03,MBM,MBM,"320661",PreservedSpecimen,Plantae,NA,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,"Hoehne, W.","Hoehne, W.",s.n.,"1949","01","27",Southern America,Brazil,São Paulo,São Paulo,Brooklyn Paulista,-46.6300010681152,-23.5400009155273,NA,"Flores alvas.; Brejo.",MBM320661,MBM320661,NA,NA,NA,NA,"1949","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"257",2015-09-04 19:30:31-03,MNHN,RECOLNAT_MNHN_P,P06605469,PreservedSpecimen,NA,NA,NA,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,NA,"Hoehner, F.",NA,"1949","1","27",NA,Brasil,São Paulo,São Paulo,Brooklyn Paulista.,-46.6300010681152,-23.5400009155273,hb,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06605469' target='other'> <mi>dwc_moreinfo</mi></a>,P06605469,P06605469_01,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"346",2020-06-22 14:18:42-03,UNESP-IBILCE,SJRP,"21246",PreservedSpecimen,Plantae,Tracheophyta,Malvales,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,Carmem. L. Cristobal,"Hoehne, F.C.",NA,NA,NA,NA,América do Sul,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"1975","53584",auto,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"347",2020-06-22 14:18:42-03,UNESP-IBILCE,SJRP,"17391",PreservedSpecimen,Plantae,Tracheophyta,Malvales,Malvaceae,Byttneria,scabra,Byttneria scabra,L.,NA,"Hoehne, W.",NA,NA,NA,NA,América do Sul,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,SÃO PAULO,"3550308"
