X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,dayIdentified,typeStatus,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.4199981689453,-23.8899993896484,"170",2021-03-04 15:44:41-03,IF,SPSF,"19557",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,R.B.Torres,S.E.Martins & O.T. Aguiar,"157","1994","09","13",América do Sul,Brasil,SP,Cubatão,Vale do Rio Mogi,-46.4199981689453,-23.8899993896484,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: area poluida&nf;;",NA,NA,NA,NA,"15123",auto,"2004","03",NA,NA,Magnoliopsida,NA,"31",NA,NA,NA,CUBATÃO,"3513504"
-46.459758,-23.768544,"183",2019-11-21 10:07:11-03,IBt,SP,"426425",S,Plantae,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Almeida Scabbia, RJ","Almeida Scabbia, RJ; Oliveira, TR; Silva, C; Búgola Silva, F","5182","2007","11","29",NA,Brasil,São Paulo,Santo André,"Subprefeitura de Paranapiacaba e Parque Andreense, Rua Euclides",-46.459758,-23.768544,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","-46.459758","-23.768544",NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.9900016784668,-24.3199996948242,"208",2019-11-21 10:07:11-03,IBt,SP,"272572",S,Plantae,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Anunciação, EA","Melo, MMRF; et al.","1097","1994","06","24",NA,Brasil,São Paulo,Peruíbe,"Estação Ecológica Juréia-Itatins, Guarauzinho, trilha dos Caçadores, mata pluvial tropical de encosta",-46.9900016784668,-24.3199996948242,NA,"Arvoreta, ca. 3,0m alt., inflorescências jovens esverdeadas",NA,NA,NA,NA,"21922",auto,"1997","12",NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.9900016784668,-24.3199996948242,"209",2019-11-21 10:07:11-03,IBt,SP,"345050",S,Plantae,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Anunciação, EA","Cordeiro, I; Oliveira, RJ","2258","2000","06","28",NA,Brasil,São Paulo,Peruíbe,"Estação Ecológica Juréia-Itatins, Núcleo Arpoador, mata Ombrófila Densa de Encosta",-46.9900016784668,-24.3199996948242,NA,"Arvoreta a árvore até 10m alt., inflorescência creme, odoríferas",NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.4000015258789,-24,"210",2019-11-21 10:07:11-03,IBt,SP,"12708",S,Plantae,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Torres, RB","Loefgren, A",CGG4196,"1898","10","25",NA,Brasil,São Paulo,Praia Grande,Morro Itaipu.,-46.4000015258789,-24,NA,NA,SP006361,SP006361,NA,NA,"22363",auto,"1997","06",NA,NA,NA,NA,NA,NA,NA,NA,PRAIA GRANDE,"3541000"
-46.5299987792969,-23.6599998474121,"211",2019-11-21 10:07:11-03,IBt,SP,"405966",S,Plantae,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Capistrano, TR","Simão Bianchini, R; Catharino, ELM","1619","2007","06","22",NA,Brasil,São Paulo,Santo André,"Lote 1 Rodoanel Mário Covas, Trecho Sul",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,"27258",auto,"2009","03",NA,NA,NA,NA,"12",NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"212",2020-11-26 10:00:26-03,IBt,SP,"366178",S,Plantae,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,NA,"Godoy, SAP","264","1994","09","14",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"213",2020-11-26 10:00:26-03,IBt,SP,"366177",S,Plantae,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,NA,"Godoy, SAP","266","1994","09","14",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"214",2019-11-21 10:07:11-03,IBt,SP,"406729",S,Plantae,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Capistrano, TR","Shirasuna, RT; Kameyama, C; Queiroz, RT","432","2007","10","08",NA,Brasil,São Paulo,São Paulo,"Lote 4, Parelheiros Rodoanel Mário Covas, Trecho Sul",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,"2008","04",NA,NA,NA,NA,"15",NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"215",2019-11-21 10:07:11-03,IBt,SP,"406746",S,Plantae,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Capistrano, TR","Shirasuna, RT; Simão Bianchini, R; Queiroz, RT","353","2007","09","24",NA,Brasil,São Paulo,São Paulo,"Lote 4, Parelheiros Rodoanel Mário Covas, Trecho Sul",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,"2008","04",NA,NA,NA,NA,"15",NA,NA,NA,SÃO PAULO,"3550308"
