X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,dayIdentified,typeStatus,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.3300018310547,-23.9599990844727,"15",2020-11-04 11:11:31-03,ESALQ,ESA,"3701",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Torres, R.B. & Ramos, E.","Pickel, B.","3459.0","1949","09","29",NA,Brasil,São Paulo,Santos,NA,-46.3300018310547,-23.9599990844727,NA,NA,ESA003701,NA,NA,NA,"26836",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.735,-23.835556,"34",2021-03-01 16:32:00-03,UNICAMP,UEC,"84578",S,Plantae,Magnoliopsida,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Santos, A","Godoy, SAP; Ferreira, GMP; Sordi, SJ; Garcia, RJF","266","1994","09","14",NA,Brazil,São Paulo,São Paulo,"Jd. Novo Parelheiros, Sítio do Sr. José Guilguer Reimberg (José Toco), a direita na Estrada Engº Marsilac, após o entroncamento com a Estrada da Colônia.",-46.735,-23.835556,NA,"Árvore ca. 6m de alt.; DAP 0,05m. Inflorescências amarelo-claro.; Clareira em terreno de menor aclive",UEC121935,NA,NA,NA,NA,NA,"2014","05","-46.735","-23.835556",NA,NA,"21",NA,NA,NA,SÃO PAULO,"3550308"
-46.735,-23.835556,"35",2021-03-01 16:32:00-03,UNICAMP,UEC,"84579",S,Plantae,Magnoliopsida,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Santos, A","Godoy, SAP; Ferreira, GMP; Sordi, SJ; Garcia, RJF","264","1994","09","14",NA,Brazil,São Paulo,São Paulo,"Jd. Novo Parelheiros, Sítio do Sr. José Guilguer Reimberg (José Toco), a direita na Estrada Engº Marsilac, após o entroncamento com a Estrada da Colônia.",-46.735,-23.835556,NA,"Árvore ca. 4m de alt.; DAP 0,05m. Inflorescências amarelo-claro.; Clareira em terreno de menor aclive",UEC121934,NA,NA,NA,NA,NA,"2014","05","-46.735","-23.835556",NA,NA,"21",NA,NA,NA,SÃO PAULO,"3550308"
-46.9900016784668,-24.3199996948242,"44",2021-03-01 16:32:00-03,UNICAMP,UEC,"82306",S,Plantae,Magnoliopsida,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Torres, RB; Ramos, E","Figueiredo, N; Rocha, DS; Rodrigues, RR","15652","1983","11","06",NA,Brazil,São Paulo,Peruíbe,Reserva Estadual de Juréia.,-46.9900016784668,-24.3199996948242,NA,"Árvore de 5m, frutos vermelhos, na trlha para o morro.",UEC018228,UEC018228,NA,NA,"21922",auto,"2004","02",NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.9900016784668,-24.3199996948242,"45",2021-03-01 16:32:00-03,UNICAMP,UEC,"37861",S,Plantae,Magnoliopsida,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Torres, RB; Ramos, E","Figueiredo, N; Rocha, DS; Rodrigues, RR","15652","1983","11","06",NA,Brazil,São Paulo,Peruíbe,Reserva Estadual de Juréia.,-46.9900016784668,-24.3199996948242,NA,"Árvore de 5m, frutos vermelhos, na trlha para o morro.",UEC018224,UEC018224,NA,NA,"21922",auto,"2004","02",NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.2219,-23.5837,"57",2020-12-21 16:30:02-03,MBM,MBM,"288167",PreservedSpecimen,Plantae,NA,NA,Lacistemaceae,Lacistema,lucidum,Lacistema lucidum,Schnizlein,"Pastore, J.A.","Pastore, J.A.; Moura, C.; Moura, C.","1113","2003","08","15",Southern America,Brazil,São Paulo,São Vicente,"Parque Estadual Xixová-Japuí, Região de Paranapuã, trilha atrás do CECOF",-46.2219,-23.5837,NA,"Árvore bifurcada, 10m altura, tronco com casca de cor marrom avermelhada, flores amarelas, perfumadas.; Mata",MBM288167,NA,NA,NA,NA,NA,"2003","08","-46.2219","-23.5837",NA,NA,"26",NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.45972,-23.76861,"65",2015-09-05 08:15:05-03,MNHN,RECOLNAT_MNHN_P,P04845299,PreservedSpecimen,NA,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,NA,"A Scabbia, R.J.|Silva, C.|Silva, F.B.|Oliveira, T.R.",NA,"2007","9","29",NA,Brasil,São Paulo,Santo André,"Santo André, SP, Subprefeitura de Paranapiacaba e Parque Andreense, Rua Euclides",-46.45972,-23.76861,hb,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04845299' target='other'> <mi>dwc_moreinfo</mi></a>,P04845299,P04845299_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5182",NA,SANTO ANDRÉ,"3547809"
-46.45972,-23.76833,"66",2015-09-05 08:15:05-03,MNHN,RECOLNAT_MNHN_P,P04845300,PreservedSpecimen,NA,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,NA,"Almeida-Scabbia, R.J.|Búgola-Silva, F.|Silva, C.|Oliveira, T.R.",NA,"2007","11","29",NA,Brasil,São Paulo,Santo André,"Subprefeitura de Paranapiacaba e Parque Andreense, Rua Euclides",-46.45972,-23.76833,hb,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04845300' target='other'> <mi>dwc_moreinfo</mi></a>,P04845300,P04845300_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5182",NA,SANTO ANDRÉ,"3547809"
-46.735,-23.835556,"86",2019-11-13 11:20:31-03,USP,SPF,"97232",PreservedSpecimen,Plantae,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Santos, A","Godoy, SAP","266","1994","09","14",NA,Brasil,São Paulo,São Paulo,NA,-46.735,-23.835556,NA,NA,SPF00097232,NA,NA,NA,NA,NA,"2012","06","-46.735","-23.835556",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.735,-23.835556,"87",2019-11-13 11:20:31-03,USP,SPF,"97233",PreservedSpecimen,Plantae,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Santos, A","Godoy, SAP","264","1994","09","14",NA,Brasil,São Paulo,São Paulo,NA,-46.735,-23.835556,NA,NA,SPF00097233,NA,NA,NA,NA,NA,"2012","06","-46.735","-23.835556",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9983,-24.32,"116",2019-01-25 15:41:34-02,IAC,IAC,"38298",S,Plantae,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,E. Ramos & R.B. Torres,P.F. Assis et al.,"300","1996","10","08",NA,Brasil,São Paulo,Peruíbe,Loteamento Peruibe,-46.9983,-24.32,NA,NA,NA,NA,NA,NA,NA,NA,"2004","03","-46.9983","-24.3200",NA,NA,"08",NA,NA,NA,PERUÍBE,"3537602"
-46.9983,-24.32,"118",2019-01-25 15:41:34-02,IAC,IAC,"42284",S,Plantae,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,R.B. Torres,M.R.F.Melo et al.,"1097","1994","06","24",NA,Brasil,São Paulo,Peruíbe,"Estação Ecológica Juréia-Itatins, Guarauzinho, Trilha dos Caçadores",-46.9983,-24.32,NA,NA,NA,NA,NA,NA,NA,NA,"1997","12","-46.9983","-24.3200",NA,NA,"24",NA,NA,NA,PERUÍBE,"3537602"
-46.9983,-24.32,"123",2019-01-25 15:41:34-02,IAC,IAC,"42289",S,Plantae,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,R.J. Oliveira & A. Rodrigues,R.J. Oliveira & A. Rodrigues,"14","1997","01","20",NA,Brasil,São Paulo,Peruíbe,"Estação Ecológica Juréia-Itatins, Núcleo Arpoador, Guarauzinho",-46.9983,-24.32,NA,floresta atlântica de encosta,NA,NA,NA,NA,NA,NA,"1997","01","-46.9983","-24.3200",NA,NA,"20",NA,NA,NA,PERUÍBE,"3537602"
-46.9983,-24.32,"127",2019-01-25 15:41:34-02,IAC,IAC,"42293",S,Plantae,NA,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,E. Ramos & R.B. Torres,I. Cordeiro & R.J.Oliveira,"2258","2000","06","28",NA,Brasil,São Paulo,Peruíbe,"Estação Ecológica Juréia-Itatins, Núcleo Arpoador",-46.9983,-24.32,NA,NA,NA,NA,NA,NA,NA,NA,"2004","03","-46.9983","-24.3200",NA,NA,"28",NA,NA,NA,PERUÍBE,"3537602"
-46.9900016784668,-24.3199996948242,"146",2019-11-13 16:04:44-03,UNISANTA,HUSC,"8713",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,"Martins, S.E.","Scolari, G.O.; Nakasato, M.V.","83","2007","04","22",NA,Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,"Árvore com 6,06m de altura.; Trecho de Floresta Alta de Restinga.",NA,NA,NA,NA,"21922",auto,"2007","08",NA,NA,NA,NA,"30",NA,NA,NA,PERUÍBE,"3537602"
-46.3300018310547,-23.9599990844727,"152",2020-11-12 17:01:07-03,UEL,FUEL,"10392",PreservedSpecimen,Plantae,Tracheophyta,Malpighiales,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizlein,"Torres, RB; Ramos, E",Bento Pickel,s.n.,"1949","09","29",NA,Brasil,São Paulo,Santos,"Morro Santa Terezinha, mata",-46.3300018310547,-23.9599990844727,NA,NA,NA,NA,NA,NA,"26836",auto,"2004","03",NA,NA,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.4199981689453,-23.8899993896484,"157",2021-03-04 15:44:41-03,IF,SPSF,"19556",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,R.B.Torres,S.E.Martins,"86","1993","09","17",América do Sul,Brasil,SP,Cubatão,Vale do Rio Mogi,-46.4199981689453,-23.8899993896484,NA,"COLETA: XLS: SPSFAntigo&nf;Arvoreta 2,5m altura, inflorescencia pardo-amarelada.; GEOGRAFIA: area poluida&nf;;",NA,NA,NA,NA,"15123",auto,"2004","03",NA,NA,Magnoliopsida,NA,"31",NA,NA,NA,CUBATÃO,"3513504"
-46.7799987792969,-24.1800003051758,"161",2021-03-04 15:44:41-03,IF,SPSF,"24139",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,NA,NA,M.R.F.Melo,"1097","1994","06","24",América do Sul,Brasil,SP,Itanhaém,Estação Ecológica Juréia-Itatins,-46.7799987792969,-24.1800003051758,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de encosta&nf;;",NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.3300018310547,-23.9599990844727,"163",2021-03-04 15:44:41-03,IF,SPSF,"03459",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,Schnizl.,R.B.Torres,D.Bento Pickel,NA,"1949","09","29",América do Sul,Brasil,SP,Santos,morro Santa Terezinha,-46.3300018310547,-23.9599990844727,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"26836",auto,"2004","03",NA,NA,Magnoliopsida,NA,"31",NA,NA,NA,SANTOS,"3548500"
