X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,individualCount,typeStatus,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"76",2014-09-29 10:25:00-03,MO,MOBOT,"2954592",PreservedSpecimen,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,A.P. Santos Gonçalves & R. Silva (VIC),Augusto Gehrt,Gehrt s.n.,"1941","10","21",South America,Brazil,São Paulo,"São Paulo, nativa no Jardin Botânico.",NA,NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,"1",Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"77",2014-09-29 10:27:00-03,MO,MOBOT,"3268137",PreservedSpecimen,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,A.P. Santos Gonçalves & R. Silva (VIC),Tatiana Sendulsky,Sendulsky 1318,"1973","12","6",South America,Brazil,São Paulo,"10 km S of center of city of São Paulo, in grounds of the Instituto de Botánica, Parque do Estado.",NA,NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,"1",Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"78",2014-09-29 10:22:00-03,MO,MOBOT,"3267808",PreservedSpecimen,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,A.P. Santos Gonçalves & R. Silva (VIC),Tatiana Sendulsky,Sendulsky 1324,"1973","12","23",South America,Brazil,São Paulo,"10 km S of center of city of São Paulo, in grounds of the Instituto de Botânica, Parque do Estado.",NA,NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,"1",Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"79",2014-09-29 10:21:00-03,MO,MOBOT,"3268139",PreservedSpecimen,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,A.P. Santos Gonçalves & R. Silva (VIC),Tatiana Sendulsky,Sendulsky 1315,"1973","10","20",South America,Brazil,São Paulo,"10 km S of center of city of São Paulo, in grounds of the Instituto de Botânica, Parque do Estado.",NA,NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,"1",Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"80",2014-09-29 10:25:00-03,MO,MOBOT,"2955127",PreservedSpecimen,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,A.P. Santos Gonçalves & R. Silva (VIC),Tatiana Sendulsky,Sendulsky 1321,"1973","12","17",South America,Brazil,São Paulo,"10 km south of center of City of São Paulo, in grounds of the Institute de Botanica, Parque do Estado.",NA,NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,"1",Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"81",2014-09-29 10:24:00-03,MO,MOBOT,"3282416",PreservedSpecimen,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,A.P. Santos Gonçalves & R. Silva (VIC),Tatiana Sendulsky,Sendulsky 1341,"1974","1","7",South America,Brazil,São Paulo,"Reserva Biológica, Parque Estadual das Fontes do Ipiranga.",NA,NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,"1",Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"82",2014-09-29 10:31:00-03,MO,MOBOT,"1804863",PreservedSpecimen,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,A.P. Santos Gonçalves & R. Silva (VIC),Gerrit Davidse,Davidse 10892,"1976","3","6",South America,Brazil,São Paulo,"São Paulo; grounds of the Instituto Botânica.","860.00000000",NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,"1",NA,"1133",SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"93",2020-09-12 05:00:02-03,US,US,"2900170",PreservedSpecimen,Plantae,NA,Cyperales,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,T. Sendulsky,"1314","1973","10","10",South America - Neotropics,Brazil,São Paulo,Sao paulo,NA,NA,NA,NA,US00028640,US00028640_01,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,Monocotyledonae,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"105",2020-09-12 05:00:02-03,US,US,"2900173",PreservedSpecimen,Plantae,NA,Cyperales,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,T. Sendulsky,"1324","1973","12","23",South America - Neotropics,Brazil,São Paulo,Sao paulo,NA,NA,NA,NA,US00028643,US00028643_01,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,Monocotyledonae,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"107",2020-09-12 05:00:02-03,US,US,"2900169",PreservedSpecimen,Plantae,NA,Cyperales,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,T. Sendulsky,"1321","1973","12","17",South America - Neotropics,Brazil,São Paulo,Sao paulo,NA,NA,NA,NA,US00028644,US00028644_01,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,Monocotyledonae,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"123",2020-09-12 05:00:02-03,US,US,"2926654",PreservedSpecimen,Plantae,NA,Cyperales,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,T. Sendulsky,"1318","1973","12","6",South America - Neotropics,Brazil,São Paulo,Sao paulo,NA,NA,NA,NA,US00028645,US00028645_01,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,Monocotyledonae,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"143",2020-09-12 05:00:02-03,US,US,"2926645",PreservedSpecimen,Plantae,NA,Cyperales,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,T. Sendulsky,"1315","1973","10","20",South America - Neotropics,Brazil,São Paulo,Sao paulo,NA,NA,NA,NA,US00028641,US00028641_01,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,Monocotyledonae,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"146",2020-09-12 05:00:02-03,US,US,"2900171",PreservedSpecimen,Plantae,NA,Cyperales,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,T. Sendulsky,"1322","1973","12","17",South America - Neotropics,Brazil,São Paulo,Sao paulo,NA,NA,NA,NA,US00028639,US00028639_01,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,Monocotyledonae,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"163",2020-09-12 05:00:02-03,US,US,"2926646",PreservedSpecimen,Plantae,NA,Cyperales,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,T. Sendulsky,"1315","1973","10","20",South America - Neotropics,Brazil,São Paulo,Sao paulo,NA,NA,NA,NA,US00028642,US00028642_01,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,Monocotyledonae,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"164",2020-09-02 16:36:51-03,Cenargen,CEN,"7708",PreservedSpecimen,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,R. Vinícius-Silva,Tatiana Sendulsky,"1321","1973","12","17",NA,Brasil,SP,"10 Km south of center of city of são Paulo, in grounds of the Instituto de Botânica, Parque do Estado.",NA,NA,Exsicatas,"(Paratype). Native, growing spontaneously inside sencodary forest. Doação Herbário do instituto de Botânica -SP",CEN00007708,NA,SAO PAULO,-46.6300010681152,-23.5400009155273,"53584",auto,"2019","05",NA,NA,NA,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"165",2020-09-02 16:36:51-03,Cenargen,CEN,"7709",PreservedSpecimen,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,R. Vinícius-Silva,Tatiana Sendulsky,"1318","1973","12","06",NA,Brasil,SP,"10 Km south of center of city of são Paulo, in grounds of the Instituto de Botânica, Parque do Estado.",NA,NA,Exsicatas,"(Paratype). Native, growing spontaneously inside sencodary forest. Doação Herbário do instituto de Botânica -SP",CEN00007709,NA,SAO PAULO,-46.6300010681152,-23.5400009155273,"53584",auto,"2019","05",NA,NA,NA,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"166",2020-09-02 16:36:51-03,Cenargen,CEN,"7701",PreservedSpecimen,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,R. Vinícius-Silva,Tatiana Sendulsky,"1315","1973","11","20",NA,Brasil,SP,"10 Km south of center of city of são Paulo, in grounds of the Instituto de Botânica, Parque do Estado.",NA,NA,Exsicatas,"(Paratype). Native, growing spontaneously inside sencodary forest. Doação Herbário do instituto de Botânica.",CEN00007701,NA,SAO PAULO,-46.6300010681152,-23.5400009155273,"53584",auto,"2019","05",NA,NA,NA,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"167",2020-09-02 16:36:51-03,Cenargen,CEN,"7706",PreservedSpecimen,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,R. Vinícius-Silva,Tatiana Sendulsky,"1341","1974","02","07",NA,Brasil,SP,"Reserva Biológica, Parque Estadual das Fontes do Ipiranga.",NA,NA,Exsicatas,(Paratype). Doação do Herbário do Instituto de Botânica - SP.,CEN00007706,CEN00007706,SAO PAULO,-46.6300010681152,-23.5400009155273,"53584",auto,"2019","05",NA,NA,NA,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"169",2020-09-02 16:36:51-03,Cenargen,CEN,"7707",PreservedSpecimen,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,R. Vinícius-Silva,Tatiana Sendulsky,"1324","1973","12","23",NA,Brasil,SP,"10 Km south of center of city of são Paulo, in grounds of the Instituto de Botânica, Parque do Estado.",NA,NA,Exsicatas,"(Paratype). Native, growing spontaneously inside sencodary forest. Doação Herbário do instituto de Botânica -SP",CEN00007707,NA,SAO PAULO,-46.6300010681152,-23.5400009155273,"53584",auto,"2019","05",NA,NA,NA,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"170",2019-11-13 11:28:52-03,USP,SPF,"16628",PreservedSpecimen,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Shirasuna, RT","Panizza, S",s.n.,"1973","11","06",NA,Brasil,São Paulo,Instituto de Botânica,NA,NA,NA,NA,SPF00016628,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"2014","08",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"171",2019-11-13 11:28:52-03,USP,SPF,"162981",PreservedSpecimen,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,Anônimo,"Sendulsky, T","1341","1974","02","07",NA,Brasil,São Paulo,Parque Estadual das Fontes do Ipiranga,NA,NA,NA,NA,SPF00162981,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,paratype,NA,SÃO PAULO,"3550308"
-46.6361,-23.5475,"176",2019-01-25 15:44:38-02,IAC,IAC,"45220",S,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,T. Sendulsky,T. Sendulsky,"1341","1974","02","07",NA,Brasil,São Paulo,"Reserva Biológica, Parque Estadual das Fontes do Ipiranga",NA,NA,NA,"PARATYPUS - Novon 5(1):94. 1995; confirmado por R.T. Shirasuna em 2012",NA,NA,São Paulo,-46.6361,-23.5475,NA,NA,"1995","02","07","-46.6361","-23.5475",NA,NA,Parátipo,NA,SÃO PAULO,"3550308"
-46.6361,-23.5475,"178",2020-02-20 14:37:13-03,IAC,IAC,"57591",S,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,R. Vinícius-Silva,R. Vinícius-Silva & G.S. Neves,"128","2017","06","26",NA,Brasil,São Paulo,"Instituto de Botânica, Parque Estadual Fontes do Ipiranga, mata próxima a Avenida das Palmeiras",NA,NA,NA,Nome vulgar: Taquara,NA,NA,São Paulo,-46.6361,-23.5475,NA,NA,"2017","06","26","-46.6361","-23.5475",NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"189",2019-11-01 15:16:27-03,UnB,UB,"155258",PreservedSpecimen,Plantae,Monocotyledonae,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Vinícius-Silva, R","Sendullsky, T","1322","1973","12","17",Southern America,Brasil,São Paulo,"10km south of center of city of São Paulo, in grounds of the Instituto de Botânica, Parque do Estado",NA,NA,NA,"Native, growing spontaneously inside secondary forest",UB0041087,UB0041087,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"2019","05","03",NA,NA,NA,NA,paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"190",2019-11-01 15:16:27-03,UnB,UB,"155261",PreservedSpecimen,Plantae,Monocotyledonae,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Vinícius-Silva, R","Sendullsky, T","1314","1973","10","10",Southern America,Brasil,São Paulo,"10km south of center of city of São Paulo, in grounds of the Instituto de Botânica, Parque do Estado",NA,NA,NA,"Native, growing spontaneously inside secondary forest",UB0041088,UB0041088,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"2019","05","03",NA,NA,NA,NA,paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"191",2019-11-01 15:16:27-03,UnB,UB,"155260",PreservedSpecimen,Plantae,Monocotyledonae,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Vinícius-Silva, R","Sendullsky, T","1315","1973","10","20",Southern America,Brasil,São Paulo,"10km south of center of city of São Paulo, in grounds of the Instituto de Botânica, Parque do Estado",NA,NA,NA,"Native, growing spontaneously inside secondary forest",UB0125650,UB0125650,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"1973","10","20",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"192",2019-11-01 15:16:27-03,UnB,UB,"155259",PreservedSpecimen,Plantae,Monocotyledonae,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Vinícius-Silva, R","Sendullsky, T","1324","1973","12","23",Southern America,Brasil,São Paulo,"10km south of center of city of São Paulo, in grounds of the Instituto de Botânica, Parque do Estado",NA,NA,NA,"Native, growing spontaneously inside secondary forest",UB0125619,UB0125619,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"2019","05","03",NA,NA,NA,NA,paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"194",2019-11-01 15:16:27-03,UnB,UB,"155262",PreservedSpecimen,Plantae,Monocotyledonae,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Vinícius-Silva, R","Sendullsky, T","1318","1973","12","06",Southern America,Brasil,São Paulo,"10km south of center of city of São Paulo, in grounds of the Instituto de Botânica, Parque do Estado",NA,NA,NA,"Native, growing spontaneously inside secondary forest",UB0125618,UB0125618,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"2019","05","03",NA,NA,NA,NA,paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"195",2019-11-01 15:16:27-03,UnB,UB,NA,PreservedSpecimen,Plantae,Monocotyledonae,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Vinícius-Silva, R","Sendullsky, T","1315","1973","10","20",Southern America,Brasil,São Paulo,"10km south of center of city of São Paulo, in grounds of the Instituto de Botânica, Parque do Estado",NA,NA,NA,"Native, growing spontaneously inside secondary forest",UB0125651,UB0125651,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"1973","10","20",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"196",2019-11-01 15:16:27-03,UnB,UB,"155257",PreservedSpecimen,Plantae,Monocotyledonae,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Vinícius-Silva, R","Sendullsky, T",1341A,"1974","02","07",Southern America,Brasil,São Paulo,"Reserva Biológica, Parque Estadual das Fontes do Ipiranga",NA,NA,NA,NA,UB0041090,UB0041090,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"2019","05","03",NA,NA,NA,NA,paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"197",2019-11-01 15:16:27-03,UnB,UB,"155264",PreservedSpecimen,Plantae,Monocotyledonae,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Vinícius-Silva, R","Sendullsky, T",1341B,"1974","02","07",Southern America,Brasil,São Paulo,"Reserva Biológica, Parque Estadual das Fontes do Ipiranga",NA,NA,NA,NA,UB0041089,UB0041089,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"2019","05","03",NA,NA,NA,NA,paratype,NA,SÃO PAULO,"3550308"
-46.624722,-23.642222,"199",2020-08-20 14:59:47-03,UFSC,FLOR,"67857",PreservedSpecimen,Plantae,NA,Poales,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Vinícius-Silva, R.","Vinícius-Silva, R.; Neves, G.S.","128","2017","06","26",NA,Brasil,São Paulo,"Instituto de Botânica, Parque Estadual Fontes do Ipiranga, Mata próxima à Avenida das Palmeiras.","815","815",NA,"Indivíduo com, aproximadamente, 3-5m de altura. Colmos inicialmente eretos e posteriormente escandentes. Entrenós com 30-36cm de comprimento; verdes com máculas amarelas, escabros. Planta encontrada em borda de mata. Duplicata de VIC",FLOR0067857,FLOR0067857,São Paulo,-46.624722,-23.642222,NA,NA,"2017","06","26",46º37'29''W,23º38'32''S,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"237",2021-02-08 12:53:48-03,UFRGS,ICN,"144506",S,Plantae,Monocotyledon,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Sendulsky, T","Sendulsky, T","1341","1974","02","07",América do Sul,Brasil,SP,Reserva Biológica Parque Estadual das Fontes do Ipiranga,NA,NA,NA,Doação Herbário SP.,ICN00000498,ICN00000498 ICN00000498_1,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Paratypus,NA,SÃO PAULO,"3550308"
-46.624722,-23.642194,"259",2019-11-21 10:15:59-03,IBt,SP,"415732",S,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Vinicius Silva, R","Shirasuna, RT","2758","2010","02","08",NA,Brasil,São Paulo,"Parque Estadual das Fontes do Ipiranga, IBt. Mata ao lado da rua das Palmeiras.","776","776",NA,NA,NA,NA,São Paulo,-46.624722,-23.642194,NA,NA,"2017","06","29","-46.624722","-23.642194",NA,NA,NA,NA,SÃO PAULO,"3550308"
