X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,recordNumber,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,coordinatePrecision,geoFlag,typeStatus,class,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,fieldNumber,individualCount,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"279",2019-05-06 11:54:05-03,UFU,HUFU,"24606",S,Plantae,Asteraceae,Senecio,pohlii,Senecio pohlii,"Hoehne, W.","1967","02","21",NA,Brasil,NA,NA,"Erva, 30-60 cm. Flores amarelas.",HUFU00055864,NA,NA,Sch.Bip. ex Baker,"Nakajima, J.N.","6167",São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,HUFU00055864,"53584",auto,NA,NA,"2000","08",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"315",2019-11-21 10:01:20-03,IBt,SP,"119282",S,Plantae,Asteraceae,Senecio,pohlii,Senecio pohlii,"Hoehne, W","1967","02","21",NA,Brasil,NA,NA,NA,NA,NA,NA,Sch.Bip. ex Baker,"Nakajima, JN","6167",São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,"53584",auto,NA,NA,"2000","10",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
