X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,locality,minimumElevationInMeters,maximumElevationInMeters,imagecode,recordNumber,infraspecificEpithet,coordinatePrecision,geoFlag,phylum,order,continentOcean,preparationType,class,previousCatalogNumber,typeStatus,relatedCatalogItem,relationshipType,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.3300018310547,-23.9599990844727,"587",2021-03-01 16:41:49-03,UNICAMP,UEC,"181073",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Stehmann, JR; Semir, J","1996","09",NA,"Assis, MA","1989","11","27",Brazil,São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,NA,"Árvore; 6m; fl. brancas.; Restinga arbórea.",UEC078681,"Praia de Boracéia, distrito de Bertioga.",NA,NA,UEC078681,"22425",NA,"26836",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.6300010681152,-23.5400009155273,"590",2021-03-01 16:41:49-03,UNICAMP,UEC,"82164",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Garcia, RJF; Neves, LE; Dias, DL","1996","01","19",Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"Árvore, 8m alt., frutos verdes.; Mata.",UEC078675,Distrito de Marsilac. Sítio na Estrada para Marsilac.,NA,NA,UEC078675,"768",NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"591",2021-03-01 16:41:49-03,UNICAMP,UEC,"121649",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; Souza, VC; et al.","2001","04","11",Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"Árvore, frutos imaturos verdes, maduros amarelos.; Floresta ribeirinha altomontana com campo adjacente. Interior da mata.",UEC049411,"Parque Estadual da Serra do Mar, núcleo Curucutu. Trilha do campo.",NA,NA,UEC049411,"63",NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.9199981689453,-24.3799991607666,"592",2021-03-01 16:41:49-03,UNICAMP,UEC,"202052",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Giacomin, LL","2009","08",NA,"Almeida-Scabbia, RJ","1994","04","09",Brazil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"Árvore, 15m de altura, muitos frutos verdes.",UEC085409,"Fazenda Intervales, base Saibadela. Na trilha n. 190.",NA,NA,UEC085409,"261",NA,"34059",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.9900016784668,-24.3199996948242,"856",2020-12-21 16:45:53-03,MBM,MBM,"170395",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A. St.-Hil.,"Giacomin, L.L.","2008","12",NA,"Sobral, M.","1993","10",NA,Brazil,São Paulo,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,"Arvoreta em interior de mata, na Grajaúna; flores brancas.",MBM170395,Estação Ecológica da Juréia.,NA,NA,MBM170395,"7601",NA,"21922",auto,NA,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-47.9199981689453,-24.3799991607666,"858",2020-12-21 16:45:54-03,MBM,MBM,"54412",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A. St.-Hil.,"Mentz, L.A.",NA,NA,NA,"Gibbs, P.E.; et al.; et al.",NA,NA,NA,Brazil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,MBM054412,Reserva Florestal de Sete Barras,NA,NA,MBM054412,"5600",NA,"34059",auto,NA,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.832689,-23.784883,"1075",2020-12-11 11:42:20-03,UFMG,BHCB,"134405",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Giacomin, LL; Stehmann, JR; Hattori, EKO; Thode, VA; Rodrigues, IMC","2009",NA,NA,Brasil,São Paulo,São Paulo,-46.832689,-23.784883,"-46.832689","-23.784883","Árvore, 8m. Em borda de mata.Plantas secas em etanol 70%.",NA,"Estrada que liga Itapecirica a Parelheiros e Engen, Em borda de mata vicinal.","867","867",NA,"1104",NA,NA,NA,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,EMBU-GUAÇU,"3515103"
-46.727778,-23.896111,"1078",2020-12-11 11:42:20-03,UFMG,BHCB,"133510",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Garcia, RJF; Ferreira, GMP; Neves, LF; Silva, DCG",NA,NA,NA,Brasil,São Paulo,São Paulo,-46.727778,-23.896111,"-46.727778","-23.896111","Árvore ca. 8,0m alt. DAP 0,20m. Frutos verdes.",NA,"Sítio., Sítio à esquerda na Estrada Eng. Marsilac, sentido Eng. Marsilac. Borda da mata à direita da casa do sítio.",NA,NA,NA,"555",NA,NA,NA,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.778722,-23.896111,"1080",2020-12-11 11:42:20-03,UFMG,BHCB,"133531",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Godoy, SAP; Pereira, DL; Hoch, AM",NA,NA,NA,Brasil,São Paulo,São Paulo,-46.778722,-23.896111,"-46.778722","-23.896111","Árvore ca. 8,0m alt. DAP 0,18m. Frutos verdes. Projeto financiado pela FAPESP.",NA,"Parelheiros., Sítio à esquerda na Estrada Eng. Marsilac, sentido Eng. Marsilac. Borda da mata à esquerda da casa do sítio.",NA,NA,NA,"376",NA,NA,NA,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.293056,-23.772778,"1081",2020-12-11 11:42:20-03,UFMG,BHCB,"134133",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Hattori, EKO; Rodrigues, IMC; Giacomin, LL; Thode, VA; Stehmann, JR","2009","10","14",Brasil,São Paulo,Santo André,-46.293056,-23.772778,"-46.293056","-23.772778","beira de estrada, floresta ombrófila densa; arvoreta, ca. 5 m, corola branca, anteras amarelas",NA,Vila de Paranapiacaba - Estrada para Taquarussu,"887","887",NA,"898",NA,NA,NA,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.406944,-23.792222,"1100",2020-12-11 11:42:21-03,UFMG,BHCB,"196002",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,"2019","06","17","Almeida Scabbia, RJ; Oliveira, TR; Búgola Silva, F; Santos, LC","2007","12","18",Brasil,São Paulo,Santo André,-46.406944,-23.792222,"-46.406944","-23.792222",NA,BHCB196002,"Estrada do gasoduto, Subprefeitura de Paranapiacaba e Parque Andreense",NA,NA,NA,"5260",NA,NA,NA,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.297222,-23.769167,"1101",2020-12-11 11:42:21-03,UFMG,BHCB,"196003",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,"2019","06","17","Búgola Silva, F; Santos Neta, AC; Yang, AMK; Almeida Scabbia, RJ","2008","04","24",Brasil,São Paulo,Santo André,-46.297222,-23.769167,"-46.297222","-23.769167",NA,BHCB196003,"Paranapiacaba, Trilha da Pontinha",NA,NA,NA,"8133",NA,NA,NA,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.53,-23.66,"1102",2020-12-11 11:42:21-03,UFMG,BHCB,"196004",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,"2019","06","17","Santos, A; Almeida Scabbia, RJ; Yang, AMK; Costa, PO","2008","09","11",Brasil,São Paulo,Santo André,-46.53,-23.66,"-46.53","-23.66",NA,BHCB196004,"Parque Andreense, Rua Pombo Correio",NA,NA,NA,"55",NA,NA,NA,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.294167,-23.773889,"1103",2020-12-11 11:42:21-03,UFMG,BHCB,"196005",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,"2019","06","17","Búgola Silva, F; Garrido, CTR; Almeida Scabbia, RJ","2008","08","28",Brasil,São Paulo,Santo André,-46.294167,-23.773889,"-46.294167","-23.773889",NA,BHCB196005,"Paranapiacaba, Estrada do Taquaruçu",NA,NA,NA,"8307",NA,NA,NA,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.8800010681152,-23.1800003051758,"1129",2020-12-11 11:42:20-03,UFMG,BHCB,"171048",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,"2015","07","15","Neves, FFE","1999","08","31",Brasil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,Borda da trilha.,BHCB015543,"Base de Estudo de Ecologia e Educação Ambiental Mi, Trilha do Mirante",NA,NA,NA,"284",NA,"17840",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.5299987792969,-23.6599998474121,"1131",2020-12-11 11:42:20-03,UFMG,BHCB,"133503",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Neto, EM; Sugiyama, M; Godoy, JRL",NA,NA,NA,Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,"Árvore 7,0m alt. Frutos verdes.",NA,"Campo Grande., Próximo à Reserva de Paranapiacaba. Capoeira.",NA,NA,NA,"25",NA,"27258",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.560001373291,-23.6900005340576,"1133",2020-12-11 11:42:20-03,UFMG,BHCB,"143070",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Shirasuna, RT; Suzuki, R; Cachenco, MV; Batista, V","2008","08","13",Brasil,São Paulo,São Bernardo do Campo,-46.560001373291,-23.6900005340576,NA,NA,"Árvore ca. 5m alt., flores brancas e estames amarelos.",NA,Desmatamento no DME.,NA,NA,NA,"1661",NA,"31119",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
-46.6300010681152,-23.5400009155273,"1134",2020-12-11 11:42:20-03,UFMG,BHCB,"133509",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Garcia, RJF; Neves, LE; Dias, DL",NA,NA,NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,Árvore 8m alt. Frutos verdes. Projeto financiado pela FAPESP.,NA,"Distrito de Marsilac, Sítio na Estrada para Marsilac. Mata.",NA,NA,NA,"768",NA,"53584",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.8800010681152,-23.1800003051758,"1135",2020-12-11 11:42:20-03,UFMG,BHCB,"133533",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Bernacci, LC; Torres, RB; Maglio, CAP; Camargo, O",NA,NA,NA,Brasil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,"Árvore, 12 metros de altura, frutos verdes. Borda.",NA,"E. E. Jundiaí, Mata secundária em bom estado de consevação. Coletas principalmente na borda. Mamíferos comuns (saguis, bugios, jaguatiricas)",NA,NA,NA,"13",NA,"17840",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.6300010681152,-23.5400009155273,"1147",2020-12-11 11:42:20-03,UFMG,BHCB,"143038",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Shirasuna, RT; Queiróz, RT","2007","08","30",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"Arbusto ca. 2,5m alt., flores brancas, estames amarelos, mata.",NA,"Parelheiros, Rodoanel, trecho sul, lote 4.",NA,NA,NA,"236",NA,"53584",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9900016784668,-24.3199996948242,"1171",2020-12-11 11:42:20-03,UFMG,BHCB,"139842",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Souza, VC de; Souza, JP; et al.","1995","10","09",Brasil,São Paulo,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,"Rio Guaraú, Arredores da foz do rio (margem esquerda). Mata de restinga",NA,NA,NA,"9324",NA,"21922",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.4599990844727,-23.6599998474121,"1172",2020-12-11 11:42:20-03,UFMG,BHCB,"143049",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Shirasuna, RT; Gonzales, VM; Silva, GO","2007","11","28",Brasil,São Paulo,Mauá,-46.4599990844727,-23.6599998474121,NA,NA,"Árvore ca. 8m alt., frutos imaturos esverdeados.",NA,"Rodoanel, trecho sul, lote 1.",NA,NA,NA,"702",NA,"8925",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,MAUÁ,"3529401"
-46.560001373291,-23.6900005340576,"1173",2020-12-11 11:42:20-03,UFMG,BHCB,"143041",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Shirasuna, RT; Queiroz, RT","2007","09","19",Brasil,São Paulo,São Bernardo do Campo,-46.560001373291,-23.6900005340576,NA,NA,"Arbusto ca. 4m alt., pétalas brancas e estames amarelos",NA,"Rodoanel trecho sul, lote 2",NA,NA,NA,"311",NA,"31119",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
-46.6300010681152,-23.5400009155273,"1174",2020-12-11 11:42:20-03,UFMG,BHCB,"143044",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Shirasuna, RT; Lima, LR de; Lousada, R","2007","09","27",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"Arbusto 3m alt., flores com pétalas brancas e estames amarelos",NA,"Rodoanel trecho sul, lote 4, Parelheiros",NA,NA,NA,"384",NA,"53584",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.8800010681152,-23.1800003051758,"1176",2020-12-11 11:42:20-03,UFMG,BHCB,"10815",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,"2013",NA,NA,"Stehmann, JR; Semir, J","1995","04","22",Brasil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,"Arbusto, na borda da mata/ interior da mata; corola branca; Arbusto.; Mata.",BHCB017192,"Serra do Japi, Arbusto, na borda da mata/ interior da mata.",NA,NA,NA,"1601",NA,"17840",auto,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.86666,-23.18333,"1243",2009-07-14 17:41:00-03,MO,MOBOT,"2972310",PreservedSpecimen,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,NA,NA,NA,NA,Grady L. Webster,"1984","10","15",Brazil,São Paulo,NA,-46.86666,-23.18333,NA,NA,NA,NA,"Jundiai: Serra do Japi, montane thickets on upper ridges.","1050.00000000","1150.00000000",NA,Webster 25415,NA,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.93333,-24.25,"1289",2008-05-27 22:02:00-03,MO,MOBOT,"458172",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A. St.-Hil.,Sandra KnappBM),NA,NA,NA,"Alwyn H. Gentry|Dias, A. Cecilio|G.A. Franco","1987","9","3",Brazil,São Paulo,NA,-46.93333,-24.25,NA,NA,NA,NA,"Carlos Botelho State Park, Riberão Branco, Km 55, ca. 23 km S of Park Headquarters. Transect 5","560.00000000",NA,NA,Gentry 58928,NA,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,NA,"3",87-201,PERUÍBE,"3537602"
-46.7799987792969,-24.1800003051758,"1343",2021-01-09 21:48:55-03,UNICENTRO,HUCO,"2231",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A. St.-Hil.,"Cielo-Filho, R.","2005","12","04","Ciello-Filho, R.; et al.; et al.","2005","03","03",Brasil,São Paulo,Itanhaém,-46.7799987792969,-24.1800003051758,NA,NA,"Permuta SPSF, 34641; Arbóreo, 4 m, com fruto; DESC: Arbóreo, 4 m, com fruto",HUCO002231,Parque Estadual Serra do Mar,NA,NA,NA,"410",NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.918778,-23.230111,"1352",2020-07-15 14:43:46-03,UNESP-RC,HRCB,"49659",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,Lombardi,"2008","03","25",Brasil,São Paulo,Jundiaí,-46.918778,-23.230111,46º55'07.6W,"23º13'48,4S","Árvore ca. 12 m, folhas herbáceas, frutos imaturos verdes",NA,NA,"960","960",NA,"7377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.9900016784668,-24.3199996948242,"1409",2020-09-12 05:00:02-03,US,US,"1616886",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A. St.-Hil.,NA,NA,NA,NA,A. Loefgren & Edwall,"1891","10","26",Brazil,São Paulo,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,NA,US01932241,NA,NA,NA,US01932241_01 US01932241_02,"1585",NA,"21922",auto,NA,Solanales,South America - Neotropics,NA,Dicotyledonae,NA,NA,NA,NA,"1",NA,PERUÍBE,"3537602"
-46.6300010681152,-23.5400009155273,"1414",2020-09-12 05:00:02-03,US,US,"1617118",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A. St.-Hil.,NA,NA,NA,NA,F. C. Hoehne,"1931","9","23",Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,US01932232,"Parque do Estado, S. Paulo. Nº 78 planta viva.",NA,NA,US01932232_01 US01932232_02,s.n.,NA,"53584",auto,NA,Solanales,South America - Neotropics,NA,Dicotyledonae,NA,NA,NA,NA,"1",NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1438",2020-09-12 05:00:02-03,US,US,"1741127",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A. St.-Hil.,NA,NA,NA,NA,F. C. Hoehne,"1931","9","23",Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,US01932231,Jardim Botanico,NA,NA,US01932231_01 US01932231_02,"28274",NA,"53584",auto,NA,Solanales,South America - Neotropics,NA,Dicotyledonae,NA,NA,NA,NA,"1",NA,SÃO PAULO,"3550308"
-47.6699981689453,-23.2800006866455,"1470",2020-09-12 05:00:02-03,US,US,"1616883",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A. St.-Hil.,NA,NA,NA,NA,A. Loefgren,"1987","12","21",Brazil,São Paulo,Boituva,-47.6699981689453,-23.2800006866455,NA,NA,NA,US01932242,NA,NA,NA,US01932242_01 US01932242_02,"498",NA,"12811",auto,NA,Solanales,South America - Neotropics,NA,Dicotyledonae,NA,NA,NA,NA,"1",NA,BOITUVA,"3507001"
-46.6300010681152,-23.5400009155273,"1507",2019-11-13 11:32:14-03,USP,SPF,"112679",PreservedSpecimen,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,"Rossi, L",NA,NA,NA,"Rossi, L","1984","02","11",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00112679,Cidade Universitária Armando de Salles Oliveira,NA,NA,SPF00112679,"237",NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1508",2019-11-13 11:32:14-03,USP,SPF,"112616",PreservedSpecimen,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,"Rossi, L",NA,NA,NA,"Rossi, L","1984","02","11",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00112616,Cidade Universitária Armando de Salles Oliveira,NA,NA,SPF00112616,"237",NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7725,-23.663056,"1515",2019-11-13 11:32:18-03,USP,SPF,"140167",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Nee, M","2000",NA,NA,"Garcia, RJF","1992","10","09",Brasil,São Paulo,São Paulo,-46.7725,-23.663056,"-46.7725","-23.663056",NA,SPF00140167,Parque Santo Dias,NA,NA,SPF00140167,"202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.866667,-23.633333,"1521",2019-11-13 11:32:18-03,USP,SPF,"86395",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Nee, M","2000",NA,NA,"Custódio-Filho, A","1984","04","06",Brasil,São Paulo,Biritiba-Mirim,-45.866667,-23.633333,"-45.866667","-23.633333",NA,SPF00086395,Estação Biológica de Boracéia,"890","950",SPF00086395,"2361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-47.029556,-24.358028,"1524",2021-03-15 18:30:14-03,USP,SPF,"224891",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Almeida, RB","2019","02",NA,"Francisco, JNC","2015","01","05",Brasil,São Paulo,Peruíbe,-47.029556,-24.358028,"-47.029556","-24.358028",Floresta Ombrófila Densa.,SPF00224891,Guaraú. Beira da Cachoeira do Jorjão.,NA,NA,NA,"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.727778,-23.896111,"1529",2019-11-13 11:32:18-03,USP,SPF,"99692",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Giacomin, LL","2009","08",NA,"Garcia, RJF","1995","02","14",Brasil,São Paulo,São Paulo,-46.727778,-23.896111,"-46.727778","-23.896111",NA,SPF00099692,Parelheiros,NA,NA,SPF00099692,"555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.727778,-23.896111,"1530",2019-11-13 11:32:18-03,USP,SPF,"99699",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Giacomin, LL","2009","08",NA,"Godoy, SAP","1995","02","14",Brasil,São Paulo,São Paulo,-46.727778,-23.896111,"-46.727778","-23.896111",NA,SPF00099699,Parelheiros,NA,NA,SPF00099699,"376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.2200012207031,-23.6499996185303,"1550",2019-11-13 11:32:18-03,USP,SPF,"143563",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Mentz, LA","2000","02",NA,"Yano, T","1996","10","20",Brasil,São Paulo,Ibiúna,-47.2200012207031,-23.6499996185303,NA,NA,NA,SPF00143563,NA,NA,NA,SPF00143563,s.n.,NA,"43112",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-46.8800010681152,-23.1800003051758,"1551",2019-11-13 11:32:18-03,USP,SPF,"96598",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Stehmann, JR","1996","09",NA,"Bernacci, LC","1994","04","12",Brasil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,NA,SPF00096598,Estação Experimental do IAC,NA,NA,SPF00096598,"13",NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.5299987792969,-23.6599998474121,"1555",2019-11-13 11:32:18-03,USP,SPF,"143559",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Stehmann, JR","2000","02",NA,"Chiea, SAC","1991","04","04",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,SPF00143559,Paranapiacaba,NA,NA,SPF00143559,"613",NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"1556",2019-11-13 11:32:18-03,USP,SPF,"174155",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Giacomin, LL","2009","08",NA,"Franco, DG","2005","11",NA,Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,SPF00174155,Parque Natural Municipal Nascente de Paranapiacaba,NA,NA,SPF00174155,s.n.,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
