X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,continentOcean,preparationType,previousCatalogNumber,occurrenceRemarks,phylum,order,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,class,fieldNumber,individualCount,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.678408,-23.342508,"109",2019-12-12 15:31:46-03,UFABC,HUFABC,"002097",PreservedSpecimen,Plantae,Melastomataceae,Microlicia,isophylla,Microlicia isophylla,DC.,NA,NA,NA,NA,Keller V.C.,"2018","03","06",Brasil,São Paulo,Franco da Rocha,"Parque Estadual do Juquery, Setor A, próximo à torre de observação",-46.678408,-23.342508,"-46.678408","-23.342508",NA,NA,HUFABC002097,NA,"253",NA,NA,NA,"Sub-arbusto, flores róseas/lila",Angiospermas,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-47.2599983215332,-23.5300006866455,"302",2021-03-01 16:34:56-03,UNICAMP,UEC,"154946",S,Plantae,Melastomataceae,Microlicia,isophylla,Microlicia isophylla,A.DC.,"Versiane, AFA","2015","07","14","Amaral, MCE; Bittrich, V","2001","02","05",Brazil,São Paulo,Alumínio,"Chácara Sperancini. Antiga área da fazenda vale grande cerrado 9campo sujo), queimado durante o inverno.",-47.2599983215332,-23.5300006866455,NA,NA,NA,NA,UEC045446,UEC045446,"200108",NA,NA,NA,Subarbusto 30cm alt. Pétalas magenta escuras. 5 anteras arroxeadas de base amarela e 5 amarelas. Comum.,Magnoliopsida,NA,NA,NA,"9250",auto,NA,NA,NA,NA,ALUMÍNIO,"3501152"
-46.6300010681152,-23.5400009155273,"312",2020-02-10 17:54:59-03,UNICAMP,UEC,"105645",S,Plantae,Melastomataceae,Microlicia,isophylla,Microlicia isophylla,A.DC.,"Martins, E","1991","08",NA,"Hoehne, FC","1922","01","25",Brazil,São Paulo,São Paulo,Bairro Jabaquara.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,NA,"flor, Flor roxa-clara quase rósea. Campo. Ex. Secção de Botânica -Museu Paulista.",Magnoliopsida,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.696806,-23.353944,"365",2020-12-21 16:34:55-03,MBM,MBM,"428302",PreservedSpecimen,Plantae,Melastomataceae,Microlicia,isophylla,Microlicia isophylla,DC.,"Lozano, E.D.","2018",NA,NA,"Lozano, E.D.; Fernandes, U.G.; Souza-Buturi, F.O.; Ribeiro, W.; Fernandes, U.G.; Souza-Buturi, F.O.; Ribeiro, W.","2018","08","22",Brazil,São Paulo,Franco da Rocha,"Parque Estadual do Juquery, trilha para o Morro Ovo da Pata",-46.696806,-23.353944,"-46.696806","-23.353944",NA,NA,MBM428302,NA,"4256",Southern America,NA,NA,"Arbusto, 90 cm, flores lilases, em campo sujo.; Campo Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-45.986894,-23.243128,"669",2021-01-26 13:56:26-03,IMA,MAC,"23571",PreservedSpecimen,Plantae,Melastomataceae,Microlicia,isophylla,Microlicia isophylla,DC.,E.Martins,"1991","08",NA,J.Mattos,"1975","04","23",Brasil,São Paulo,Campos do Jordão,Parque Estadual.,-45.986894,-23.243128,"-45.986894","-23.243128",NA,NA,MAC0023571,MAC0023571,"15887",NA,NA,NA,"Touceira; Campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACAREÍ,"3524402"
-46.7400016784668,-23.3600006103516,"779",2019-11-13 11:25:47-03,USP,SPF,"11443",PreservedSpecimen,Plantae,Melastomataceae,Microlicia,isophylla,Microlicia isophylla,DC.,"Pacífico, RB","2018","06",NA,"Hoehne, W","1945","01","25",Brasil,São Paulo,Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,NA,NA,SPF00011443,NA,s.n.,NA,NA,NA,NA,NA,NA,NA,NA,"9448",auto,NA,NA,NA,NA,CAIEIRAS,"3509007"
-46.7200012207031,-23.3199996948242,"1078",2021-03-04 15:45:06-03,IF,SPSF,"27859",PreservedSpecimen,Plantae,Melastomataceae,Microlicia,isophylla,Microlicia isophylla,DC.,J.B.Baitello,"2003","04","11",J.B.Baitello,"2001","02","02",Brasil,SP,Franco da Rocha,P.E.Juqueri,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,NA,NA,"924",América do Sul,NA,NA,"COLETA: Herbácea; flores arroxeadas.; GEOGRAFIA: Campo Cerrado.;",Magnoliophyta,Myrtales,NA,NA,"12135",auto,Magnoliopsida,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.7200012207031,-23.3199996948242,"1079",2021-03-04 15:45:06-03,IF,SPSF,"31290",PreservedSpecimen,Plantae,Melastomataceae,Microlicia,isophylla,Microlicia isophylla,NA,J.B.Baitello,"2003","03","17",J.B.Baitello & F.S.Peres,"2003","03","17",Brasil,SP,Franco da Rocha,P.E.Juqueri,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,NA,NA,"1492",América do Sul,NA,NA,"COLETA: XLS: SPSFAntigo&nf;campo cerrado&nf;Subarbusto ou herbácea cespitosa, flores lilases e frutos.;",Magnoliophyta,Myrtales,NA,NA,"12135",auto,Magnoliopsida,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-45.95,-23.266667,"1081",2021-03-04 15:45:06-03,IF,SPSF,"47546",PreservedSpecimen,Plantae,Melastomataceae,Microlicia,isophylla,Microlicia isophylla,DC.,J.B.Baitello,"2013","12","04",T.E.Barreto,"2013","01","13",Brasil,SP,Campos do Jordão,PEMCJ,-45.95,-23.266667,NA,NA,NA,NA,NA,NA,"85",América do Sul,NA,NA,"COLETA: Erva com flores cor rosa maravilha.; GEOGRAFIA: Campo de altitude;",Magnoliophyta,Myrtales,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,JACAREÍ,"3524402"
-46.8800010681152,-23.1800003051758,"1271",2019-11-21 10:10:23-03,IBt,SP,"5961",S,Plantae,Melastomataceae,Microlicia,isophylla,Microlicia isophylla,DC.,"Martins, E","1991","08",NA,"Brade, AC","1915","04","04",Brasil,São Paulo,Jundiaí,NA,-46.8800010681152,-23.1800003051758,NA,NA,"900","900",NA,NA,"7449",NA,NA,NA,NA,NA,NA,NA,NA,"17840",auto,NA,NA,NA,NA,JUNDIAÍ,"3525904"
