X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,geoFlag,recordNumber,year,month,day,continentOcean,minimumElevationInMeters,maximumElevationInMeters,preparationType,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,relatedCatalogItem,infraspecificEpithet,typeStatus,fieldNumber,individualCount,previousCatalogNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.8800010681152,-23.1800003051758,"151",2019-08-20 10:01:02-03,UNICAMP,UEC,"115193",S,Plantae,Liliopsida,NA,NA,Orchidaceae,Zygopetalum,mackaii,Zygopetalum mackaii,Hook.,"Pansarin, ER",Brazil,São Paulo,Jundiaí,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",-46.8800010681152,-23.1800003051758,"17840",NA,auto,"721","2000","09","15",NA,NA,NA,NA,UEC001428,UEC001428,"Pansarin, ER","2004","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"152",2019-08-20 10:01:02-03,UNICAMP,UEC,"133863",S,Plantae,Liliopsida,NA,NA,Orchidaceae,Zygopetalum,mackaii,Zygopetalum mackaii,Hook.,"Pansarin, ER",Brazil,São Paulo,Jundiaí,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",-46.8800010681152,-23.1800003051758,"17840",NA,auto,"1127","2004","02","14",NA,NA,NA,NA,UEC001421,UEC001421,"Pansarin, ER","2004","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-45.8400001525879,-23.5300006866455,"562",2020-11-24 08:16:17-03,MCN-FZBRS,HAS,"82519",PreservedSpecimen,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Zygopetalum,mackaii,Zygopetalum mackaii,Hook.,"Mattos, J.",Brasil,São Paulo,Salesópolis,"Na Estação Biológica de Boraceia, perto das margens do Rio Coruja",-45.8400001525879,-23.5300006866455,"18032",Terrestre. Flores com sépalas e pétalas amarelo esverdeadas. Labelo branco com estrias roxo claras.,auto,"13474","1966","04",NA,NA,NA,NA,NA,HAS0082519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.5499992370605,-23.1100006103516,"564",2019-11-21 10:13:55-03,IBt,SP,"35310",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,brachypetalum,Zygopetalum brachypetalum,Lindl.,"Hoehne, FC",Brasil,São Paulo,Atibaia,Pedra Grande,-46.5499992370605,-23.1100006103516,"21675",NA,auto,s.n.,"1936","05","12",NA,NA,NA,NA,NA,NA,"Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.6300010681152,-23.5400009155273,"565",2019-11-21 10:13:55-03,IBt,SP,"41343",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,brachypetalum,Zygopetalum brachypetalum,Lindl.,"Pickel, B",Brasil,São Paulo,São Paulo,"Monte Jaraguá. No pico, na terra fresca",-46.6300010681152,-23.5400009155273,"53584",NA,auto,s.n.,"1939","07","10",NA,NA,NA,NA,NA,NA,"Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.316667,-23.783333,"571",2019-11-21 10:13:57-03,IBt,SP,"193236",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,"Toledo, CB; Custodio Filho, A",Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333,NA,"Flor com labelo pintada de roxo branca, pétalas verde pintada de marrom, polínia amarela, brácteas verdes",NA,"11","1983","07","28",NA,"750","900",NA,NA,NA,"Meneguzzo, TEC","2017",NA,NA,"-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.0299987792969,-23.5699996948242,"593",2019-11-21 10:13:57-03,IBt,SP,"204363",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,"Custodio Filho, A",Brasil,São Paulo,Biritiba-Mirim,Estação Biológica de Boracéia,-46.0299987792969,-23.5699996948242,"19656",NA,auto,"2423","1984","05","11",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BIRITIBA MIRIM,"3506607"
-46.0299987792969,-23.5699996948242,"594",2019-11-21 10:13:57-03,IBt,SP,"204354",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,"Custodio Filho, A",Brasil,São Paulo,Biritiba-Mirim,Estação Biológica de Boracéia,-46.0299987792969,-23.5699996948242,"19656",NA,auto,"2429","1984","05","11",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BIRITIBA MIRIM,"3506607"
-45.8400001525879,-23.5300006866455,"601",2019-11-21 10:13:57-03,IBt,SP,"155950",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,"Mattos, J",Brasil,São Paulo,Salesópolis,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,"18032",NA,auto,"13582","1966","04","27",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"602",2019-11-21 10:13:57-03,IBt,SP,"291281",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,"Shirasuna, RT; et al.",Brasil,São Paulo,Salesópolis,"Estação Biológica de Boracéia, Estrada para barragem da SABESP no rio Guaratuba",-45.8400001525879,-23.5300006866455,"18032",NA,auto,"29","1994","09","05",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.5299987792969,-23.6599998474121,"603",2019-11-21 10:13:57-03,IBt,SP,"2385",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,"Hoehne, FC",Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,"27258",Este exemplar esteve misturado com Zyg. crinitum Lodd. sob n° 2385-A,auto,s.n.,"1918","08","27",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"604",2019-11-21 10:13:57-03,IBt,SP,"93159",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,"Handro, O",Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, Estação Campo Grande linha São Paulo-Santos",-46.5299987792969,-23.6599998474121,"27258",Terrestre no campo,auto,"504","1955","07","21",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"605",2019-11-21 10:13:57-03,IBt,SP,"99314",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,"Handro, O",Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, Estação Campo Grande lvia férrea São Paulo-Santos",-46.5299987792969,-23.6599998474121,"27258",No campo graminoso formando touceiras grandes,auto,"1148","1966","07","12",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"606",2019-11-21 10:13:57-03,IBt,SP,"269978",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,"Kirizawa, M; Sugiyama, M",Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, Picada 1, voltada para Cubatão",-46.5299987792969,-23.6599998474121,"27258",NA,auto,"2923","1994","09","30",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.560001373291,-23.6900005340576,"607",2019-11-21 10:13:57-03,IBt,SP,"271991",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,"Ferreira, S",Brasil,São Paulo,São Bernardo do Campo,"Parque Caminhos do Mar, Calçada do Lorena",-46.560001373291,-23.6900005340576,"31119",NA,auto,s.n.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
-46.560001373291,-23.6900005340576,"608",2019-11-21 10:13:57-03,IBt,SP,"271112",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,"Marzola, ELC; Machado, S",Brasil,São Paulo,São Bernardo do Campo,"Parque Caminhos do Mar, Trecho anterior ao setor A da Calçada do Lorena",-46.560001373291,-23.6900005340576,"31119",NA,auto,"76","1994","09","26",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
-46.6300010681152,-23.5400009155273,"609",2019-11-21 10:13:57-03,IBt,SP,"175125",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,"Brolio, P; Dick, CH",Brasil,São Paulo,São Paulo,Km 42 da Estrada Velha de Santos. Cultivado em São Paulo fl. em 3-IX-1968,-46.6300010681152,-23.5400009155273,"53584",NA,auto,s.n.,"1967","08","15",NA,NA,NA,NA,NA,NA,"Meneguzzo, TEC","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
