X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,geoFlag,recordNumber,year,month,day,continentOcean,minimumElevationInMeters,maximumElevationInMeters,preparationType,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,relatedCatalogItem,infraspecificEpithet,typeStatus,fieldNumber,individualCount,previousCatalogNumber,sex,NM_MUNICIP,CD_GEOCMU
-45.8400001525879,-23.5300006866455,"57",2020-11-04 12:17:40-03,ESALQ,ESA,"69532",PreservedSpecimen,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Zygopetalum,mackayi,Zygopetalum mackayi,Hook.,"Forster, W.; Passold, A.J.; Matteo, B.C.; Silva, L.N.; Fonseca, M.G.; Giarola, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.",Brasil,São Paulo,Salesópolis,BLOQUEADO,-45.8400001525879,-23.5300006866455,"18032","Terrestre; sépalas e pétalas verdes densamente maculadas de marrom, coluna verde com estrias vináceas; labelo alvo com estrias róseo-violetas",auto,"543.0","2000","04","25",NA,"1150","1150",NA,ESA069532,ESA069532,"Forster, W.","2000","04","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.84,-23.53,"87",2015-07-02 14:03:31-03,JBP,HPL,"5908",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,brachypetalum,Zygopetalum brachypetalum,Lindl.,H. Lorenzi,Brasil,SP,Salesópolis,"Coletado na estrada da petrobrás seguindo em direção da serra, km 40.",-45.84,-23.53,"18032",NA,auto,"3227","2002","03","11",NA,NA,NA,NA,NA,NA,H. Lorenzi,"2002","03","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.883333,-23.183333,"97",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"610",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R. Pansarin,Brasil,São Paulo,Jundiaí,NA,-46.883333,-23.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.883333,-23.183333,"98",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"608",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R. Pansarin,Brasil,São Paulo,Jundiaí,NA,-46.883333,-23.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.883333,-23.183333,"99",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"609",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R. Pansarin,Brasil,São Paulo,Jundiaí,NA,-46.883333,-23.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.883333,-23.183333,"101",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"24",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R. Pansarin,Brasil,São Paulo,Jundiaí,NA,-46.883333,-23.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.883333,-23.183333,"102",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"27",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R. Pansarin,Brasil,São Paulo,Jundiaí,NA,-46.883333,-23.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.883333,-23.183333,"106",2016-07-05 11:14:21-03,FFCLRP,LBMBP,"607",S,Plantae,NA,NA,NA,Orchidaceae,Zygopetalum,maculatum,Zygopetalum maculatum,(Kunth) Garay,E.R. Pansarin,Brasil,São Paulo,Jundiaí,NA,-46.883333,-23.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.R. Pansarin,NA,NA,NA,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.5499992370605,-23.1100006103516,"149",2019-08-20 10:01:02-03,UNICAMP,UEC,"129086",S,Plantae,Liliopsida,NA,NA,Orchidaceae,Zygopetalum,mackaii,Zygopetalum mackaii,Hook.,"Pansarin, ER; Mickeliunas, L",Brazil,São Paulo,Atibaia,Pedra Grande,-46.5499992370605,-23.1100006103516,"21675",NA,auto,"970","2003","01","15",NA,NA,NA,NA,UEC001425,UEC001425,"Pansarin, ER","2003","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.5499992370605,-23.1100006103516,"150",2019-08-20 10:01:02-03,UNICAMP,UEC,"51379",S,Plantae,Liliopsida,NA,NA,Orchidaceae,Zygopetalum,mackaii,Zygopetalum mackaii,Hook.,"Bernacci, LC",Brazil,São Paulo,Atibaia,Parque Municipal da Grota Funda,-46.5499992370605,-23.1100006103516,"21675","Erva rupícola, tépalas verdes com manchas ferrugem, labelo branco com estrias azuladas.",auto,"21971","1989","07","15",NA,NA,NA,NA,UEC001422,UEC001422,"Santana, IC","1999","10","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
