X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,dayIdentified,class,typeStatus,relatedCatalogItem,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.88,-23.1803,"3",2021-03-15 16:37:00-03,NY,NYBG,"579657",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O.Berg) Nied.,L. R. Landrum,H. de F. Leitão Filho,"13143","1981","11","07",South America,Brazil,São Paulo,Jundiaí,Nativo em mata na Serra do Japi.,-46.88,-23.1803,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415284' target='other'> <mi>dwc_moreinfo</mi></a>,NY00579657,NY00579657_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-45.25,-23.416667,"8",2021-02-08 11:09:32-03,UNESP-IBB,BOTU,"25123",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O. Berg) Nied.,NA,"Pilla, M.A.C.","241","2004","10","10",NA,Brasil,São Paulo,Natividade da Serra,NA,-45.25,-23.416667,NA,NA,BOTU025123,NA,NA,NA,45°15'w,23°25's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.8800010681152,-23.1800003051758,"16",2020-11-04 11:14:22-03,ESALQ,ESA,"7206",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O. Berg) Nied.,"Kawasaki, M.L.","Morellato-Fonzar, L.P.C. ; Rodrigues, R.R.","16727.0","1984","11","19",NA,Brasil,São Paulo,Jundiaí,NA,-46.8800010681152,-23.1800003051758,NA,NA,ESA007206,ESA007206,NA,NA,NA,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-47.6300010681152,-24.3199996948242,"17",2020-11-04 11:14:22-03,ESALQ,ESA,"24186",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O. Berg) Nied.,"Kawasaki, M.L.","Barreto, K.D. et al.","3302.0","1994","11","30",NA,Brasil,São Paulo,Juquiá,NA,-47.6300010681152,-24.3199996948242,NA,NA,ESA024186,ESA024186,NA,NA,NA,NA,"32505",auto,NA,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-46.6300010681152,-23.5400009155273,"19",2020-11-04 11:14:22-03,ESALQ,ESA,"98549",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,NA,"Gissi, D.S.","Romão, G.O.","212.0","2000","09","20",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,ESA098549,ESA098549,"2011",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1300010681152,-23.5200004577637,"24",2020-11-04 11:14:22-03,ESALQ,ESA,"26948",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O. Berg) Nied.,"Mazine, F.F.","Cardoso-Leite, E. ; Oliveira, A.","260.0","1993","10","28",NA,Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,ESA026948,ESA026948,NA,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-47.35,-23.6333,"33",2018-03-08 09:18:16-03,ASU,ASU-PLANTS,NA,PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O. Berg) Nied.,"L.R. Landrum, 1983.",M. Kuhlman,s/n,"1936","10","27",NA,Brazil,Sao Paulo,Pirituba,None,-47.35,-23.6333,NA,Coor from www.fallingrain.com/world,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-46.883611,-23.648333,"42",2021-03-01 16:36:06-03,UNICAMP,UEC,"162774",S,Plantae,Magnoliopsida,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O.Berg) Nied.,"Franco, GADC","Ivanauskas, NM; Souza, FM; Polisel, RT; Santos, VS","6121","2005","12","14",NA,Brazil,São Paulo,Embu das Artes,"Almenat, fundo do hotel Remanescente de mata. (Datum Córrego Alegre, zona 23 K).",-46.883611,-23.648333,NA,Árvore de 7 m. Inicio de frutificação.,UEC038063,UEC038063,"2006","01","-46.883611","-23.648333",NA,NA,"01",NA,NA,NA,"885","885",NA,NA,EMBU DAS ARTES,"3515004"
-45.945278,-23.330333,"43",2021-03-01 16:36:06-03,UNICAMP,UEC,"160368",S,Plantae,Magnoliopsida,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O.Berg) Nied.,"Marchiori, NM","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","127","2011","01","05",NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.945278,-23.330333,NA,"Material vegetativo. Cerca de 9,5 m de altura e 1 indivíduo distribuído em 1 ha.; Floresta Ombrófila Densa Montana.",UEC039488,UEC039488,"2011","05","-45.945278","-23.330333",NA,NA,NA,NA,NA,NA,"999","999",NA,NA,JACAREÍ,"3524402"
-47.683333,-23.383333,"44",2021-03-01 16:36:06-03,UNICAMP,UEC,"105493",S,Plantae,Magnoliopsida,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O.Berg) Nied.,"Ibrahim, M","Tozzi, AMGA; Moreira, JLA; Santos, K; Filliettaz, AM; Mendonça Filho, CV; Galvão, JC","385","1998","12","04",NA,Brazil,São Paulo,Iperó,"Fazenda Ipanema, porteira da Fepasa.",-47.683333,-23.383333,NA,Árvore 4m alt.. Frutos imaturos verdes com lobos verdes.,NA,NA,"2010","03","-47.683333","-23.383333",NA,NA,NA,NA,NA,NA,"520","520",NA,NA,IPERÓ,"3521002"
