X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,preparationType,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,infraspecificEpithet,individualCount,fieldNumber,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.618358,-23.646109,"17",2021-03-15 16:37:00-03,NY,NYBG,"01023587",PreservedSpecimen,Plantae,Meliaceae,Trichilia,silvatica,Trichilia silvatica,C.DC.,F. C. Hoehne,NA,NA,NA,F. C. Hoehne,"27314","1932","01","14",Brazil,São Paulo,NA,Jardim Botanico.,-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1196381' target='other'> <mi>dwc_moreinfo</mi></a>,NY01023587,NY01023587_01,Magnoliophyta,Sapindales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"26",2021-03-15 16:37:00-03,NY,NYBG,"01023586",PreservedSpecimen,Plantae,Meliaceae,Trichilia,silvatica,Trichilia silvatica,C.DC.,F. C. Hoehne,NA,NA,NA,F. C. Hoehne,"27314","1932","01","14",Brazil,São Paulo,NA,Jardim Botanico.,-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1196378' target='other'> <mi>dwc_moreinfo</mi></a>,NY01023586,NY01023586_01,Magnoliophyta,Sapindales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7799987792969,-24.1800003051758,"57",2020-11-04 11:14:06-03,ESALQ,ESA,"75354",PreservedSpecimen,Plantae,Meliaceae,Trichilia,silvatica,Trichilia silvatica,C. DC.,"Mellado, B.F.",NA,NA,NA,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2304.0","2001","04","17",Brasil,São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4S; 46o49'27,9W. 30-180msm.",-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,"Arbusto, 2m alt.",ESA075354,ESA075354,Magnoliophyta,NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-47.1300010681152,-23.5200004577637,"72",2020-11-04 11:14:06-03,ESALQ,ESA,"26929",PreservedSpecimen,Plantae,Meliaceae,Trichilia,silvatica,Trichilia silvatica,C. DC.,"Souza, V.C.",NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","292.0","1993","07","21",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,ESA026929,ESA026929,Magnoliophyta,NA,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.6300010681152,-23.5400009155273,"110",2020-12-21 16:35:33-03,MBM,MBM,"85663",PreservedSpecimen,Plantae,Meliaceae,Trichilia,silvatica,Trichilia silvatica,C. DC.,"Pirani, J.R.",NA,NA,NA,"Hoehne, W.",s.n.,"1947","02","11",Brazil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,MBM085663,MBM085663,NA,NA,Southern America,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"111",2020-12-21 16:35:33-03,MBM,MBM,"215749",PreservedSpecimen,Plantae,Meliaceae,Trichilia,silvatica,Trichilia silvatica,C. DC.,"Pirani, J.R.",NA,NA,NA,"Hoehne, F.C.","76",NA,NA,NA,Brazil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,MBM215749,MBM215749,NA,NA,Southern America,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"112",2020-12-21 16:35:33-03,MBM,MBM,"199271",PreservedSpecimen,Plantae,Meliaceae,Trichilia,silvatica,Trichilia silvatica,C. DC.,"Pastore, J.A.",NA,NA,NA,"Pastore, J.A.; et al.; et al.","147",NA,NA,NA,Brazil,São Paulo,São Paulo,Serra da Cantareira,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,MBM199271,MBM199271,NA,NA,Southern America,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"242",2020-09-02 16:33:31-03,Cenargen,CEN,"29292",PreservedSpecimen,Plantae,Meliaceae,Trichilia,silvatica,Trichilia silvatica,C.DC.,J. R. Pirani,"1983","01",NA,Frederico Carlos Hoehne,NA,"1931","09","22",Brasil,SP,SAO PAULO,Nativa no Parque do Estado.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Doação do Instituto de Botânica - SP. São Paulo.,CEN00029292,CEN00029292,NA,NA,NA,Exsicatas,NA,"53584",auto,NA,NA,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.716944,-23.818611,"256",2019-11-13 11:26:15-03,USP,SPF,"94041",PreservedSpecimen,Plantae,Meliaceae,Trichilia,silvatica,Trichilia silvatica,C.DC.,"Pastore, JA","1995","06","16","Ávila, NS","390","1994","09","14",Brasil,São Paulo,São Paulo,NA,-46.716944,-23.818611,"-46.716944","-23.818611",NA,NA,NA,SPF00094041,SPF00094041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.716944,-23.818611,"257",2019-11-13 11:26:15-03,USP,SPF,"98572",PreservedSpecimen,Plantae,Meliaceae,Trichilia,silvatica,Trichilia silvatica,C.DC.,"Pastore, JA","1995","06","16","Ávila, NS","390","1994","09","14",Brasil,São Paulo,São Paulo,NA,-46.716944,-23.818611,"-46.716944","-23.818611",NA,NA,NA,SPF00098572,SPF00098572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
