X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,infraspecificEpithet,coordinatePrecision,geoFlag,yearIdentified,typeStatus,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-46.25,-23.25,"88",2021-03-01 16:37:01-03,UNICAMP,UEC,"115114",S,Plantae,Magnoliopsida,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,NA,"Leite, EC","581","1998","06","03",NA,Brazil,São Paulo,Jundiaí,Reserva Biológica Municipal da Serra do Jaí,-46.25,-23.25,NA,NA,NA,"7,5m",UEC110418,UEC110418,NA,NA,NA,NA,NA,"-46.25","-23.25",NA,NA,NA,NA,NA,NA,NA,SANTA ISABEL,"3546801"
-46.8800010681152,-23.1800003051758,"119",2021-03-01 16:37:01-03,UNICAMP,UEC,"381635",S,Plantae,Magnoliopsida,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,NA,"Fonzar, LPCM; Leitão Filho, HF","17680","1985","06","12",NA,Brazil,São Paulo,Jundiaí,"Serra do Japi, Mirante.",-46.8800010681152,-23.1800003051758,NA,NA,NA,"Arvoreta até 6m, flores brancas, folhas novas purpureas; Mata de altitude",UEC110411,UEC110411,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"120",2021-03-01 16:37:01-03,UNICAMP,UEC,"40353",S,Plantae,Magnoliopsida,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,NA,"Morellato, LPC; Rodrigues, RR","17845","1984","08","28",NA,Brazil,São Paulo,Jundiaí,"Serra do Japí, Mirante.",-46.8800010681152,-23.1800003051758,NA,NA,NA,"Árvore, 5m de altura, flores brancas",UEC110392,UEC110392,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.6300010681152,-23.5400009155273,"126",2020-12-04 13:19:31-03,UDESC,LUSC,"7124",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,F.F.Mazine & V.C.Souza,"F.T. Farah; et.al","2210","2001","04","13",NA,Brasil,São Paulo,São Paulo,"Parque estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu.",-46.6300010681152,-23.5400009155273,NA,NA,NA,Botões verdes,LUSC007618,LUSC007618,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"330",2020-09-02 16:34:09-03,Cenargen,CEN,"46394",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,NA,Luiz Emmygdio de Mello Filho,"2340","1966","07","29",NA,Brasil,SP,SAO PAULO,Caminho Ibiraci e Franca.,-46.6300010681152,-23.5400009155273,NA,NA,Exsicatas,"Mais ou menos 6 m. Estames brancos, pedúnculo verde. Coleta de A. Andrade nº 2243. Doação do Museu Nacional Rio de Janeiro - Cat. geral Nº 116.555.",CEN00046394,CEN00046394,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,SÃO PAULO,"3550308"
-46.8842,-23.1864,"393",2020-11-23 11:39:25-03,IAC,IAC,"55575",S,Plantae,NA,NA,Myrtaceae-2.Myrtoideae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,M.E.G. Sobral,F.F. d#?#Eça Neves,"1401","1999","07","31",NA,Brasil,São Paulo,Jundiaí,"Base de Estudo de Ecológia e Educação Ambiental Miguel Castarde, Serra do Japi",-46.8842,-23.1864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.8842","-23.1864",NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"441",2019-02-27 14:03:24-03,UFSJ,HUFSJ,"3653",S,Plantae,NA,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,"Sobral, M","Neves, FFd'E","1401","1999","07","31",NA,Brasil,São Paulo,Jundiaí,"Base de Estuo de Ecologia e Educação Ambiental Miguel Castarde, Serra do Japi.",-46.8800010681152,-23.1800003051758,NA,NA,NA,Árvore com cerca de 5m del altura.,HUFSJ003653,NA,NA,"17840",auto,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.716667,-23.016667,"474",2019-11-01 15:06:59-03,UnB,UB,"168037",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O. Berg,"Proença, CEB","Cerqueira, RM","169","2004","05","04",Southern America,Brasil,São Paulo,Itatiba,Mata do sítio Jatobá,-46.716667,-23.016667,"800","800",NA,Floresta estacional semidecídua montana,NA,NA,NA,NA,NA,NA,NA,"-46.716667","-23.016667",NA,NA,NA,NA,NA,NA,NA,JARINU,"3525201"
-46.716667,-23.016667,"475",2019-11-01 15:06:59-03,UnB,UB,"168036",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O. Berg,"Proença, CEB","Cerqueira, RM","786","2004","03","02",Southern America,Brasil,São Paulo,Itatiba,Mata do sítio Jatobá,-46.716667,-23.016667,"800","800",NA,Floresta estacional semidecídua Montana,NA,NA,NA,NA,NA,NA,NA,"-46.716667","-23.016667",NA,NA,NA,NA,NA,NA,NA,JARINU,"3525201"
-46.716667,-23.016667,"476",2019-11-01 15:06:59-03,UnB,UB,"168035",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O. Berg,"Proença, CEB","Cerqueira, RM","730","2003","12","11",Southern America,Brasil,São Paulo,Itatiba,Mata do sítio Jatobá,-46.716667,-23.016667,"800","800",NA,Floresta estacional semidecídua montana,NA,NA,NA,NA,NA,NA,NA,"-46.716667","-23.016667",NA,NA,NA,NA,NA,NA,NA,JARINU,"3525201"
-46.716667,-23.016667,"490",2019-11-01 15:06:59-03,UnB,UB,"168040",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O. Berg,"Proença, CEB","Cerqueira, RM","808","2004","03","02",Southern America,Brasil,São Paulo,Itatiba,Mata do sítio Jatobá,-46.716667,-23.016667,"800","800",NA,Floresta estacional semidecídua Montana,NA,NA,NA,NA,NA,NA,NA,"-46.716667","-23.016667",NA,NA,NA,NA,NA,NA,NA,JARINU,"3525201"
-46.716667,-23.016667,"525",2019-11-01 15:06:59-03,UnB,UB,"168039",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O. Berg,"Proença, CEB","Cerqueira, RM","340","2003","09","15",Southern America,Brasil,São Paulo,Itatiba,Mata do sítio Jatobá,-46.716667,-23.016667,"800","800",NA,Floresta estacional semidecídua Montana,NA,NA,NA,NA,NA,NA,NA,"-46.716667","-23.016667",NA,NA,NA,NA,NA,NA,NA,JARINU,"3525201"
