X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,imagecode,infraspecificEpithet,identifiedBy,stateProvince,county,decimalLongitude,decimalLatitude,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,dayIdentified,coordinatePrecision,geoFlag,fieldNumber,individualCount,class,relatedCatalogItem,sex,NM_MUNICIP,CD_GEOCMU
-46.511111,-22.8375,"9",2021-02-08 11:07:06-03,UNESP-IBB,BOTU,"26807",PreservedSpecimen,Plantae,Apocynaceae,Aspidosperma,riedelii,Aspidosperma riedelii,NA,"Santos, L.B.","195","2009","04","23",NA,Brasil,NA,NA,NA,NA,BOTU026807,NA,NA,Müll. Arg.,BOTU026807,NA,"Santos, L.B.",São Paulo,Botucatu,-46.511111,-22.8375,"2009","12",46°30'40''W,22°50'15''S,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,BRAGANÇA PAULISTA,"3507605"
-46.6300010681152,-23.5400009155273,"20",2019-07-26 11:39:22-03,IPA,IPA,"55144",S,Plantae,Apocynaceae,Aspidosperma,riedelii,Aspidosperma riedelii,NA,"Hoehne, W.","55144","1944","10","24",Southern America,Brasil,Parque do Estado de SP,NA,NA,NA,IPA0055144,Plantae,NA,Müll. Arg.,NA,NA,"Hoehne, W.",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"1944",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"22",2019-11-21 14:30:21-03,UFJF,CESJ,268a,PreservedSpecimen,Plantae,Apocynaceae,Aspidosperma,riedelii,Aspidosperma riedelii,NA,s.col.,268a,"1936","02","10",América do Sul,Brasil,Jardim Botânico de São Paulo,NA,NA,"Cultivado, procedente de Ipanema (SP).",CESJ00268A,Angiosperma,NA,Müll.Arg.,NA,NA,F.C. Favoreto,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"23",2020-03-02 19:19:13-03,UFJF,CESJ,"968",PreservedSpecimen,Plantae,Apocynaceae,Aspidosperma,riedelii,Aspidosperma riedelii,NA,L. Krieger,CESJ968,"1936","11","10",América do Sul,Brasil,Santo Amaro,NA,NA,Árvore.,CESJ000968,Angiosperma,NA,Müll.Arg.,CESJ000968,NA,F.C. Favoreto,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.6800003051758,-23.3500003814697,"31",2021-03-01 16:21:45-03,UNICAMP,UEC,"67623",S,Plantae,Apocynaceae,Aspidosperma,riedelli,Aspidosperma riedelli riedelli,NA,"Tamashiro, JY; Torres, RB; Marcondes-Ferreira, W; Monteiro, R","452","1994","08","06",NA,Brazil,Fazenda Ipanema,NA,NA,"arbusto de 1-2,5m, frutos maduros abertos, crescendo sobre pedras; crescendo sobre pedras",UEC109351,Magnoliopsida,NA,Müll.Arg.,UEC109351,riedelli,"Marcondes-Ferreira, W",São Paulo,Iperó,-47.6800003051758,-23.3500003814697,"2013","04",NA,NA,NA,NA,NA,"17831",auto,NA,NA,NA,NA,NA,IPERÓ,"3521002"
-46.6300010681152,-23.5400009155273,"32",2019-08-20 10:03:08-03,UNICAMP,UEC,"32803",S,Plantae,Apocynaceae,Aspidosperma,riedelli,Aspidosperma riedelli riedelli,NA,"Hoehne, W",s.n.,"1944","10","24",NA,Brazil,Paerque do Estado de Sào Paulo,NA,NA,estéril,UEC109348,Magnoliopsida,NA,Müll.Arg.,UEC109348,riedelli,"Marcondes-Ferreira, W",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"2015","05",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.6800003051758,-23.3500003814697,"36",2021-03-01 16:21:45-03,UNICAMP,UEC,"67623",S,Plantae,Apocynaceae,Aspidosperma,riedelli,Aspidosperma riedelli riedelli,NA,"Tamashiro, JY; Torres, RB; Marcondes-Ferreira, W; Monteiro, R","452","1994","08","06",NA,Brazil,Fazenda Ipanema,NA,NA,"arbusto de 1-2,5m, frutos maduros abertos, crescendo sobre pedras; crescendo sobre pedras",UEC109351,Magnoliopsida,NA,Müll.Arg.,UEC109351,riedelli,"Marcondes-Ferreira, W",São Paulo,Iperó,-47.6800003051758,-23.3500003814697,"2013","04",NA,NA,NA,NA,NA,"17831",auto,NA,NA,NA,NA,NA,IPERÓ,"3521002"
-46.6300010681152,-23.5400009155273,"37",2019-08-20 10:03:08-03,UNICAMP,UEC,"32803",S,Plantae,Apocynaceae,Aspidosperma,riedelli,Aspidosperma riedelli riedelli,NA,"Hoehne, W",s.n.,"1944","10","24",NA,Brazil,Paerque do Estado de Sào Paulo,NA,NA,estéril,UEC109348,Magnoliopsida,NA,Müll.Arg.,UEC109348,riedelli,"Marcondes-Ferreira, W",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"2015","05",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.511111,-22.8375,"99",2020-12-11 11:31:42-03,UFMG,BHCB,"154407",PreservedSpecimen,Plantae,Apocynaceae,Aspidosperma,riedelii,Aspidosperma riedelii,NA,"Santos, LB; Ferreira, FLS","195","2009","04","23",Southern America,Brasil,"Parque Ecológico da Pavuna, Da sede até a trilha da esquerda na entrada das cachoeiras, depois a esquerda na bifurcação até cachoeira final.",NA,NA,"Árvore, 4m. Com látex, folhas cartáceas, frutos imaturos verdes, pedicelados.; Mata Atlântica. Floresta Estacional Semidecídua.",NA,Dicotyledon,NA,Müll.Arg.,NA,NA,NA,São Paulo,Botucatu,-46.511111,-22.8375,"2009","12","-46.511111","-22.8375","750","750",NA,NA,NA,NA,NA,NA,NA,NA,BRAGANÇA PAULISTA,"3507605"
-46.511111,-22.8375,"107",2020-06-15 15:28:24-03,UNESP-RC,HRCB,"51120",PreservedSpecimen,Plantae,Apocynaceae,Aspidosperma,riedelii,Aspidosperma riedelii,NA,"Santos, L.B.","195","2009","04","23",NA,Brasil,Parque Ecológico da Pavuna,NA,NA,"Árvore, 4m, com látex, folhas cartáceas, frutos imaturos verdes, lenticelados.",NA,NA,NA,Müll. Arg.,NA,NA,"Santos, L.B.",São Paulo,Botucatu,-46.511111,-22.8375,"2009","12",46º30'40W,22º50'15S,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,BRAGANÇA PAULISTA,"3507605"
