X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,individualCount,occurrenceRemarks,geoFlag,continentOcean,preparationType,barcode,imagecode,typeStatus,dayIdentified,class,previousCatalogNumber,fieldNumber,infraspecificEpithet,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"66",2020-11-04 11:19:54-03,ESALQ,ESA,"52180",PreservedSpecimen,Plantae,Magnoliophyta,NA,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,NA,NA,NA,"Lima, R.A.F.","520.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,"34059","400","400",NA,NA,auto,NA,NA,ESA052180,ESA052180,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-48,-24.416667,"84",2021-03-01 16:41:30-03,UNICAMP,UEC,"43871",S,Plantae,Magnoliopsida,NA,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,"Stehmann, JR","1994","12","Ratter, JA; Argent, GCG; Shepherd, GJ; Tamashiro, JY","4983","1983","11","24",Brazil,São Paulo,Carlos Botelho,"Reserva de Carlos Botelho, nr Sete Barras.",-48,-24.416667,"-48","-24.416667",NA,NA,NA,NA,"Small spreading shrub, 80cm tall. Exterior of petals waxy blue-violet, inside pale with green venation. Anthers blue-violet. Flowers with an extremely strong smell like Cyphomandra fruits.; In Atlantic rain forest.",NA,NA,NA,UEC033563,UEC033563,NA,"13",NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.8800010681152,-23.1800003051758,"90",2019-08-20 10:26:30-03,UNICAMP,UEC,"69834",S,Plantae,Magnoliopsida,NA,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,"Stehmann, JR","1994","12","Vasconcellos-Neto, J","31531","1991","11",NA,Brazil,São Paulo,Jundiaí,Serra do Japí.,-46.8800010681152,-23.1800003051758,NA,NA,"17840",NA,NA,NA,NA,auto,NA,NA,UEC033566,UEC033566,NA,"13",NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.6300010681152,-23.5400009155273,"178",2020-12-11 11:42:17-03,UFMG,BHCB,"36827",PreservedSpecimen,Plantae,Dicotyledon,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,NA,NA,NA,"Hoehne, W",s.n.,NA,NA,NA,Brasil,São Paulo,São Paulo,Alto da Lapa,-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,NA,NA,auto,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.560001373291,-23.6900005340576,"181",2020-12-11 11:42:17-03,UFMG,BHCB,"143074",PreservedSpecimen,Plantae,Dicotyledon,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,NA,NA,NA,"Shirasuna, RT; Cachenco, MV","1845","2008","11","10",Brasil,São Paulo,São Bernardo do Campo,"Mata do Chinês, Rodoanel, trecho sul, lote 3.",-46.560001373291,-23.6900005340576,NA,NA,"31119",NA,NA,NA,"Subarbusto ca. 2,5m alt., flores lilás-esverdeado.",auto,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
-46.6300010681152,-23.5400009155273,"185",2020-12-11 11:42:17-03,UFMG,BHCB,"143046",PreservedSpecimen,Plantae,Dicotyledon,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,NA,NA,NA,"Shirasuna, RT; Queiroz, RT","442","2007","10","10",Brasil,São Paulo,São Paulo,"Rodoanel trecho sul, lote 4, Parelheiros",-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,NA,"Arbusto ca. 2,5m alt., botões jovens roxo-esverdeados; Arbusto ca. 2,5 m altura, botões jovens roxo-esverdeados.",auto,Southern America,NA,BHCB006123,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"242",2020-09-12 05:00:02-03,US,US,"1616707",PreservedSpecimen,Plantae,NA,Solanales,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,NA,NA,NA,F. C. Hoehne,s.n.,"1918","12","21",Brazil,São Paulo,São Paulo,Caix d´Agua do Araça,-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,"1",NA,auto,South America - Neotropics,NA,US01935942,US01935942_01 US01935942_02,NA,NA,Dicotyledonae,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"254",2020-09-12 05:00:02-03,US,US,"1617132",PreservedSpecimen,Plantae,NA,Solanales,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,NA,NA,NA,O. Handro,s.n.,"1932","11","23",Brazil,São Paulo,São Paulo,Jardim Botânico de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,"1",NA,auto,South America - Neotropics,NA,US01935939,US01935939_01 US01935939_02,NA,NA,Dicotyledonae,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"260",2019-11-13 11:32:08-03,USP,SPF,"10689",PreservedSpecimen,Plantae,NA,NA,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,"Stehmann, JR","1996","09","Hoehne, W",s.n.,"1939","12","21",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,NA,NA,auto,NA,NA,SPF00010689,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"261",2019-11-13 11:32:08-03,USP,SPF,"11665",PreservedSpecimen,Plantae,NA,NA,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,"Stehmann, JR","1996","09","Hoehne, W",s.n.,"1946","11","29",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,NA,NA,auto,NA,NA,SPF00011665,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"288",2020-07-23 12:23:07-03,CEPLAC,CEPEC,"105046",PreservedSpecimen,Plantae,NA,NA,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,NA,Sem Informação,NA,NA,"Handro, O.",NA,"1932","11","23",Brasil,São Paulo,SÃO PAULO,NA,-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.925833,-24.387778,"316",2021-03-04 15:46:47-03,IF,SPSF,"47054",PreservedSpecimen,Plantae,Magnoliophyta,Solanales,Solanaceae,Solanum,melissarum,Solanum melissarum,NA,NA,NA,NA,V.C.Souza & A.R.Duarte & J.G.Rando & M.P.Ferreira,"30335",NA,NA,NA,Brasil,SP,Sete Barras,Parque Estadual Carlos Botelho - Núcleo Sete Barras,-47.925833,-24.387778,NA,NA,NA,NA,NA,NA,"COLETA: (Parcela PECB - Outra numeração 104); GEOGRAFIA: Floresta Ombrófila Densa Submontana.;",NA,América do Sul,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SETE BARRAS,"3551801"
