X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,phylum,order,infraspecificEpithet,typeStatus,recordNumber,continentOcean,preparationType,occurrenceRemarks,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,individualCount,eventTime,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.15,-23.2003,"31",2021-03-15 16:37:00-03,NY,NYBG,"616780",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,M. Sobral,NA,NA,NA,J. Mattos,"1964","12","13",Brazil,São Paulo,Igaratá,Perto do Km 71 da Rodovia Santa Izabel - Igaratá,-46.15,-23.2003,NA,NA,NY00616780,NY00616780_01,Magnoliophyta,Myrtales,NA,NA,"12164",South America,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532086' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IGARATÁ,"3520202"
-46.724373,-23.565521,"34",2021-03-15 16:37:00-03,NY,NYBG,"616791",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,M. Sobral,NA,NA,NA,O. Handro,"1933","02","07",Brazil,São Paulo,Sao Paulo,Butantan,-46.724373,-23.565521,NA,NA,NY00616791,NY00616791_01,Magnoliophyta,Myrtales,NA,NA,s.n.,South America,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532088' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.1883010864258,-23.5228004455566,"145",2021-03-31 13:40:33-03,MN,R,"9145",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O. Berg,"Sobral, M.","1986","04",NA,"Glaziou, A.F.M.","1889","04","20",Brasil,São Paulo,Mogi das Cruzes,NA,-46.1883010864258,-23.5228004455566,NA,NA,R000009145,R000009145_001,NA,NA,NA,NA,"17667",NA,NA,Plantas do Brasil Central,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.5299987792969,-23.6599998474121,"590",2020-09-12 05:00:02-03,US,US,"2579864",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O. Berg,NA,NA,NA,NA,J. Mattos,"1964","3","5",Brazil,São Paulo,Santo André,Estação Biológica,-46.5299987792969,-23.6599998474121,NA,NA,US01902552,US01902552_01 US01902552_02,NA,Myrtales,NA,NA,"11458",South America - Neotropics,NA,NA,NA,NA,"27258",auto,Dicotyledonae,NA,NA,"1",NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"607",2020-09-02 16:34:05-03,Cenargen,CEN,"55561",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,J. Mattos,"1964","03",NA,João Mattos,"1961","04","18",Brasil,SP,SAO PAULO,Cultivada no Jardim Botânico de São Paulo.,-46.6300010681152,-23.5400009155273,NA,NA,CEN00055561,CEN00055561,NA,NA,NA,NA,"8892",NA,Exsicatas,"Arbusto 2 m alt., flores brancas. Doação do Instituto de Botânica - SP. São Paulo.",NA,NA,"53584",auto,NA,NA,NA,"1",NA,NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.6599998474121,"630",2019-11-13 11:27:20-03,USP,SPF,"67299",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Kawasaki, ML","1998",NA,NA,"Mattos, J","1964","03","05",Brasil,São Paulo,Santo André,Reserva Biológica Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,SPF00067299,NA,NA,NA,NA,NA,"11458",NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"631",2021-03-15 18:29:03-03,USP,SPF,"71611",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Sobral, M","1992",NA,NA,"Handro, O","1933","02","07",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SPF00071611,NA,NA,NA,NA,NA,s.n.,NA,NA,"Árvore pequena, flores alvas.",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"632",2021-03-15 18:29:03-03,USP,SPF,"85726",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Mattos, J","1961",NA,NA,Sem coletor,NA,NA,NA,Brasil,São Paulo,São Paulo,Jardim Botânico de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,SPF00085726,NA,NA,NA,NA,NA,s.n.,NA,NA,"Cambuí, cultivado.",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"633",2019-11-13 11:27:20-03,USP,SPF,"165044",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Kawasaki, ML","1996",NA,NA,"Garcia, RJF","1996","01","17",Brasil,São Paulo,São Paulo,Marsilac,-46.6300010681152,-23.5400009155273,NA,NA,SPF00165044,NA,NA,NA,NA,NA,"745",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.974722,-23.576389,"697",2013-02-07 10:19:03-02,UMC,HUMC,"2654",S,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,O. Berg,NA,NA,NA,NA,"Sakagushi, R.T.","2003","04","29",Brazil,NA,NA,Mata Atlântica ciliar,-45.974722,-23.576389,45W58'29,23S34'35,NA,NA,NA,NA,NA,NA,"22",Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BIRITIBA MIRIM,"3506607"
