X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,coordinatePrecision,preparationType,geoFlag,typeStatus,class,eventTime,fieldNumber,individualCount,relatedCatalogItem,minimumDepthInMeters,maximumDepthInMeters,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"4",2021-03-15 16:37:00-03,NY,NYBG,"03166904",PreservedSpecimen,Plantae,Melastomataceae,Leandra,brackenridgei,Leandra brackenridgei,(A.Gray) Cogn.,NA,NA,NA,NA,M. Reginato,"1317","2012","02","14",Brazil,São Paulo,São Paulo,"P.E. da Serra do Mar, Núcleo Curucutu, estrada para o parque",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3432209' target='other'> <mi>dwc_moreinfo</mi></a>,NY03166904,NA,Magnoliophyta,Myrtales,South America,"53584",sheet,auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"5",2021-03-15 16:37:00-03,NY,NYBG,"02499168",PreservedSpecimen,Plantae,Melastomataceae,Leandra,brackenridgei,Leandra brackenridgei,(A.Gray) Cogn.,M. Reginato,NA,NA,NA,M. Reginato,"1317","2012","02","14",Brazil,São Paulo,São Paulo,"P.E. da Serra do Mar, Núcleo Curucutu, estrada para o parque",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085128' target='other'> <mi>dwc_moreinfo</mi></a>,NY02499168,NY02499168_01,Magnoliophyta,Myrtales,South America,"53584",sheet,auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.3,-23.75,"8",2021-03-15 16:37:00-03,NY,NYBG,"520495",PreservedSpecimen,Plantae,Melastomataceae,Leandra,pilonensis,Leandra pilonensis,Wurdack,J. J. Wurdack,NA,NA,NA,B. Maguire,"44564","1959","12","06",Brazil,São Paulo,Sao Paulo,Biological Station (Sao Paulo) at Paranapiacaba,-46.3,-23.75,NA,NA,"792","853",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=282364' target='other'> <mi>dwc_moreinfo</mi></a>,NY00520495,NY00520495_01,Magnoliophyta,Myrtales,South America,NA,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.9900016784668,-24.3199996948242,"27",2021-03-01 16:34:11-03,UNICAMP,UEC,"35092",S,Plantae,Melastomataceae,Leandra,brackenridgei,Leandra brackenridgei,Cogn.,"Souza, MLDR","2005",NA,NA,"Figueiredo, N; Rocha, DS","15608","1983","11","06",Brazil,São Paulo,Peruíbe,Esração ecológica de Juréia.,-46.9900016784668,-24.3199996948242,NA,NA,"460","460","Arvoreta de 2m de alt., flores brancas.",UEC022694,UEC022694,Magnoliopsida,NA,NA,"21922",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.6300010681152,-23.5400009155273,"65",2021-02-11 17:19:42-03,UFPR,UPCB,"80923",PreservedSpecimen,Plantae,Melastomataceae,Leandra,brackenridgei,Leandra brackenridgei,(A.Gray) Cogn.,"Barretto, E. H. P.","2014","03",NA,"Garcia, R.J.F.","3762","2014","02","25",Brasil,São Paulo,São Paulo,Faz. Nossa Senhora da Piedade. Mata secundária inicial.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Arvoreta, 3m alt., frutos verdes. Vistoria conjunta com DEPAVE-2 e DEPAVE-3..",UPCB0023346,UPCB0023346,NA,NA,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"67",2021-02-11 17:19:42-03,UFPR,UPCB,"72924",PreservedSpecimen,Plantae,Melastomataceae,Leandra,brackenridgei,Leandra brackenridgei,(A.Gray) Cogn.,"Reginato, M.","2012","03","01","Reginato, M.","1317","2012","02","14",Brasil,São Paulo,São Paulo,"P.E. da Serra do Mar, Núcleo Curucutu, estrada para o parque",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Arvoreta 3m, frutos jovens verdes, borda da mata..",UPCB0013289,UPCB0013289,NA,NA,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"73",2021-02-08 13:25:35-03,UFBA-IMS,HVC,"5236",PreservedSpecimen,Plantae,Melastomataceae,Leandra,brackenridgei,Leandra brackenridgei,(A.Gray) Cogn.,E.H.P. Barretto,NA,NA,NA,"R.J.F. Garcia; E.H.P. Barretto, F.F. Pascalicchio, H.B.Z. Souza","3762","2014","02","25",Brasil,São Paulo,São Paulo,Faz. Nossa Senhora da Piedade.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Fruto verdes, Vistoria conjunta com DEPAVE-2 e DEPAVE-3; UTM 23K X=333910 Y=7354413, 747m.s.m. Mata secundária inicial",HVC00005236,NA,NA,NA,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.6599998474121,"81",2020-09-12 05:00:02-03,US,US,"2444805",PreservedSpecimen,Plantae,Melastomataceae,Leandra,pilonensis,Leandra pilonensis,Wurdack,NA,NA,NA,NA,B. Maguire & C. K. Maguire,"44564","1959","12","6",Brazil,São Paulo,Santo André,Biological Station,-46.5299987792969,-23.6599998474121,NA,NA,"792","853",NA,US01902173,US01902173_01 US01902173_02,NA,Myrtales,South America - Neotropics,"27258",NA,auto,NA,Dicotyledonae,NA,NA,"1",NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.945556,-23.825556,"97",2019-05-06 11:59:27-03,UFU,HUFU,"59490",S,Plantae,Melastomataceae,Leandra,pilonensis,Leandra pilonensis,Wurdack,"Romero, R.","2011","04",NA,"Lombardi, J.A.; Saka, M.N. & Santos, L.B.","7855","2010","09","29",Brasil,São Paulo,São Lourenço da Serra,"RPPN Paiol Maria, Trilha das Canelas.",-46.945556,-23.825556,"-46.945556","-23.825556",NA,NA,"Arbusto, ca. 1 m alt. Folhas papiráceas, botões verdes.; Interior de Mata Atlântica Secundária.",HUFU00061401,HUFU00061401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO LOURENÇO DA SERRA,"3549953"
-47.2200012207031,-23.6499996185303,"112",2021-03-04 15:44:57-03,IF,SPSF,"44163",PreservedSpecimen,Plantae,Melastomataceae,Leandra,brackenridgei,Leandra brackenridgei,((A.Gray)) (Cogn.),M. Reginato,"2014","02","13",R.A.F.Lima & A.G.Aguirre,"827","2008","10","23",Brasil,SP,Ibiúna,"Parque Estadual de Jurupará, Base Fumaça",-47.2200012207031,-23.6499996185303,NA,NA,NA,NA,"GEOGRAFIA: Trilha da Grota do Tamanduá.&nf;Floresta Ombrófila Densa Montana.;",NA,NA,Magnoliophyta,Myrtales,América do Sul,"43112",NA,auto,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
