X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,stateProvince,county,locality,decimalLongitude,decimalLatitude,imagecode,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,class,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,yearIdentified,individualCount,monthIdentified,fieldNumber,dayIdentified,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.618358,-23.646109,"3",2021-03-15 16:37:00-03,NY,NYBG,"590491",PreservedSpecimen,Plantae,Loganiaceae,Strychnos,nigricans,Strychnos nigricans,M. Kuhlmann,"2728",NA,NA,NA,South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=494251' target='other'> <mi>dwc_moreinfo</mi></a>,NY00590491,Magnoliophyta,Gentianales,Progel,São Paulo,Sao Paulo,Jardim Botânico,-46.618358,-23.646109,NY00590491_01 NY00590491_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"18",2021-03-15 16:37:00-03,NY,NYBG,"590490",PreservedSpecimen,Plantae,Loganiaceae,Strychnos,nigricans,Strychnos nigricans,M. Kuhlmann,"2728","1951","11","05",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=494248' target='other'> <mi>dwc_moreinfo</mi></a>,NY00590490,Magnoliophyta,Gentianales,Progel,São Paulo,Sao Paulo,Jardim Botânico,-46.618358,-23.646109,NY00590490_01 NY00590490_02,B. A. Krukoff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"19",2021-03-15 16:37:00-03,NY,NYBG,"886351",PreservedSpecimen,Plantae,Loganiaceae,Strychnos,nigricans,Strychnos nigricans,M. Kuhlmann,"2292",NA,NA,NA,South America,Brazil,separate fruit,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022476' target='other'> <mi>dwc_moreinfo</mi></a>,NY00886351,Magnoliophyta,Gentianales,Progel,São Paulo,NA,Jardim Botânico.,-46.618358,-23.646109,NY00886351_01 NY00886351_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"26",2019-11-21 14:38:24-03,UFJF,CESJ,"362",PreservedSpecimen,Plantae,Loganiaceae,Strychnos,nigricans,Strychnos nigricans,L. Krieger,CESJ362,"1942","11","08",América do Sul,Brasil,NA,NA,"Cipó arborescente, espinhoso, flores esvedeadas.",CESJ000362,Angiosperma,NA,Progel,São Paulo,São Paulo,Santo Amaro,-46.6300010681152,-23.5400009155273,NA,D. Zappi,NA,NA,NA,NA,NA,"53584",auto,"2016",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"53",2019-11-13 11:23:45-03,USP,SPF,"83460",PreservedSpecimen,Plantae,Loganiaceae,Strychnos,nigricans,Strychnos nigricans,"Kuhlmann, M","2608","1950","11","10",NA,Brasil,NA,NA,NA,SPF00083460,NA,NA,Progel,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,SPF00083460,"Krukoff, BA",NA,NA,NA,NA,NA,"53584",auto,"1967",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6361,-23.5475,"68",2019-01-25 15:35:14-02,IAC,IAC,"33248",S,Plantae,Loganiaceae,Strychnos,nigricans,Strychnos nigricans,M. Kuhlmann,"2728","1951","11","05",NA,Brasil,NA,NA,NA,NA,NA,NA,Progel,São Paulo,São Paulo,Jardim Botânico,-46.6361,-23.5475,NA,B.A. Krukoff,NA,NA,NA,"-46.6361","-23.5475",NA,NA,"1967",NA,"04",NA,"05",NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"73",2020-08-20 14:56:24-03,UFSC,FLOR,"36179",PreservedSpecimen,Plantae,Loganiaceae,Strychnos,nigricans,Strychnos nigricans,"Kuhlmann, M.","2728","1951","11","20",NA,Brasil,NA,NA,Sobre árvores altas da mata. Floração em novembro,FLOR0036179,NA,Gentianales,Progel,São Paulo,São Paulo,Jardim Botânico.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"78",2020-12-10 11:27:37-03,IBt,SP,"398195",S,Plantae,Loganiaceae,Strychnos,nigricans,Strychnos nigricans,"Villagra, BLP","238","2006","10","14",NA,Brasil,NA,NA,NA,NA,NA,NA,Progel,São Paulo,São Paulo,Instituto de Botânica,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"79",2019-11-21 10:07:42-03,IBt,SP,"20605",S,Plantae,Loganiaceae,Strychnos,nigricans,Strychnos nigricans,"Kuhlmann, M","2608","1950","11","10",NA,Brasil,NA,NA,NA,NA,NA,NA,Progel,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,"Guimarães, EF; Manoel, EA",NA,NA,NA,NA,NA,"53584",auto,"2008",NA,"10",NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"80",2019-11-21 10:07:42-03,IBt,SP,"20122",S,Plantae,Loganiaceae,Strychnos,nigricans,Strychnos nigricans,"Kuhlmann, M","2292","1950","01","26",NA,Brasil,NA,NA,NA,NA,NA,NA,Progel,São Paulo,São Paulo,"Jardim Botânico, Nativa no Jardim",-46.6300010681152,-23.5400009155273,NA,"Guimarães, EF; Manoel, EA",NA,NA,NA,NA,NA,"53584",auto,"2008",NA,"10",NA,NA,NA,SÃO PAULO,"3550308"
