X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,identifiedBy,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,coordinatePrecision,geoFlag,class,monthIdentified,dayIdentified,fieldNumber,individualCount,typeStatus,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.63,-23.5403,"4",2021-03-15 16:37:00-03,NY,NYBG,"885363",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,S. Tsugaru,B-2111,"1987","11","17",South America,Brazil,São Paulo,São Paulo,"Rua Fernando Pessoa, Jandira, São Paulo. Cultivated in the precint of Oomoto Hakkoen.",-46.63,-23.5403,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989186' target='other'> <mi>dwc_moreinfo</mi></a>,NY00885363,NY00885363_01,"750",C. E. B. Proença,"750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.8800010681152,-23.1700000762939,"20",2020-12-20 21:18:40-03,UFV,VIC,17768A,PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Brune, W.",s.n.,"2001","03","30",NA,Brasil,São Paulo,São José dos Campos,Flora da Reserva Florestal da Boa Vista,-45.8800010681152,-23.1700000762939,NA,"Árvore de fruto comestivel innatura,, de cor laranja quando maduro, cerca de 6 cm, de diâmetro",VIC17768A,NA,NA,NA,NA,NA,NA,NA,"39297",auto,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.9900016784668,-24.3199996948242,"98",2021-02-08 12:44:16-03,UFRGS,ICN,"090702",S,Plantae,Dicotyledon,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Sobral, M; Attili, D","6627",NA,NA,NA,América do Sul,Brasil,SP,Peruíbe,Parque Estadual da Juréia,-46.9900016784668,-24.3199996948242,NA,"Árvore de 20m em interior de mata, estéril; Região de Mata Atlântica",NA,NA,NA,"Sobral, M",NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-47.4599990844727,-24.2800006866455,"106",2020-08-26 10:50:14-03,MCN-FZBRS,HAS,"75826",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Mattos, J.",s.n.,"1966","08",NA,NA,Brasil,São Paulo,Miracatú,Perto de Pedro Barros,-47.4599990844727,-24.2800006866455,NA,"na mata virgem; árvore com cerca de 12 m de altura, estéril.",HAS0075826,NA,NA,"Grings, M.",NA,NA,NA,"2011","43974",auto,NA,"07","26",NA,NA,NA,NA,MIRACATU,"3529906"
-46.705389,-23.435889,"109",2019-11-21 10:12:34-03,IBt,SP,"487838",S,Plantae,NA,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Shirasuna, RT","3237","2014","02","12",NA,Brasil,São Paulo,Guarulhos,"Vitória régia, lote 1",-46.705389,-23.435889,NA,NA,NA,NA,"885","Shirasuna, RT","885","-46.705389","-23.435889","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"112",2019-11-21 10:12:34-03,IBt,SP,"339668",S,Plantae,NA,NA,Myrtaceae,Plinia,edulis,Plinia edulis,(Vell.) Sobral,"Hashimoto, G","17139","1987","12","28",NA,Brasil,São Paulo,São Paulo,Parque Ibirapuera.,-46.6300010681152,-23.5400009155273,NA,"Árvore 10m alt., flores brancas (nº 305).",NA,NA,NA,"Kawasaki, ML",NA,NA,NA,"2000","53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
