X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,phylum,class,order,recordNumber,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,geoFlag,imagecode,relationshipType,relatedCatalogItem,continentOcean,fieldNumber,preparationType,typeStatus,individualCount,previousCatalogNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"23",2019-11-21 14:41:11-03,UFJF,CESJ,"140",PreservedSpecimen,Plantae,Orchidaceae,Sauroglossum,elatum,Sauroglossum elatum,Lindl.,C.R. Buzzatto,"2014","03",NA,L. Roth,"1942","08","22",Brasil,São Paulo,São Paulo,Santo Amaro,-46.6300010681152,-23.5400009155273,NA,NA,Terrestre. Flores branco esverdeadas.,CESJ000140,Angiosperma,NA,NA,s.n.,"53584",NA,NA,auto,NA,NA,NA,América do Sul,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5499992370605,-23.1100006103516,"29",2019-08-20 10:01:02-03,UNICAMP,UEC,"139204",S,Plantae,Orchidaceae,Sauroglossum,elatum,Sauroglossum elatum,Lindl.,"Singer, RB",NA,NA,NA,"Singer, RB","1997","06","11",Brazil,São Paulo,Atibaia,Parque Estadual da Grota Funda,-46.5499992370605,-23.1100006103516,NA,NA,Cultivada. Prensada em 18.VII.97.,UEC027067,Liliopsida,NA,NA,97/57,"21675",NA,NA,auto,UEC027067,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.8800010681152,-23.1800003051758,"33",2019-08-20 10:01:02-03,UNICAMP,UEC,"139213",S,Plantae,Orchidaceae,Sauroglossum,elatum,Sauroglossum elatum,Lindl.,"Singer, RB",NA,NA,NA,"Singer, RB","1997","09","02",Brazil,São Paulo,Jundiaí,Serra do Japí,-46.8800010681152,-23.1800003051758,NA,NA,NA,UEC027077,Liliopsida,NA,NA,97/76,"17840",NA,NA,auto,UEC027077,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.5299987792969,-23.6599998474121,"34",2019-08-20 10:01:02-03,UNICAMP,UEC,"138961",S,Plantae,Orchidaceae,Sauroglossum,elatum,Sauroglossum elatum,Lindl.,"Singer, RB",NA,NA,NA,"Singer, RB","1998","08","15",Brazil,São Paulo,Santo André,"Estação Biológica Alto da Serra, Paranapiacaba.",-46.5299987792969,-23.6599998474121,NA,NA,NA,UEC027070,Liliopsida,NA,NA,98/82,"27258",NA,NA,auto,UEC027070,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"35",2019-08-20 10:01:02-03,UNICAMP,UEC,"138962",S,Plantae,Orchidaceae,Sauroglossum,elatum,Sauroglossum elatum,Lindl.,"Singer, RB",NA,NA,NA,"Singer, RB","1998","08","15",Brazil,São Paulo,Santo André,"Estação Biológica Alto da Serra, Paranapiacaba.",-46.5299987792969,-23.6599998474121,NA,NA,NA,UEC027069,Liliopsida,NA,NA,98/83,"27258",NA,NA,auto,UEC027069,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"82",2020-09-12 05:00:02-03,US,US,"2755946",PreservedSpecimen,Plantae,Orchidaceae,Sauroglossum,elatum,Sauroglossum elatum,NA,NA,NA,NA,NA,O. Handro,"1974","9","2",Brazil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,US00013434,NA,Monocotyledonae,Orchidales,"2261","53584",NA,NA,auto,US00013434_01,NA,NA,South America - Neotropics,NA,NA,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.8800010681152,-23.1800003051758,"94",2019-05-06 12:01:23-03,UFU,HUFU,"4598",S,Plantae,Orchidaceae,Sauroglossum,elatum,Sauroglossum elatum,NA,"Buzatto, C.R.","2014","03",NA,CCJ,"1993","09","09",Brasil,São Paulo,Jundiaí,"Serra do Japí, Trilha do Paraíso III.",-46.8800010681152,-23.1800003051758,NA,NA,"Inflorescência creme e amarelada.; Floresta.",HUFU00030632,NA,NA,NA,"50","17840",NA,NA,auto,HUFU00030632,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.5299987792969,-23.6599998474121,"104",2019-11-21 10:13:50-03,IBt,SP,"216536",S,Plantae,Orchidaceae,Sauroglossum,elatum,Sauroglossum elatum,Lindl.,NA,NA,NA,NA,"Kirizawa, M; Lopes, EA","1987","08","25",Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,"Mata de encosta, picada três, região de aceiro, terrestre, com raízes fasciculadas bastantes carnosas, flores esverdeadas",NA,NA,NA,NA,"1916","27258",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"105",2019-11-21 10:13:50-03,IBt,SP,"5266",S,Plantae,Orchidaceae,Sauroglossum,elatum,Sauroglossum elatum,Lindl.,NA,NA,NA,NA,"Gehrt, A","1921","02","10",Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,NA,s.n.,"27258",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"106",2019-11-21 10:13:50-03,IBt,SP,"5769",S,Plantae,Orchidaceae,Sauroglossum,elatum,Sauroglossum elatum,Lindl.,NA,NA,NA,NA,"Gehrt, A","1921","10","05",Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,Fl. labelo alvo pétalas vermelhas,NA,NA,NA,NA,s.n.,"27258",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
