X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,recordNumber,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,phylum,order,continentOcean,preparationType,class,individualCount,fieldNumber,infraspecificEpithet,typeStatus,relatedCatalogItem,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.63,-23.5403,"9",2016-09-27 18:15:00-03,NY,NYBG,"656058",PreservedSpecimen,Plantae,Solanaceae,Datura,suaveolens,Datura suaveolens,NA,W. Hoehne,NA,NA,NA,W. Hoehne,"1956","01","20",Brazil,São Paulo,Sao Paulo,Cidade Universitária.,-46.63,-23.5403,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199606' target='other'> <mi>dwc_moreinfo</mi></a>,NY00656058,NY00656058_01,s.n.,NA,NA,NA,NA,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"65",2020-01-20 14:40:51-03,UPM,MACK,"716",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Bercht. & J.Presl,G. M. P. Ferreira,"2008","10","20",J. L. Vidigal,"2008","10","20",Brasil,SP,São Paulo,"Vila Prudente, r. São Cirilo",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,s/n,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"66",2020-01-20 14:40:51-03,UPM,MACK,"2490",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Willd.) Bercht & Presl,R. J. F. Garcia,"2011","12","01",P. C. Lapini,"2009","05","19",Brasil,SP,São Paulo,Viveiro Manequinho Lopes - Quadra das medicinais,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"58",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"67",2020-01-20 14:40:51-03,UPM,MACK,"2482",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Willd.) Bercht & Presl,F. S. Siqueira,"2009","10","09",P. C. Lapini,"2009","05","19",Brasil,SP,São Paulo,Viveiro Manequinho Lopes - Quadra das medicinais,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"58",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"68",2020-01-20 14:40:51-03,UPM,MACK,"2486",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Willd.) Bercht & Presl,B. F. Mellado,"2012","03","02",P. C. Lapini,"2009","05","19",Brasil,SP,São Paulo,Viveiro Manequinho Lopes - Quadra das medicinais,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"58",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.6599998474121,"70",2019-12-12 15:31:51-03,UFABC,HUFABC,"000441",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,(Humb. & Bonpl. ex Willd.) Bercht. & J.Presl,NA,NA,NA,NA,"Mourad, B M","2014","10","28",Brasil,São Paulo,Santo André,Vila de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,"Nome popular: Saião; valor medicinal: utilizada no tratamento de inflamação uterina.",HUFABC000441,HUFABC000441,"67",NA,NA,"27258",auto,Angiospermas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"141",2020-11-04 11:19:52-03,ESALQ,ESA,"51194",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,NA,"Barneze, A.S.",NA,NA,NA,"Barros, N.O.","2005","10","26",Brasil,São Paulo,Santo André,NA,-46.5299987792969,-23.6599998474121,NA,NA,NA,ESA051194,ESA051194,NA,NA,NA,"27258",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-47.4199981689453,-23.7099990844727,"144",2020-11-04 11:19:52-03,ESALQ,ESA,"50739",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,NA,"Camargo, L.F.",NA,NA,NA,"Camargo, L.V. ; Alves, S.M.","2005","11","09",Brasil,São Paulo,Piedade,NA,-47.4199981689453,-23.7099990844727,NA,NA,NA,ESA050739,ESA050739,NA,NA,NA,"30307",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIEDADE,"3537800"
-46.3300018310547,-23.9599990844727,"147",2020-11-04 11:19:52-03,ESALQ,ESA,"102792",PreservedSpecimen,Plantae,Solanaceae,Brugmansia,suaveolens,Brugmansia suaveolens,NA,NA,NA,NA,NA,"Nunes, A.S.","2008","08","29",Brasil,São Paulo,Santos,NA,-46.3300018310547,-23.9599990844727,NA,NA,NA,ESA102792,ESA102792,"1.0",NA,NA,"26836",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.6300010681152,-23.5400009155273,"154",2020-11-04 11:19:54-03,ESALQ,ESA,"922",PreservedSpecimen,Plantae,Solanaceae,Datura,suaveolens,Datura suaveolens,Humb. & Bonpl.,NA,NA,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,Såo Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,ESA000922,ESA000922,NA,NA,NA,"53584",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
