X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,typeStatus,individualCount,relatedCatalogItem,previousCatalogNumber,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.4097,-23.71,"1",2021-03-15 16:37:00-03,NY,NYBG,"418317",PreservedSpecimen,Plantae,Magnoliophyta,Asparagales,Orchidaceae,Epidendrum,moirianum,Epidendrum moirianum,A.D.Hawkes,E. A. Christenson,F. C. Hoehne,"3903","1920","04","21",South America,Brazil,São Paulo,Ribeirao Pires,"Alto da Serra, Estaçao Biológica, Sao Paulo",-46.4097,-23.71,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452327' target='other'> <mi>dwc_moreinfo</mi></a>,NY00418317,NY00418317_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RIBEIRÃO PIRES,"3543303"
-46.4199981689453,-23.8899993896484,"58",2019-11-21 10:13:10-03,IBt,SP,"17203",S,Plantae,NA,NA,Orchidaceae,Epidendrum,ecostatum,Epidendrum ecostatum,Pabst,"Buono, FA","Kuhlmann, M",s.n.,"1926","04","01",NA,Brasil,São Paulo,Cubatão,Raiz da Serra,-46.4199981689453,-23.8899993896484,NA,NA,NA,NA,"1995","05","08",NA,NA,NA,"15123",auto,NA,NA,NA,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-46.5299987792969,-23.6599998474121,"60",2019-11-21 10:13:10-03,IBt,SP,"27735",S,Plantae,NA,NA,Orchidaceae,Epidendrum,ecostatum,Epidendrum ecostatum,Pabst,"Barros, F","Eiffe, R",CGGs.n.,"1902","02",NA,NA,Brasil,São Paulo,Santo André,Campo Grande.,-46.5299987792969,-23.6599998474121,NA,NA,SP009557,SP009557,"1992","04","09",NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"61",2019-11-21 10:13:10-03,IBt,SP,"845",S,Plantae,NA,NA,Orchidaceae,Epidendrum,ecostatum,Epidendrum ecostatum,Pabst,"Barros, F","Hoehne, FC",s.n.,"1907","11","03",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,Flor alvo esverdeadas,NA,NA,"1992","04","09",NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"62",2019-11-21 10:13:10-03,IBt,SP,"667",S,Plantae,NA,NA,Orchidaceae,Epidendrum,ecostatum,Epidendrum ecostatum,Pabst,"Barros, F","Hoehne, FC",s.n.,"1919","04",NA,NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,"Epífita, flores verde claras",NA,NA,"1992","04","09",NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"63",2019-11-21 10:13:10-03,IBt,SP,"65110",S,Plantae,NA,NA,Orchidaceae,Epidendrum,ecostatum,Epidendrum ecostatum,Pabst,"Barros, F","Handro, O","1040","1962","11",NA,NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,"Epífita, flores verde claro",NA,NA,"1992","04","09",NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"64",2019-11-21 10:13:10-03,IBt,SP,"39044",S,Plantae,NA,NA,Orchidaceae,Epidendrum,ecostatum,Epidendrum ecostatum,Pabst,"Barros, F","Handro, O","485","1955","05","26",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,"Flores esverdeadas, as vezes levemente sombreadas da pardo",NA,NA,"1992","04","09",NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"65",2019-11-21 10:13:10-03,IBt,SP,"3903",S,Plantae,NA,NA,Orchidaceae,Epidendrum,ecostatum,Epidendrum ecostatum,Pabst,"Barros, F","Hoehne, FC",s.n.,"1920","04","21",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,Flor verde clara,NA,NA,"1992","04","09",NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"66",2019-11-21 10:13:10-03,IBt,SP,"163924",S,Plantae,NA,NA,Orchidaceae,Epidendrum,ecostatum,Epidendrum ecostatum,Pabst,NA,"Handro, O","2207","1972","05","30",NA,Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, linha São Paulo-Santos",-46.5299987792969,-23.6599998474121,NA,"Epífita na mata úmida, flores esverdeadas",NA,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"67",2019-11-21 10:13:10-03,IBt,SP,"27481",S,Plantae,NA,NA,Orchidaceae,Epidendrum,ecostatum,Epidendrum ecostatum,Pabst,"Buono, FA","Zoéga, F",s.n.,"1931","04","19",NA,Brasil,São Paulo,São Paulo,Santo Amaro. Rio Bonito,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"1995","05","08",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
