X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,coordinatePrecision,geoFlag,class,relationshipType,relatedCatalogItem,typeStatus,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"24",2020-11-04 11:14:49-03,ESALQ,ESA,"52034",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,(Kiaersk.) Landrum,NA,"Lima, R.A.F.","468.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,"400","400",em clareira,ESA052034,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"25",2020-11-04 11:14:49-03,ESALQ,ESA,"109779",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30196.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109779,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"26",2020-11-04 11:14:49-03,ESALQ,ESA,"109780",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30197.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109780,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"29",2020-11-04 11:14:49-03,ESALQ,ESA,"109419",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,NA,NA,"Duarte, A.R.","540.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109419,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-45.8800010681152,-23.1700000762939,"37",2020-12-20 21:18:38-03,UFV,VIC,"11209",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,(Kiaersk.) D.Legrand & Kausel,NA,"Silva, A.F. da","1589","1987","12","14",Brasil,São Paulo,São José dos Campos,Flora da reserva florestal Boa Vista,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,"Árvore de 5 m, casca rosada, lenho creme, botões florais ferruginosos.",VIC011209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39297",auto,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.313889,-23.781111,"54",2015-04-17 13:42:07-03,ASU,ASU-PLANTS,ASU0082985,PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha nothorufa,(Legrand) Landrum,NA,"Sao Paulo; Santo Andre","3046",NA,NA,NA,Brazil,Sao Paulo,NA,"Paranapiacaba, reserva Biologica do Alto da Serra de Paranapiacaba, casa do senhor Vitor, trilha 1, na subida do primeiro morro, a beira do vale do rio Mogi. Floresta ombrofila densa",-46.313889,-23.781111,NA,NA,"821",NA,"Arvoreta de altura, caule pouco rugoso negro, botoes florais marrons",NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,Myrtales,nothorufa,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.3300018310547,-23.9599990844727,"114",2020-12-21 16:37:04-03,MBM,MBM,"66295",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha pilotantha,(Kiaersk.) Landrum,"Landrum, L.R.",Landrum. L.R.,s.n.,"1977","12","10",Brazil,São Paulo,Santos,"Via Anchieta, posto de pedágio, 1km towards Santos",-46.3300018310547,-23.9599990844727,NA,NA,NA,NA,NA,MBM066295,MBM066295,NA,NA,NA,Southern America,NA,NA,NA,NA,pilotantha,"26836",auto,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.743056,-23.985278,"172",2019-11-13 11:26:54-03,USP,SPF,"165341",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,(Kiaersk.) Landrum,"Kawasaki, ML","Sampaio, LCQMP","150","1999","01","28",Brasil,São Paulo,São Paulo,Parque Estadual da Serra do Mar,-46.743056,-23.985278,"-46.743056","-23.985278",NA,NA,NA,SPF00165341,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"213",2019-12-05 14:48:38-03,UFSCar,SORO,"7847",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,(Kiaersk.)Landrum,E.H.P. Barretto,"Affonso, P.; Mayworm, M.A.S.; Reis, B.D.","439","1999","12","21",Brasil,São Paulo,São Paulo,Parque Estadual da Serra do mar - Núcleo Curucutu. Trilha da bica.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Arvoreta, 3m alt., flores brancas. [UNISA 1931]",NA,NA,"2014","06",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"228",2021-03-04 15:45:29-03,IF,SPSF,"50465",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,((Kiaersk.) Landrum),M.L.Kawasaki,R.J.F.Garcia et al.,"1423","1997","12","13",Brasil,SP,São Paulo,Núcleo Curucutu,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"COLETA: Árvore 4 m, botão ferrugineo; GEOGRAFIA: Parque Estadual da Serra do Mar, trilha do mirante;",NA,NA,"1999","12","12",América do Sul,NA,NA,Magnoliophyta,Myrtales,NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.8400001525879,-23.5300006866455,"272",2020-08-26 10:50:09-03,MCN-FZBRS,HAS,"81518",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,(Kiaersk.) Landrum,"Molz, M.","Mazzitelli, S.M.","1299","1964","04",NA,Brasil,São Paulo,Salesópolis,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"Numa matinha, arbusto.",HAS0081518,NA,"2017","11","30",NA,NA,NA,Magnoliophyta,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.5299987792969,-23.6599998474121,"281",2019-11-21 10:11:55-03,IBt,SP,"2673",S,Plantae,Myrtaceae,Myrceugenia,pilotantha,Myrceugenia pilotantha,(Kiaersk.) Landrum,"Landrum, LR","Gehrt, A",s.n.,"1919","01","07",Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, Alto da Serra",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,"Árvore, flores alvas",SP057676,SP057676,"1980",NA,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
