X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,verbatimLongitude,verbatimLatitude,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,class,fieldNumber,individualCount,relationshipType,relatedCatalogItem,infraspecificEpithet,previousCatalogNumber,sex,NM_MUNICIP,CD_GEOCMU
-45.88,-23.1703,"15",2021-03-15 16:37:00-03,NY,NYBG,"486276",PreservedSpecimen,Plantae,Magnoliophyta,Solanales,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,D. F. Austin,I. Mimura,"305","1962","02","27",South America,Brazil,São Paulo,Sao José dos Campos,"Ca. 10,3 km SSE em linha reta da praça principal de Sao José Dos Campos",-45.88,-23.1703,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293532' target='other'> <mi>dwc_moreinfo</mi></a>,NY00486276,NY00486276_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.677556,-23.346172,"39",2019-12-12 15:31:40-03,UFABC,HUFABC,"002171",PreservedSpecimen,Plantae,Angiospermas,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,NA,Keller V.C.,"159","2018","01","16",NA,Brasil,São Paulo,Franco da Rocha,"Parque Estadual do Juquery, Setor A, campo nativo do lado esquerdo da estrada que passa em frente a torre de observação, após baixada e antes do início",-46.677556,-23.346172,NA,NA,NA,"Sub-arbusto, flores róseas",HUFABC002171,NA,NA,"-46.677556","-23.346172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.6300010681152,-23.5400009155273,"120",2020-12-21 16:21:24-03,MBM,MBM,"248695",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Falcão, J.I.","Luederwaldt, H.",s.n.,"1908","03","02",Southern America,Brazil,São Paulo,São Paulo,Ipiranga,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,MBM248695,MBM248695,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"133",2020-02-07 12:11:00-03,MNHN,RECOLNAT_MNHN_P,P03537977,PreservedSpecimen,NA,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,Simão-Bianchini,s.c.,NA,"1839","2","1",NA,Brasil,São Paulo,São Paulo,"Brésil. Penha, St. Paul. São Paulo, São Paulo, Sudeste, Brasil, América do Sul",-46.6300010681152,-23.5400009155273,NA,NA,hb,. . Cat. 489 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03537977' target='other'> <mi>dwc_moreinfo</mi></a>,P03537977,P03537977_01,NA,NA,NA,NA,"53584",auto,NA,NA,NA,"687",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.8800010681152,-23.1700000762939,"208",2018-04-26 14:53:59-03,UFRPE,CONVOLVULACEAE_BR,NA,O,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Smith, LB","Mimura, I","305","1962","02","27",Southern America,Brazil,São Paulo,São José dos Campos,"10,3km SSE em linha reta da praça principal de São José dos Campos.",-45.8800010681152,-23.1700000762939,NA,NA,NA,"Arbustos 0,5-1,4m altura. Corola lilás-rósea; antera, estilete e estigma brancos.",CONV014428,NA,NA,NA,NA,"1969","39297",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-47.33,-23.52,"278",2020-09-12 05:00:02-03,US,US,"2369387",PreservedSpecimen,Plantae,NA,Solanales,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,NA,G. M. Felippe,"10","1960","12","27",South America - Neotropics,Brazil,São Paulo,NA,"Proc. estado de S. Paulo; estrada S. Paulo-Itapetininga; bacia do Ribeirão Lajeado.",-47.33,-23.52,NA,NA,NA,NA,US03152037,US03152037_01,NA,NA,NA,NA,NA,NA,NA,NA,Dicotyledonae,NA,"1",NA,NA,NA,NA,NA,SOROCABA,"3552205"
-45.8800010681152,-23.1700000762939,"389",2019-11-01 14:56:49-03,UnB,UB,"149156",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Smith, LB","Mimura, I","305","1962","02","27",Southern America,Brasil,São Paulo,São José dos Campos,"10,3km SSE em linha reta da praça principal de São José dos Campos.",-45.8800010681152,-23.1700000762939,NA,NA,NA,"Corola lilás-rósea; antera, estilete e estigma brancos.; Arbustos 0,5-1,4m altura.",NA,NA,NA,NA,NA,"1969","39297",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.7200012207031,-23.3199996948242,"406",2021-03-04 15:46:40-03,IF,SPSF,"30808",PreservedSpecimen,Plantae,Magnoliophyta,Solanales,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisner,J.B.Baitello,J.B.Baitello,"1392","2003","01","03",América do Sul,Brasil,SP,Franco da Rocha,Parque Estadual do Juqueri,-46.7200012207031,-23.3199996948242,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;campo cerrado após queimada&nf;Herbácea ereta até 50cm altura; flores lilases ou rosadas.;",NA,NA,NA,NA,NA,"2003","12135",auto,"10","10",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.6300010681152,-23.5400009155273,"452",2020-10-15 10:08:30-03,IBt,SP,"339620",S,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,NA,"Hashimoto, G",s.n.,"1944","02","11",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1300010681152,-23.5200004577637,"453",2020-10-15 10:08:30-03,IBt,SP,"339537",S,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,NA,"Hashimoto, G",s.n.,"1992","03","03",NA,Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
