X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,typeStatus,fieldNumber,individualCount,class,relatedCatalogItem,sex,NM_MUNICIP,CD_GEOCMU
-45.535833,-23.5925,"11",2021-03-01 16:35:45-03,UNICAMP,UEC,"167061",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","223","2011","06","29",NA,Brazil,São Paulo,Paraibuna,Parque Estadual da Serra do Mar.,-45.535833,-23.5925,"800","900",NA,"Árvore com 9 m.; Mata Atlântica.",UEC059367,UEC059367,NA,NA,"2011","-45.535833","-23.5925","10",NA,NA,NA,NA,NA,NA,NA,PARAIBUNA,"3535606"
-45.183333,-23.4,"12",2021-03-01 16:35:45-03,UNICAMP,UEC,"200202",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,NA,"Padgurschi, MCG; Belinello, R",M1047,"2009",NA,NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"990","1045",NA,Parcela M - Projeto Biota-FAPESP. Árvore com 6 metros de altura. Frequência da espécie na parcela: n=17,UEC177696,NA,NA,NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-45.945278,-23.330333,"14",2021-03-01 16:35:45-03,UNICAMP,UEC,"160412",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lirio, EJ","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","595","2011","11","30",NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.945278,-23.330333,"999","999",NA,"Material vegetativo. Cerca de 9 m de altura e 1 indivíduo distribuído em 1 ha.; Floresta Ombrófila Densa Montana.",UEC009950,UEC009950,NA,NA,"2016","-45.945278","-23.330333",NA,NA,NA,NA,NA,NA,NA,NA,JACAREÍ,"3524402"
-46.25,-23.833333,"97",2019-11-13 11:26:21-03,USP,SPF,"85539",PreservedSpecimen,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Freire-Fierro, A","1620","1990","08","18",NA,Brasil,São Paulo,Santo André,"Paranapiacaba, Coleções ao lado da trilha para a Pedra Lisa.",-46.25,-23.833333,"600","900",NA,NA,SPF00085539,NA,NA,NA,"2016","-46.25","-23.833333","12",NA,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.9192,-23.6039,"105",2019-01-25 15:42:56-02,IAC,IAC,"43181",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,Elton John De Lírio,"L.C. Bernacci; G.A.D.C. Franco; G. Durigan & E. Furlan","3474","2001","02","08",NA,Brasil,São Paulo,Cotia,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Lila, indivíduo V 38.1",-46.9192,-23.6039,NA,NA,NA,NA,NA,NA,NA,NA,"2016","-46.9192","-23.6039","11","29",NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-45.866667,-23.633333,"119",2019-11-21 10:10:53-03,IBt,SP,"192408",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Custodio Filho, A; Cerati, TM","1269","1983","03","30",NA,Brasil,São Paulo,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333,"890","950",NA,NA,SP048115,SP048115,NA,NA,"2016","-45.866667","-23.633333",NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.866667,-23.633333,"120",2019-11-21 10:10:53-03,IBt,SP,"195311",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Custodio Filho, A","1757","1983","10","26",NA,Brasil,São Paulo,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333,"890","950",NA,NA,SP048116,SP048116,NA,NA,"2016","-45.866667","-23.633333",NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.297311,-23.769289,"128",2019-11-21 10:10:53-03,IBt,SP,"426673",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Santos Neta, AC; Búgola Silva, F; Almeida Scabbia, RJ; Yang, AMK","61","2008","04","24",NA,Brasil,São Paulo,Santo André,"Paranapiacaba, Trilha da Pontinha",-46.297311,-23.769289,NA,NA,NA,NA,SP048054,SP048054,NA,NA,"2016","-46.297311","-23.769289",NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-45.8400001525879,-23.5300006866455,"138",2019-11-21 10:10:53-03,IBt,SP,"79571",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Kuhlmann, M","1720","1948","11","27",NA,Brasil,São Paulo,Salesópolis,Boracea.,-45.8400001525879,-23.5300006866455,"850","850",NA,NA,SP048120,SP048120,"18032",auto,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"139",2019-11-21 10:10:53-03,IBt,SP,"102146",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Mattos, J; Mattos, N","14257","1966","11","29",NA,Brasil,São Paulo,Salesópolis,"Estação Biológica de Boracéia, Perto do rio Coruja.",-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,SP048119,SP048119,"18032",auto,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
