X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,scientificNameAuthorship,coordinatePrecision,geoFlag,imagecode,typeStatus,continentOcean,individualCount,relatedCatalogItem,class,order,NM_MUNICIP,CD_GEOCMU
-47.31605,-24.02022,"1",2020-11-04 11:19:11-03,ESALQ,ESA,"123596",PreservedSpecimen,Plantae,Magnoliophyta,Sabiaceae,Meliosma,chartacea,Meliosma chartacea,"Ivanauskas, N.M.","2013","04","29","Colletta, G.D. ; Souza, V.C.","984.0","2013","04","29",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica.(presença de exóticas como nêspera, Citrus, araucária).",-47.31605,-24.02022,"-47.31605","-24.02022","480","480","Árvore, 4m",ESA123596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.1699981689453,-24.2800006866455,"3",2021-03-01 16:40:34-03,UNICAMP,UEC,"85808",S,Plantae,Magnoliopsida,Sabiaceae,Meliosma,chartacea,Meliosma chartacea,"Ramos, E","2010",NA,NA,"Godoi, JV; Romaniuc; Melo, MMRF; Muniz, CFS","410","1994","05","04",Brazil,São Paulo,Itariri,Parque Serra Mar,-47.1699981689453,-24.2800006866455,NA,NA,NA,NA,"Árvore ca. 8,0m alt. Frutos imaturos verdes.",UEC154628,Lombardi,"15115",auto,UEC154628,NA,NA,NA,NA,NA,NA,ITARIRI,"3523305"
-47.4599990844727,-24.2800006866455,"4",2021-03-01 16:40:34-03,UNICAMP,UEC,"74649",S,Plantae,Magnoliopsida,Sabiaceae,Meliosma,chartacea,Meliosma chartacea,"Ramos, E","2010",NA,NA,"Baitello, JB; Aguiar, OT","805","1995","09","06",Brazil,São Paulo,Miracatu,"P.E. de Jurupará, Estrada do Mono, caminho para o parque.",-47.4599990844727,-24.2800006866455,NA,NA,NA,NA,"Árvore de aproximadamente 10-12m, com frutos elípticos verdes.",UEC154629,Lombardi,"43974",auto,UEC154629,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.1699981689453,-24.2800006866455,"25",2019-11-13 11:31:15-03,USP,SPF,"96062",PreservedSpecimen,Plantae,NA,Sabiaceae,Meliosma,chartacea,Meliosma chartacea,"Ramos, E","2011","11",NA,"Godoi, JV","410","1994","05","04",Brasil,São Paulo,Itariri,Parque Estadual da Serra do Mar,-47.1699981689453,-24.2800006866455,NA,NA,NA,NA,NA,SPF00096062,Lombardi,"15115",auto,NA,NA,NA,NA,NA,NA,NA,ITARIRI,"3523305"
-47.4599990844727,-24.2800006866455,"26",2019-11-13 11:31:15-03,USP,SPF,"107366",PreservedSpecimen,Plantae,NA,Sabiaceae,Meliosma,chartacea,Meliosma chartacea,"Ramos, E","2011","11",NA,"Baitello, JB","805","1995","09","06",Brasil,São Paulo,Miracatu,Parque Estadual do Jurupará,-47.4599990844727,-24.2800006866455,NA,NA,NA,NA,NA,SPF00107366,Lombardi,"43974",auto,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-46.6361,-23.5475,"27",2019-01-25 15:46:26-02,IAC,IAC,"20320",S,Plantae,NA,Sabiaceae,Meliosma,chartacea,Meliosma chartacea,E. Ramos,"2004","11","21",H.F. Leitão Filho,"606","1968","11","21",Brasil,São Paulo,São Paulo,"Rodovia São Paulo-Curitiba BR-2, Km. 92.",-46.6361,-23.5475,"-46.6361","-23.5475",NA,NA,NA,NA,Lombardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1744,-24.2892,"29",2019-06-24 08:13:59-03,IAC,IAC,"40293",S,Plantae,NA,Sabiaceae,Meliosma,chartacea,Meliosma chartacea,E. Ramos,NA,NA,NA,"J.V. Godoi; S. Romaniuc Neto; C.F.S. Muniz & M.M.R.F. Melo","410","1994","05","04",Brasil,São Paulo,Itariri,Parque Serra do Mar,-47.1744,-24.2892,"-47.1744","-24.2892",NA,NA,NA,NA,Lombardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITARIRI,"3523305"
-47.2200012207031,-23.6499996185303,"35",2021-03-04 15:45:52-03,IF,SPSF,"19311",PreservedSpecimen,Plantae,Magnoliophyta,Sabiaceae,Meliosma,chartacea,Meliosma chartacea,E.Ramos,"2011","11","01",O.T. Aguiar & J.A.Pastore,"591","1995","08","11",Brasil,SP,Ibiúna,"Parque Estadual de Jurupará, Fazenda Tucano",-47.2200012207031,-23.6499996185303,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 20 m de altura, inflorescência jovem e frutos imaturos verdes.; GEOGRAFIA: margem da estrada&nf;;",NA,Lombardi,"43112",auto,NA,NA,América do Sul,NA,NA,Magnoliopsida,Ranunculales,IBIÚNA,"3519709"
-47.4599990844727,-24.2800006866455,"36",2021-03-04 15:45:52-03,IF,SPSF,"19482",PreservedSpecimen,Plantae,Magnoliophyta,Sabiaceae,Meliosma,chartacea,Meliosma chartacea,E.Ramos,"2011","11","01",J.B.Baitello & O.T. Aguiar,"805","1995","09","06",Brasil,SP,Miracatu,"Parque Estadual do Jurupará, estrada do Mono",-47.4599990844727,-24.2800006866455,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore com aprox. 10-12 m com frutos elípticos verdes.; GEOGRAFIA: caminho p/ o Parque.;",NA,Lombardi,"43974",auto,NA,NA,América do Sul,NA,NA,Magnoliopsida,Ranunculales,MIRACATU,"3529906"
-47.2200012207031,-23.6499996185303,"40",2019-11-21 10:18:49-03,IBt,SP,"289393",S,Plantae,NA,Sabiaceae,Meliosma,chartacea,Meliosma chartacea,"Ramos, E","2011","11",NA,"Aguiar, OT; Pastore, JA","591","1995","08","11",Brasil,São Paulo,Ibiúna,"Parque Estadual de Jurupará, Caminho da Fazenda Tucano, na mergem da estrada",-47.2200012207031,-23.6499996185303,NA,NA,NA,NA,NA,SP003851,Lombardi,"43112",auto,SP003851,Paratype,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-47.1699981689453,-24.2800006866455,"41",2019-11-21 10:18:49-03,IBt,SP,"289391",S,Plantae,NA,Sabiaceae,Meliosma,chartacea,Meliosma chartacea,"Ramos, E","2010",NA,NA,"Godoi, JV; et al.","410","1994","05","04",Brasil,São Paulo,Itariri,Parque Estadual da Serra do Mar,-47.1699981689453,-24.2800006866455,NA,NA,NA,NA,NA,NA,Lombardi,"15115",auto,NA,NA,NA,NA,NA,NA,NA,ITARIRI,"3523305"
-47.4599990844727,-24.2800006866455,"42",2019-11-21 10:18:49-03,IBt,SP,"289392",S,Plantae,NA,Sabiaceae,Meliosma,chartacea,Meliosma chartacea,"Mamede, MCH","2017","12",NA,"Baitello, JB; Aguiar, OT","805","1995","09","06",Brasil,São Paulo,Miracatu,"Parque Estadual de Jurupará, Estrada do Mono, caminho para o Parque",-47.4599990844727,-24.2800006866455,NA,NA,NA,NA,NA,SP003852,Lombardi,"43974",auto,SP003852,Paratype,NA,NA,NA,NA,NA,MIRACATU,"3529906"
