X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,typeStatus,fieldNumber,dayIdentified,class,individualCount,NM_MUNICIP,CD_GEOCMU
-46.621883,-23.654505,"1",2021-03-15 16:37:00-03,NY,NYBG,"01081548",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Miconia,castaneiflora,Miconia castaneiflora,Naudin,R. Goldenberg,I. C. C. Macedo,"50","1984","10","24",South America,Brazil,São Paulo,Sao Paulo,"Capital, Reserva Biológica do Parque Estadual das Fontes do Ipiranga.",-46.621883,-23.654505,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237786' target='other'> <mi>dwc_moreinfo</mi></a>,NY01081548,NY01081548_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.621883,-23.654505,"2",2021-03-15 16:37:00-03,NY,NYBG,"01081547",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Miconia,castaneiflora,Miconia castaneiflora,Naudin,R. Goldenberg,S. L. Jung-Mendaçolli,"372","1980","11","28",South America,Brazil,São Paulo,Sao Paulo,"Reserva Biológica, Parque Estadual das Fontes do Ipiranga",-46.621883,-23.654505,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237782' target='other'> <mi>dwc_moreinfo</mi></a>,NY01081547,NY01081547_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.9375,-23.075,"11",2020-12-20 21:18:24-03,UFV,VIC,"10941",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Miconia,castaneiflora,Miconia castaneiflora,Naudin,NA,"Silva, A.F.","1297","1985","10","11",NA,Brasil,São Paulo,São José dos Campos,Flora da Reserva Florestal da Boa Vista,-45.9375,-23.075,NA,"Árvore de 3,5m, flores brancas aromáticas.",VIC010941,VIC010941,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.6300010681152,-23.5400009155273,"12",2019-11-21 14:39:35-03,UFJF,CESJ,"779",PreservedSpecimen,Plantae,Angiosperma,NA,Melastomataceae,Miconia,castaneiflora,Miconia castaneiflora,Naudin,NA,L. Krieger,CESJ779,"1942","09","08",América do Sul,Brasil,São Paulo,São Paulo,Santo Amaro,-46.6300010681152,-23.5400009155273,NA,NA,CESJ000779,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.769722,-23.471667,"15",2021-03-01 16:34:33-03,UNICAMP,UEC,"177486",S,Plantae,Magnoliopsida,NA,Melastomataceae,Miconia,castaneiflora,Miconia castaneiflora,Naudin,"Martins, AB","Souza, FM; Sousa, RC; Pereira, HFA; Garcia, RLM","953","2007","10","22",NA,Brazil,São Paulo,São Paulo,"Parque Estadual do Jaraguá. Trilha das Garças. (SAD69, 23K, )",-46.769722,-23.471667,NA,"Arbusto, 2m. Flores brancas perfumadas.; Área Úmida, pedregosa.",UEC002965,UEC002965,"779","779",NA,NA,"-46.769722","-23.471667","2008","11",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.2700004577637,-22.9300003051758,"17",2019-08-20 10:18:56-03,UNICAMP,UEC,"70113",S,Plantae,Magnoliopsida,NA,Melastomataceae,Miconia,castaneiflora,Miconia castaneiflora,Naudin,"Goldenberg, R","Árbocz, GF","922","1994","10","14",NA,Brazil,São Paulo,Joanópolis,Fazenda Santa Cruz,-46.2700004577637,-22.9300003051758,NA,"flor, Arbusto de 1,5-2 m de altura. Flores brancas com estimativa de florescimento em 03/11. Sub-bosque.",UEC083877,UEC083877,"1200","1200","22329",auto,NA,NA,"2008",NA,NA,NA,NA,NA,NA,JOANÓPOLIS,"3525508"
-46.6300010681152,-23.5400009155273,"18",2019-08-20 10:18:56-03,UNICAMP,UEC,"65134",S,Plantae,Magnoliopsida,NA,Melastomataceae,Miconia,castaneiflora,Miconia castaneiflora,Naudin,"Goldenberg, R","Hoehne, W","11442","1944","11","30",NA,Brazil,São Paulo,São Paulo,Parque do Estado de São Paulo,-46.6300010681152,-23.5400009155273,NA,flor,UEC083610,UEC083610,NA,NA,"53584",auto,NA,NA,"2008",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.060001373291,-23.9300003051758,"27",2020-12-11 11:38:21-03,UFMG,BHCB,"150339",PreservedSpecimen,Plantae,Dicotyledon,NA,Melastomataceae,Miconia,castaneiflora,Miconia castaneiflora,Naudin,NA,"Polisel, RT","388","2007","09","10",Southern America,Brasil,São Paulo,Juquitiba,"Estrada da Palestina, Sítio do Sr. Wilson, BR 116, km330, topo de morro",-47.060001373291,-23.9300003051758,NA,"Arvoreta 2m, botões florais castanhos",BHCB003141,NA,"700","700","24559",auto,NA,NA,"2008","11",NA,NA,"30",NA,NA,JUQUITIBA,"3526209"
-46.9099998474121,-23.6000003814697,"30",2021-02-11 17:19:55-03,UFPR,UPCB,"43825",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Miconia,castaneiflora,Miconia castaneiflora,Naudin,"Goldenberg, R.","Bernacci, L.C.","3035","2001","02","08",NA,Brasil,São Paulo,Cotia,"Caucaia do Alto, próximo ao ponto V62",-46.9099998474121,-23.6000003814697,NA,"Arbusto ca. 3,0m alt. com ramos ferrugíneos e frutos imaturos..",UPCB0017079,UPCB0017079,NA,NA,"23869",auto,NA,NA,"2001","01",NA,NA,"01",NA,NA,COTIA,"3513009"
-45.8800010681152,-23.1700000762939,"31",2021-02-11 17:19:55-03,UFPR,UPCB,"58988",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Miconia,castaneiflora,Miconia castaneiflora,Naud.,"Goldenberg, R.","Silva, A.F.","1297","1985","10","11",NA,Brasil,São Paulo,São José dos Campos,Mata da Estufa.,-45.8800010681152,-23.1700000762939,NA,"Árvore 3,5m, flores brancas aromáticas..",UPCB0017046,UPCB0017046,NA,NA,"39297",auto,NA,NA,"2008","01",NA,NA,"01",NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
