X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,stateProvince,phylum,order,scientificNameAuthorship,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,identifiedBy,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,class,dayIdentified,typeStatus,fieldNumber,individualCount,infraspecificEpithet,NM_MUNICIP,CD_GEOCMU
-46.63,-23.5403,"14",2021-03-15 16:37:00-03,NY,NYBG,"499454",PreservedSpecimen,Plantae,Orobanchaceae,Escobedia,grandiflora,Escobedia grandiflora,A. Usteri,9[could be b or c written as a superscript following number],"1906","01","30",South America,Brazil,sheet,NA,Recd - VI.07 [not exactly sure of collection date--see label] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489512' target='other'> <mi>dwc_moreinfo</mi></a>,NY00499454,São Paulo,Magnoliophyta,Lamiales,(L.f.) Kuntze,Sao Paulo,Jararagua.,-46.63,-23.5403,NA,NA,NY00499454_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.5403,"32",2021-03-15 16:37:00-03,NY,NYBG,"499452",PreservedSpecimen,Plantae,Orobanchaceae,Escobedia,grandiflora,Escobedia grandiflora,J. R. Guillaumon,SPSF7627,"1981","11","25",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489503' target='other'> <mi>dwc_moreinfo</mi></a>,NY00499452,São Paulo,Magnoliophyta,Lamiales,(L.f.) Kuntze,Sao Paulo,"Parque Estadual da Capital, Inst. Florestal, Sao Paulo. No antigo posto metereológico.",-46.63,-23.5403,NA,NA,NY00499452_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"62",2019-02-15 11:50:37-02,IPA,IPA,"10234",S,Plantae,Scrophulariaceae,Escobedia,curialis,Escobedia curialis,"Pickel, B.","4551","1940","02","04",Southern America,Brasil,NA,NA,"Erva do campo; flor branca.",IPA0010234,São Paulo,Plantae,NA,(Vell.) Pennell,São Paulo,Estação Invernada da T.C.,-46.6300010681152,-23.5400009155273,NA,NA,NA,Gehrt,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7400016784668,-23.3600006103516,"297",2019-11-13 11:31:52-03,USP,SPF,"10829",PreservedSpecimen,Plantae,Scrophulariaceae,Escobedia,grandiflora,Escobedia grandiflora,"Hoehne, W",s.n.,"1942","01","06",NA,Brasil,NA,NA,NA,SPF00010829,São Paulo,NA,NA,(L.f.) Kuntze,Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,SPF00010829,"Souza, VC","9448",auto,"1986","12",NA,NA,NA,NA,NA,NA,NA,NA,CAIEIRAS,"3509007"
-46.6300010681152,-23.5400009155273,"298",2019-11-13 11:31:52-03,USP,SPF,"171221",PreservedSpecimen,Plantae,Scrophulariaceae,Escobedia,grandiflora,Escobedia grandiflora,"Vedove, JD",s.n.,"1947","01","13",NA,Brasil,NA,NA,NA,SPF00171221,São Paulo,NA,NA,(L.f.) Kuntze,São Paulo,Butantã.,-46.6300010681152,-23.5400009155273,NA,NA,SPF00171221,"Pirani, JR","53584",auto,"1995","10",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7400016784668,-23.3600006103516,"313",2019-11-01 15:07:26-03,UnB,UB,"167119",PreservedSpecimen,Plantae,Orobanchaceae,Escobedia,grandiflora,Escobedia grandiflora,"Hoehne, W",SPF10829,"1942","01","06",Southern America,Brasil,NA,NA,Raiz amarela. Flores alvas.,NA,São Paulo,Dicotyledoneae,NA,(L. f.) Kuntze,Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,NA,"Souza, VC","9448",auto,"1986","12",NA,NA,NA,"18",NA,NA,NA,NA,CAIEIRAS,"3509007"
-46.7200012207031,-23.3199996948242,"330",2021-03-04 15:43:47-03,IF,SPSF,"30789",PreservedSpecimen,Plantae,Orobanchaceae,Escobedia,curialis,Escobedia curialis,J.B.Baitello,"1373","2002","12","26",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo cerrado&nf;;",NA,SP,Magnoliophyta,Lamiales,NA,Franco da Rocha,P.E.Juqueri,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,"12135",auto,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.6300010681152,-23.5400009155273,"331",2021-03-04 15:43:47-03,IF,SPSF,"32594",PreservedSpecimen,Plantae,Orobanchaceae,Escobedia,grandiflora,Escobedia grandiflora,A.Usteri,NA,"1909","06","30",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,SP,Magnoliophyta,Lamiales,NA,São Paulo,Jaraguá,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"332",2021-03-04 15:43:47-03,IF,SPSF,"05149",PreservedSpecimen,Plantae,Orobanchaceae,Escobedia,grandiflora,Escobedia grandiflora,S.Prado,NA,"1953","11","14",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,SP,Magnoliophyta,Lamiales,NA,São Paulo,Serra da Cantereira,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.426389,-23.391944,"333",2021-03-04 15:43:47-03,IF,SPSF,"53030",PreservedSpecimen,Plantae,Orobanchaceae,Escobedia,grandiflora,Escobedia grandiflora,R.T.Shirasuna,"3677","2014","11","12",América do Sul,Brasil,NA,NA,"COLETA: Subarbusto com aprox. 0,8m de altura. Flores na cor branca.; GEOGRAFIA: Campo natural. Norte, lote 6, OAE 604.;",NA,SP,Magnoliophyta,Lamiales,(L.f.) (Kuntze),Guarulhos,Rodoanel Mário Covas,-46.426389,-23.391944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
