X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,occurrenceRemarks,phylum,order,continentOcean,preparationType,infraspecificEpithet,coordinatePrecision,geoFlag,relationshipType,relatedCatalogItem,class,fieldNumber,typeStatus,individualCount,NM_MUNICIP,CD_GEOCMU
-47.4599990844727,-24.2800006866455,"19",2020-11-04 10:55:24-03,ESALQ,ESA,"116758",PreservedSpecimen,Plantae,Cyclanthaceae,Asplundia,polymera,Asplundia polymera,NA,"Leal, E.","Souza, V.C.","36240.0","2012","01","01",Brasil,São Paulo,Miracatu,NA,-47.4599990844727,-24.2800006866455,NA,NA,NA,NA,ESA116758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43974",auto,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.9199981689453,-24.3799991607666,"128",2020-06-15 15:30:07-03,UNESP-RC,HRCB,"25529",PreservedSpecimen,Plantae,Cyclanthaceae,Asplundia,polymera,Asplundia polymera,(Hand.-Mazz.) Harling,"Gomes, F.P.","Izar, P.","1682","1997","03","17",Brasil,São Paulo,Sete Barras,Parque Intervales,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,"1997","03","26","Epífita coletada a + ou - 2 m de altura, com estrutura fértil imatura de coloração verde. Caule de 80 cm de comprimento, folha bipartida e sanfonada, com pecíolo longo, lembrando um folha de palmeir",NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.5299987792969,-23.6599998474121,"163",2019-11-21 10:03:22-03,IBt,SP,"474335",S,Plantae,Cyclanthaceae,Asplundia,brachypus,Asplundia brachypus,(Drude) Harling,"Leal, E","Vieira, TL","198","2014","04","23",Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,"2017","05","12",NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"164",2019-11-21 10:03:22-03,IBt,SP,"220840",S,Plantae,Cyclanthaceae,Asplundia,brachypus,Asplundia brachypus,(Drude) Harling,"Leal, E","Kirizawa, M; Lopes, EA","2026","1988","04","12",Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, mata de encosta, picada quinze",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,"2017","05","12","No chão, local úmido, inflorescência verde",NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
