X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,coordinatePrecision,geoFlag,phylum,order,typeStatus,continentOcean,preparationType,imagecode,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,class,relatedCatalogItem,relationshipType,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"329",2021-03-01 16:33:04-03,UNICAMP,UEC,"32754",S,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Mart.) Mart.,"Sugiyama, M","1997","12",NA,"Marcondes-Ferreira, W; Yamamoto, K; Chautems, A","14589","1983","04","02",Brazil,São Paulo,Sete Barras,Reserva florestal de Sete Barras.,-47.9199981689453,-24.3799991607666,NA,NA,"Parasita, com frutos roxo- acinzentados, hospedeira:a ( Hieronyma) árvore de até ca.6m, em beira de rio.; Mata.",UEC093861,"34059",auto,Magnoliopsida,NA,NA,NA,NA,UEC093861,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.6300010681152,-23.5400009155273,"470",2021-03-24 11:51:07-03,UTFPR,HCF,"20439",S,Plantae,Loranthaceae,Struthanthus,rhynchophyllus,Struthanthus rhynchophyllus,Eichler,G.A. Dettke,"2015","06",NA,G.M.P. Ferreira,"366","2015","04","13",Brasil,SP,São Paulo,"Rua Maranhão, 703, Higieniópolis.",-46.6300010681152,-23.5400009155273,NA,NA,"hemiparasita, sobre Tipuana; botões verdes. GT Ervas-de-passarinho.",NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9900016784668,-24.3199996948242,"568",2020-12-21 16:32:01-03,MBM,MBM,"153630",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Dettke, G.A.","2010",NA,NA,"Sobral, M.; et al.; et al.","7376","1992","05",NA,Brazil,São Paulo,Peruíbe,Est. Ecol. Juréia,-46.9900016784668,-24.3199996948242,NA,NA,"Mata atlântica. Hemiparasita sobre Nectandra sp.; frutos imaturos, algo azulados",MBM153630,"21922",auto,NA,NA,NA,Southern America,NA,MBM153630,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.7900009155273,-23.5300006866455,"573",2020-12-21 16:32:01-03,MBM,MBM,"150926",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Pastore, J.A.",NA,NA,NA,"Aguiar, C.T.; et al.; et al.",s.n.,NA,NA,NA,Brazil,São Paulo,Osasco,Quitaúna,-46.7900009155273,-23.5300006866455,NA,NA,NA,MBM150926,"8709",auto,NA,NA,NA,Southern America,NA,MBM150926,NA,NA,NA,NA,NA,NA,NA,NA,NA,OSASCO,"3534401"
-46.6300010681152,-23.5400009155273,"764",2021-02-08 13:25:31-03,UFBA-IMS,HVC,"5150",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,martianus,Struthanthus martianus,Dettke & Waechter,"Sugiyama,M.",NA,NA,NA,"S.A.P.Godoy; D.L.Pereira; G.M.P.Ferreira; R.J.F.Garcia","468","1995","04","19",Brasil,São Paulo,São Paulo,Camping Ana Paula.,-46.6300010681152,-23.5400009155273,NA,NA,"Flores verdes, anteras marrons;",HVC00005150,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"765",2021-02-08 13:25:31-03,UFBA-IMS,HVC,"5246",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,martianus,Struthanthus martianus,Dettke & Waechter,"R.J.F. Garcia, D. L. Lefunges; M. Sugiyama","2015",NA,NA,R.J.F. Garcia,"205","1992","10","09",Brasil,São Paulo,São Paulo,"Parque Santo Dias, Trilha da Bathysa.",-46.6300010681152,-23.5400009155273,NA,NA,"Hemiparasita, formando agrupamento grande, frutos maduros pretos",HVC00005246,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"767",2021-02-08 13:25:31-03,UFBA-IMS,HVC,"4778",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,Rizzini,NA,NA,NA,D.B.J.Pickel,NA,"1949","06","14",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,HVC00004778,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.935778,-23.230444,"769",2020-06-15 15:31:00-03,UNESP-RC,HRCB,"48327",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,marginatus,Struthanthus marginatus,(Desr.) Bl.,NA,NA,NA,NA,Lombardi,"6843","2007","08","14",Brasil,São Paulo,Jundiaí,NA,-46.935778,-23.230444,46º56'08.8W,"23º13'49,6S","borda da trilha. Hemiparasita arbustiva e escandente, folhas carnosas, flores brancas, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"850","850",NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.7799987792969,-24.1800003051758,"798",2020-12-07 12:15:10-03,UFG,UFG,"62122",S,Plantae,Loranthaceae,Struthanthus,marginatus,Struthanthus marginatus,(Desc.) Blume,"Garcia, R.J.","2006","05","30","Garcia, R.J.F.; et al.","2753","2006","03","12",Brasil,São Paulo,Itanhaém,NA,-46.7799987792969,-24.1800003051758,NA,NA,"Hemiparasita; flores verdes. Voucher de estudo paleo-ambiental IG-UNICAMP.",UFG0062122,"26998",auto,NA,NA,NA,NA,NA,UFG0062122,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.6300010681152,-23.5400009155273,"800",2020-12-07 12:15:10-03,UFG,UFG,"62120",S,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,"Garcia, R.J.F.","2012","08","30","Honda, S.; et al.","1102","2012","06","25",Brasil,São Paulo,São Paulo,RPPN Cantacasa,-46.6300010681152,-23.5400009155273,NA,NA,Epífita. Fruto verde a preto.,UFG0062120,"53584",auto,NA,NA,NA,NA,NA,UFG0062120,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.708333,-23.799167,"801",2020-12-07 12:15:10-03,UFG,UFG,"62119",S,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,"Garcia, R.J.F.","2012","12","11","Pereira, F.G.; et al.","547","2012","05","10",Brasil,São Paulo,São Paulo,Parque Natural Municipal itaim,-46.708333,-23.799167,"-46.708333","-23.799167",Hemiparasita sobre Lauraceae. Pétalas verdes e estamos brancos. Foto.,UFG0062119,NA,NA,NA,NA,NA,NA,NA,UFG0062119,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.716667,-23.55,"982",2019-11-13 11:23:49-03,USP,SPF,"139886",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,"Groppo, M",NA,NA,NA,"Dislich, R","168","1995","05","26",Brasil,São Paulo,São Paulo,Cidade Universitária Armando de Salles Oliveira,-46.716667,-23.55,"-46.716667","-23.55",NA,SPF00139886,NA,NA,NA,NA,NA,NA,NA,NA,"735","765",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.716667,-23.55,"983",2019-11-13 11:23:49-03,USP,SPF,"144437",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,"Groppo, M",NA,NA,NA,"Groppo, M","200","1996","08","29",Brasil,São Paulo,São Paulo,Cidade Universitária Armando de Salles Oliveira,-46.716667,-23.55,"-46.716667","-23.55",NA,SPF00144437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"991",2021-03-15 18:28:05-03,USP,SPF,"17618",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,"Rizzini, CT",NA,NA,NA,"Venturelli, M",s.n.,NA,NA,NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,"Forma masc.&nf;Hospedeiro: Tipuana Tipu.",SPF00017618,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"992",2021-03-15 18:28:05-03,USP,SPF,"10736",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,"Hoehne, W",NA,NA,NA,"Hoehne, W",s.n.,"1941","05",NA,Brasil,São Paulo,São Paulo,Cidade Jardim.,-46.6300010681152,-23.5400009155273,NA,NA,"Sobre: Piptocarpha axillaris (Less.), Baker.",SPF00010736,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"993",2021-03-15 18:28:05-03,USP,SPF,"225702",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,"Teixeira-Costa, L","2016","06","20","Furlan, CM","102","2016","06","19",Brasil,São Paulo,São Paulo,"Cidade Universitária Armando de Salles Oliveira, Avenida Professor Almeida Prado.",-46.6300010681152,-23.5400009155273,NA,NA,"Parasita de folhas opostas, inflorescência axilar com flores pequenas esverdeadas. Voucher de estudo fitoquímico.; Cultivada em arborização urbana.",SPF00225702,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"994",2021-03-15 18:28:05-03,USP,SPF,"17407",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,"Hoehne, W",NA,NA,NA,"Hoehne, W",s.n.,"1932","06","10",Brasil,São Paulo,São Paulo,Hospital de Isolamento. Com. mat.S.B.I. Biol.,-46.6300010681152,-23.5400009155273,NA,NA,Parasitando Ficus benjamin.,SPF00017407,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"995",2021-03-15 18:28:05-03,USP,SPF,"13646",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,"Hoehne, W",NA,NA,NA,"Hoehne, W",s.n.,"1951","08","28",Brasil,São Paulo,São Paulo,Pacaembú.,-46.6300010681152,-23.5400009155273,NA,NA,Frutos. Parasita sobre Jacaranda acutifolia.,SPF00013646,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"996",2019-11-13 11:23:49-03,USP,SPF,"60951",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,"Souza, VC","1987","09","16","Garcia, RJF",s.n.,"1985","06","14",Brasil,São Paulo,São Paulo,Pq. Ibirapuera.,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00060951,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"997",2019-11-13 11:23:49-03,USP,SPF,"17619",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,"Rizzini, CT",NA,NA,NA,"Venturelli, M",s.n.,NA,NA,NA,Brasil,São Paulo,São Paulo,TIpuana tipu.,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00017619,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.733333,-23.568917,"1162",2020-09-22 13:48:52-03,USP,SPFW,"8347",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,martianus,Struthanthus martianus,Dettke & Waechter,"Ceccantini, G.C.T.",NA,NA,NA,"Ceccantini. G.C.T. Alecio, P.C.; Silva, P.C.; Fioroto, L.R.","4433","2017","08","03",Brasil,São Paulo,São Paulo,CUASO.,-46.733333,-23.568917,46º44'W,"23º34'08,1''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"777","777",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1163",2020-09-22 13:48:52-03,USP,SPFW,"8127",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,martianus,Struthanthus martianus,Dettke & Waechter,L. Teixeira-Costa,NA,NA,NA,"Costa, L.T.","138","2015","07","17",Brasil,São Paulo,São Paulo,Universidade de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,Contém haustórios terminal e laterais da parasita,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1165",2020-09-22 13:48:52-03,USP,SPFW,"8132",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,martianus,Struthanthus martianus,Dettke & Waechter,L. Teixeira-Costa,NA,NA,NA,"Costa, L.T. Justino, T.M.; Paiola, V.","153","2015","09","28",Brasil,São Paulo,São Paulo,Universidade de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,Originalmente fixado em KNV,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.3899993896484,-23.9599990844727,"1207",2020-11-12 17:03:00-03,UEL,FUEL,"31354",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,martianus,Struthanthus martianus,Dettke & Waechter,"Dettke, GA","2018","04","04","Pastore, JA; Moura, C","904","2001","01","12",Brasil,São Paulo,São Vicente,"Parque Estadual Xixová-Japuí, Japuí",-46.3899993896484,-23.9599990844727,NA,NA,NA,FUEL010270,"25482",auto,Tracheophyta,Santalales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
-46.611944,-23.370833,"1271",2021-03-04 15:46:15-03,IF,SPSF,"50690",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,martianus,Struthanthus martianus,Dettke & Waechter,A. Maruyama,"2015","09","27",A. Maruyama & L. Cicco,"67","2015","09","27",Brasil,SP,Mairiporã,NA,-46.611944,-23.370833,NA,NA,"COLETA: Liana em forófito de Myrcia splendens (Sw.) DC. Frutos maduros de coloração preta.; GEOGRAFIA: Floresta Ombrófila Densa;",NA,NA,NA,Magnoliophyta,Santalales,NA,América do Sul,NA,NA,"914","914",NA,Magnoliopsida,NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.6300010681152,-23.5400009155273,"1273",2021-03-04 15:46:15-03,IF,SPSF,"02555",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,martianus,Struthanthus martianus,Dettke & Waechter,C.S. Caires,"2017","06","20",D.Bento Pickel,NA,"1946","05","31",Brasil,SP,São Paulo,Tremembé,-46.6300010681152,-23.5400009155273,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"53584",auto,Magnoliophyta,Santalales,NA,América do Sul,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.3899993896484,-23.9599990844727,"1274",2021-03-04 15:46:15-03,IF,SPSF,"27548",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,martianus,Struthanthus martianus,Dettke & Waechter,G.A. Dettke,"2018","04","04",J.A.Pastore & C.Moura,"904","2001","01","12",Brasil,SP,São Vicente,Parque Estadual Xixová-Japuí,-46.3899993896484,-23.9599990844727,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Trepadeira, botões esverdeados; GEOGRAFIA: area alterada, região de Paranapuã em frente ao CECOF, área alterada, borda de mata.;",NA,"25482",auto,Magnoliophyta,Santalales,NA,América do Sul,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
-46.6300010681152,-23.5400009155273,"1275",2021-03-04 15:46:15-03,IF,SPSF,"03406",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,martianus,Struthanthus martianus,Dettke & Waechter,C.S. Caires,"2017","06","20",D.Bento Pickel,NA,"1949","06","14",Brasil,SP,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"53584",auto,Magnoliophyta,Santalales,NA,América do Sul,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7900009155273,-23.5300006866455,"1284",2021-03-04 15:46:16-03,IF,SPSF,"07719",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,J.A. Pastore,"1991","06","06",O.T. Aguiar,NA,"1978","02","22",Brasil,SP,Osasco,"4° Batalhão do Exército, Quitaúna",-46.7900009155273,-23.5300006866455,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Com botões florais.; GEOGRAFIA: Encontrado sobre árvore Tipuana tipu.;",NA,"8709",auto,Magnoliophyta,Santalales,NA,América do Sul,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,OSASCO,"3534401"
-47.6800003051758,-23.3500003814697,"1287",2021-03-04 15:46:16-03,IF,SPSF,"33593",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Mart. ex Eichler),M.Sugiayama,"1997","08","30",R.R.Rodrigues & R.Monteiro & J.Y.Tamashiro & L.C.Bernacci,"90","1994","08","06",Brasil,SP,Iperó,Fazenda Ipanema,-47.6800003051758,-23.3500003814697,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Liana, botões verdes; frutos maduros cor verde-oliva.; GEOGRAFIA: IBAMA;",NA,"17831",auto,Magnoliophyta,Santalales,NA,América do Sul,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,IPERÓ,"3521002"
-46.9900016784668,-24.3199996948242,"1333",2021-02-08 12:43:05-03,UFRGS,ICN,"106057",S,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,"Dettke, GA",NA,NA,NA,"Sobral, M; Gianotti, A","7376",NA,NA,NA,Brasil,SP,Peruíbe,Est. Ecol. Jureia,-46.9900016784668,-24.3199996948242,NA,NA,"Hemiparasita sobre Nectandra sp., frutos imaturos, algo azulados.; Mata atlêntica.",NA,"21922",auto,Dicotyledon,NA,NA,América do Sul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.1883010864258,-23.5228004455566,"1396",2020-07-02 08:40:50-03,IBt,SP,"285904",S,Plantae,Loranthaceae,Struthanthus,marginatus,Struthanthus marginatus,(Desr.) Blume,NA,NA,NA,NA,"Tomasulo, PLB","20","1990","03","15",Brasil,São Paulo,Mogi das Cruzes,NA,-46.1883010864258,-23.5228004455566,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.1883010864258,-23.5228004455566,"1397",2020-10-22 10:13:08-03,IBt,SP,"346912",S,Plantae,Loranthaceae,Struthanthus,marginatus,Struthanthus marginatus,(Desr.) Blume,NA,NA,NA,NA,"Tomasulo, PLB","20","1990","03","15",Brasil,São Paulo,Mogi das Cruzes,NA,-46.1883010864258,-23.5228004455566,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.6300010681152,-23.5400009155273,"1408",2020-07-02 08:40:50-03,IBt,SP,"285905",S,Plantae,Loranthaceae,Struthanthus,martianus,Struthanthus martianus,Dettke & Waechter,NA,NA,NA,NA,"Godoy, SAP","468","1995","04","19",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
