X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,preparationType,occurrenceRemarks,barcode,imagecode,day,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,typeStatus,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,fieldNumber,individualCount,relatedCatalogItem,sex,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"62",2021-03-01 16:23:25-03,UNICAMP,UEC,"91677",S,Plantae,Magnoliopsida,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,"Heiden, G","Sakane, M","417","1976","01",NA,Brazil,São Paulo,NA,"Sub-arbustiva, ca. 80 cm. Planta feminina. Plantas masculinas não estavam floridas",UEC113808,UEC113808,"27",São Paulo,Parque Nacional das Fontes do Ipiranga.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2010","09",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"63",2021-03-01 16:23:25-03,UNICAMP,UEC,"88968",S,Plantae,Magnoliopsida,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,"Heiden, G","Hoehne, W",SPF12052,"1946","10",NA,Brazil,São Paulo,NA,Forma feminina.,UEC113790,UEC113790,"28",São Paulo,Próximo à Jaraguá.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2010","09",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"64",2021-03-01 16:23:25-03,UNICAMP,UEC,"88965",S,Plantae,Magnoliopsida,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,"Heiden, G","Hoehne, W",SPF11984,"1946","07",NA,Brazil,São Paulo,NA,Forma feminina.,UEC113794,UEC113794,"03",São Paulo,Próximo à Jaraguá.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2010","09",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"65",2021-03-01 16:23:25-03,UNICAMP,UEC,"99339",S,Plantae,Magnoliopsida,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,"Heiden, G","Hoehne, W",SPF11983,"1946","06",NA,Brazil,São Paulo,NA,Forma masculina.,UEC113792,UEC113792,"07",São Paulo,Próximo à Jaraguá.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2010","09",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"66",2021-03-01 16:23:25-03,UNICAMP,UEC,"88969",S,Plantae,Magnoliopsida,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,"Teodoro, I","Hoehne, W",SPF12079,"1948","10",NA,Brazil,São Paulo,NA,Forma masculina.,UEC113789,UEC113789,"28",São Paulo,Via Anhanguera.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"1953","11","08",NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.8199996948242,-23.2099990844727,"67",2021-03-01 16:23:25-03,UNICAMP,UEC,"78158",S,Plantae,Magnoliopsida,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,"Heiden, G","Felice, T; Sciamarelli, A","27929","1993","01",NA,Brazil,São Paulo,NA,"Arbusto 1 m, flores creme e apenas masculinas.",UEC113788,UEC113788,"02",Várzea Paulista,Serra de Mursa.,-46.8199996948242,-23.2099990844727,NA,NA,NA,"2010","11",NA,NA,NA,"5590",auto,NA,NA,NA,NA,NA,VÁRZEA PAULISTA,"3556503"
-46.7400016784668,-23.3600006103516,"68",2019-08-16 08:38:29-03,UTFPR,HCF,"27877",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,G. Heiden,W. Hoehne,"11606","1946","01",NA,Brasil,SP,NA,forma feminina.,NA,NA,"02",Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,NA,"2010","07","13",NA,NA,"9448",auto,NA,NA,NA,NA,NA,CAIEIRAS,"3509007"
-46.7400016784668,-23.3600006103516,"81",2020-12-21 16:14:59-03,MBM,MBM,"69133",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,"Heiden, G.","Hoehne, W.",s.n.,"1946","01",Southern America,Brazil,São Paulo,NA,NA,MBM069133,MBM069133,"02",Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,NA,"2010","07","13",NA,NA,"9448",auto,NA,NA,NA,NA,NA,CAIEIRAS,"3509007"
-46.7400016784668,-23.3600006103516,"82",2020-12-21 16:15:01-03,MBM,MBM,"253092",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Baccharis,subumbelliformis,Baccharis subumbelliformis,Heering ex Malme,Irmão Teodoro Luís,"Hoehne, W.",s.n.,"1953","11",Southern America,Brazil,São Paulo,NA,NA,MBM253092,MBM253092,"08",Caieiras,Caieiras,-46.7400016784668,-23.3600006103516,NA,NA,NA,NA,NA,NA,NA,NA,"9448",auto,NA,NA,NA,NA,NA,CAIEIRAS,"3509007"
-46.6300010681152,-23.5400009155273,"83",2020-12-21 16:15:01-03,MBM,MBM,"190247",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Baccharis,subumbelliformis,Baccharis subumbelliformis,Heering ex Malme,"Luis, T.","Hoehne, W.","11984","1946","07",Southern America,Brazil,São Paulo,NA,NA,MBM190247,MBM190247,"03",São Paulo,Próximo a Jaraguá,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.769444,-23.475833,"120",2021-03-15 18:25:24-03,USP,SPF,"225761",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,"Heiden, G; França, VG","França, VG","55","2014","04",NA,Brasil,São Paulo,NA,"Arbusto de 1,8 m alt. Heliófita. Indivíduo solitário. Capítulo verde a amarelo. Estigma amarelo. Pápus branco.; Solo areno-pedregoso.",SPF00225761,NA,"25",São Paulo,Parque Estadual do Jaraguá,-46.769444,-23.475833,"959","959",NA,"2014","07",NA,"-46.769444","-23.475833",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6361,-23.5475,"123",2019-06-24 08:12:22-03,IAC,IAC,"12931",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,G. Heiden,R.P. Malagarriga Heras,s/nº,"1946","06",NA,Brasil,São Paulo,NA,NA,NA,NA,"07",São Paulo,próximo a Jaguara,-46.6361,-23.5475,NA,NA,NA,"2010","11","07","-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6361,-23.5475,"124",2019-01-25 15:33:49-02,IAC,IAC,"17288",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén,R.P. Malagarriga Heras,W. Hoehne,"2079","1948","10",NA,Brasil,São Paulo,NA,(forma Masculina),NA,NA,"28",São Paulo,"Via Anhanguera, km 25",-46.6361,-23.5475,NA,NA,NA,"1948","10","28","-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"126",2020-07-23 11:58:47-03,CEPLAC,CEPEC,"69745",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,NA,I. Teodoro,W. Hoehne,NA,"1946","10",NA,Brasil,São Paulo,NA,NA,NA,NA,"28",SÃO PAULO,Próximo a Jaraguá.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,08/11/1953,NA,SÃO PAULO,"3550308"
-46.8199996948242,-23.2099990844727,"127",2020-12-17 17:06:59-03,UEM,HUEM,"25867",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,Adriano Maruyama,"T. de Felice; A. Sciamarelli",s.n.,"1993","01",NA,Brasil,São Paulo,NA,"Arbusto 1,0m flores creme e apenas masculinas. Doado UEC 27929.",HUEM000001236,HUEM000001236,"02",Várzea Paulista,Serra do Mursa,-46.8199996948242,-23.2099990844727,NA,NA,NA,"2020","05","17",NA,NA,"5590",auto,NA,NA,NA,NA,NA,VÁRZEA PAULISTA,"3556503"
-46.456389,-23.396667,"138",2021-03-04 15:42:28-03,IF,SPSF,"52801",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,P.A.São José,R. J. Almeida-Scabbia et al.,"884","2012","12",América do Sul,Brasil,SP,NA,"COLETA: Arbusto com aprox. 40cm de altura. Botões esverdeados.; GEOGRAFIA: Cerrado alterado com plantas ruderais e gado.;",NA,NA,"04",Guarulhos,NA,-46.456389,-23.396667,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.6300010681152,-23.5400009155273,"143",2021-03-04 15:42:28-03,IF,SPSF,"03688",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusen ex Malme,G.Heiden,W.Hoehne,"1983","1983","06",América do Sul,Brasil,SP,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"07",São Paulo,Jaraguá,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2011","06","22",NA,NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"144",2021-03-04 15:42:28-03,IF,SPSF,"03604",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusen ex Malme,G.Heiden,W.Hoehne,"2053","1947","03",América do Sul,Brasil,SP,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"27",São Paulo,Jaraguá,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2011","06","22",NA,NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"145",2021-03-04 15:42:28-03,IF,SPSF,"03682",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusen ex Malme,G.Heiden,W.Hoehne,"1914","1946","07",América do Sul,Brasil,SP,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"18",São Paulo,Jaraguá,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2011","06","17",NA,NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"146",2021-03-04 15:42:28-03,IF,SPSF,"04394",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,NA,NA,W.Hoehne,NA,"1948","10",América do Sul,Brasil,SP,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"28",São Paulo,Via Anhanguera,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"147",2021-02-08 12:34:46-03,UFRGS,ICN,"019899",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Luis, Ir T","Hoehne, W","2045","1946","11",América do Sul,Brasil,SP,NA,"Doação La Salle; Forma masculina.",NA,NA,"08",São Paulo,Alto da Lapa,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"148",2021-02-08 12:34:46-03,UFRGS,ICN,"019898",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Luis, Ir T","Hoehne, W","2044","1946","11",América do Sul,Brasil,SP,NA,"Doação La Salle; Forma feminina.",NA,NA,"08",São Paulo,Alto da Lapa,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"149",2021-02-08 12:34:46-03,UFRGS,ICN,"017652",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Heiden, G","Hoehne, W","1972","1946","05",América do Sul,Brasil,SP,NA,Planta feminina,NA,NA,"03",São Paulo,Alto da Lapa,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2010","03","26",NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"150",2021-02-08 12:34:46-03,UFRGS,ICN,"020283",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Heiden, G","Hoehne, W","1606","1946","01",América do Sul,Brasil,SP,NA,Planta feminina,NA,NA,"02",São Paulo,Caieiras,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2010","03","26",NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"151",2021-02-08 12:34:46-03,UFRGS,ICN,"019903",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Luis, Ir T","Hoehne, W","2050","1945","10",América do Sul,Brasil,SP,NA,"Doação La Salle - 167; Forma feminina.",NA,NA,"10",São Paulo,Caieiras,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"152",2021-02-08 12:34:46-03,UFRGS,ICN,"019902",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Luis, Ir T","Hoehne, W","2048","1945","10",América do Sul,Brasil,SP,NA,"Doação La Salle; Forma masculina.",NA,NA,"29",São Paulo,Caieiras,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"153",2021-02-08 12:34:46-03,UFRGS,ICN,"019904",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Luis, Ir T","Hoehne, W","2051","1945","10",América do Sul,Brasil,SP,NA,"Doação La Salle - idem ICN 20317; Forma masculina.",NA,NA,"10",São Paulo,Caieiras,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"154",2021-02-08 12:34:46-03,UFRGS,ICN,"020282",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Heiden, G","Hoehne, W","1605","1946","01",América do Sul,Brasil,SP,NA,Planta masculina.,NA,NA,"02",São Paulo,Caieiras,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2010","03","26",NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"155",2021-02-08 12:34:46-03,UFRGS,ICN,"020317",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Luis, Ir T","Hoehne, W","2051","1945","10",América do Sul,Brasil,SP,NA,"Doação La Salle - idem ICN 19904; Forma masculina.",NA,NA,"10",São Paulo,Caieiras,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"156",2021-02-08 12:34:46-03,UFRGS,ICN,"020311",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Heiden, G","Hoehne, W","1999","1946","05",América do Sul,Brasil,SP,NA,"idem ICN 17645; Planta masculina",NA,NA,"16",São Paulo,Cidade Jardim,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2010","03","26",NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"157",2021-02-08 12:34:46-03,UFRGS,ICN,"031880",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Heiden, G","Hoehne, W","2000","1946","05",América do Sul,Brasil,SP,NA,Planta feminina,NA,NA,"16",São Paulo,Cidade Jardim,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2010","03","26",NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"158",2021-02-08 12:34:46-03,UFRGS,ICN,"017645",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Heiden, G","Hoehne, W","1999","1946","05",América do Sul,Brasil,SP,NA,"idem ICN 20311; Planta masculina",NA,NA,"16",São Paulo,Cidade Jardim,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2010","03","26",NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"159",2021-02-08 12:34:46-03,UFRGS,ICN,"019926",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Heiden, G","Hoehne, W","2117","1948","12",América do Sul,Brasil,SP,NA,Planta masculina,NA,NA,"30",São Paulo,prox. Interlagos,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2010","03","26",NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"160",2021-02-08 12:34:46-03,UFRGS,ICN,"017075",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Heiden, G","Hoehne, W","1983","1946","06",América do Sul,Brasil,SP,NA,NA,NA,NA,"07",São Paulo,prox. Jaraguá,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2010","03","26",NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"161",2021-02-08 12:34:46-03,UFRGS,ICN,"017076",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Heiden, G","Hoehne, W","1984","1946","07",América do Sul,Brasil,SP,NA,NA,NA,NA,"03",São Paulo,prox. Jaraguá,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2010","03","26",NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"162",2021-02-08 12:34:46-03,UFRGS,ICN,"019905",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Luis, Ir T","Hoehne, W","2052","1946","10",América do Sul,Brasil,SP,NA,"Doação La Salle - 166 - idem ICN 31835; Forma feminina.",NA,NA,"28",São Paulo,Prx. Jaraguá,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"163",2021-02-08 12:34:46-03,UFRGS,ICN,"031835",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Luis, Ir T","Hoehne, W","2052","1946","10",América do Sul,Brasil,SP,NA,"Doação La Salle - 166; Forma feminina",NA,NA,"28",São Paulo,Prx. Jaraguá,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"164",2021-02-08 12:34:46-03,UFRGS,ICN,"019921",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Luis, Ir T","Hoehne, W","2097","1946","10",América do Sul,Brasil,SP,NA,"Doação La Salle - 164; Forma masculina.",NA,NA,"28",São Paulo,Prx. Jaraguá,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
