X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,dayIdentified,typeStatus,individualCount,class,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.502069,-24.003914,"1",2021-03-15 16:37:00-03,NY,NYBG,"408808",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Inga,bollandii,Inga bollandii,Sprague & Sandwith,F. C. Hoehne,F. C. Hoehne,"29358","1932","03","21",South America,Brazil,São Paulo,Praia Grande,Praia Grande,-46.502069,-24.003914,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624978' target='other'> <mi>dwc_moreinfo</mi></a>,NY00408808,NY00408808_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRAIA GRANDE,"3541000"
-47.989753,-24.144027,"6",2021-03-15 16:37:00-03,NY,NYBG,"408809",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Inga,bollandii,Inga bollandii,Sprague & Sandwith,NA,A. C. Dias,"33","1985","01","04",South America,Brazil,São Paulo,Sete Barras,"P. E. Carlos Botelho, Sete Barras",-47.989753,-24.144027,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624979' target='other'> <mi>dwc_moreinfo</mi></a>,NY00408809,NY00408809_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
