X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,decimalLongitude,decimalLatitude,county,identifiedBy,coordinatePrecision,geoFlag,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,class,relatedCatalogItem,infraspecificEpithet,typeStatus,fieldNumber,individualCount,previousCatalogNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.502069,-24.003914,"10",2021-03-15 16:37:00-03,NY,NYBG,"797258",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Mikania,diversifolia,Mikania diversifolia,DC.,F. Oliveira,"55","1981","04","07",South America,Brazil,São Paulo,Praia Grande,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=461588' target='other'> <mi>dwc_moreinfo</mi></a>,NY00797258,NY00797258_01,-46.502069,-24.003914,Praia Grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRAIA GRANDE,"3541000"
-46.3897,-23.96,"12",2021-03-15 16:37:00-03,NY,NYBG,"797257",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Mikania,diversifolia,Mikania diversifolia,DC.,W. Hoehne,"4074","1955","09","18",South America,Brazil,São Paulo,Sao Vicente: Sao Vicente,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=461587' target='other'> <mi>dwc_moreinfo</mi></a>,NY00797257,NY00797257_01,-46.3897,-23.96,Sao Vicente,M. R. Ritter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
-46.6300010681152,-23.5400009155273,"44",2020-11-04 11:01:56-03,ESALQ,ESA,"75766",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Mikania,biformis,Mikania biformis,DC.,"Souza, J.P.; Souza, V.C.; Ivanauskas, N.M.; Rodrigues, R.R.; Gandolfi, S.; Tamashiro, J.Y.","3558.0","2001","04","14",NA,Brasil,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha para o Mirante, ca. 850msm. 23o59'30S; 46o44'35W.","850","850",NA,"Volúvel, flores creme. Campo.",ESA075766,ESA075766,-46.6300010681152,-23.5400009155273,São Paulo,NA,"53584",auto,NA,"-46,743,056","-23,991,667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.3899993896484,-23.9599990844727,"45",2020-11-04 11:01:56-03,ESALQ,ESA,"37020",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Mikania,diversifolia,Mikania diversifolia,DC.,"Hoehne, W.","4074.0","1955","09","18",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,ESA037020,ESA037020,-46.3899993896484,-23.9599990844727,São Vicente,"Ritter, M.R.","25482",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
-46.3899993896484,-23.9599990844727,"74",2021-03-01 16:24:42-03,UNICAMP,UEC,"87062",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,diversifolia,Mikania diversifolia,A.DC.,"Hoehne, W","4074","1955","09","18",NA,Brazil,São Paulo,NA,NA,NA,NA,"Escadente. Flores amareladas.; Brejo.",UEC128586,UEC128586,-46.3899993896484,-23.9599990844727,São Vicente,"Ritter, MR","25482",auto,"1989",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
-46.3899993896484,-23.9599990844727,"95",2020-12-21 16:16:36-03,MBM,MBM,"201346",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Mikania,diversifolia,Mikania diversifolia,DC.,"Hoehne, W.","4074","1955","09","18",Southern America,Brazil,São Paulo,São Vicente,NA,NA,NA,NA,MBM201346,MBM201346,-46.3899993896484,-23.9599990844727,São Vicente,"Ritter, M.R.","25482",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
-46.3899993896484,-23.9599990844727,"114",2020-12-11 11:33:15-03,UFMG,BHCB,"36786",PreservedSpecimen,Plantae,Dicotyledon,NA,Asteraceae,Mikania,diversifolia,Mikania diversifolia,DC.,"Hoehne, W","4074","1955","09","18",Southern America,Brasil,São Paulo,São Vicente.,NA,NA,NA,Brejo. Escandente. Flores amareladas.,NA,NA,-46.3899993896484,-23.9599990844727,São Vicente,NA,"25482",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
-46.3899993896484,-23.9599990844727,"180",2019-10-07 09:11:42-03,UEFS,HUEFS,"25563",PreservedSpecimen,Plantae,Angiospermae,Asterales,Asteraceae,Mikania,diversifolia,Mikania diversifolia,DC.,"Hoehne, W.","4074","1955","09","18",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,HUEFS0025563,HUEFS0025563,-46.3899993896484,-23.9599990844727,São Vicente,NA,"25482",auto,NA,NA,NA,NA,NA,Asteranae,NA,NA,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
-46.9900016784668,-24.3199996948242,"197",2019-11-13 16:04:30-03,UNISANTA,HUSC,"8399",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Mikania,biformis,Mikania biformis,DC.,"Moraes, J.N.; Lima, B.","56","2006","08","18",NA,Brasil,São Paulo,"praia do Guaraú, Estancia Balneária Garça Vermelha",NA,NA,NA,"Liana herbacea; Floresta de restinga alta seca",NA,NA,-46.9900016784668,-24.3199996948242,Peruíbe,"Sampaio, P.S.P.","21922",auto,"2007",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.3899993896484,-23.9599990844727,"205",2019-11-01 14:54:15-03,UnB,UB,"122766",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Asteraceae,Mikania,diversifolia,Mikania diversifolia,DC.,"Hoehne, W","4074","1955","09","18",Southern America,Brasil,São Paulo,NA,NA,NA,NA,"Flores amareladas.; Escandente.; Brejo",NA,NA,-46.3899993896484,-23.9599990844727,São Vicente,"Ritter, M","25482",auto,"1989",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
-46.7799987792969,-24.1800003051758,"236",2019-11-21 10:00:58-03,IBt,SP,"156370",S,Plantae,NA,NA,Asteraceae,Mikania,biformis,Mikania biformis,DC.,"Kuhlmann, M",s.n.,"1958","09","04",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,NA,-46.7799987792969,-24.1800003051758,Itanhaém,"Simão Bianchini, R","26998",auto,"1993",NA,NA,"10","13",NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.4000015258789,-24,"237",2019-11-21 10:00:58-03,IBt,SP,"169622",S,Plantae,NA,NA,Asteraceae,Mikania,diversifolia,Mikania diversifolia,DC.,"Oliveira, F","55","1981","04","07",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,NA,-46.4000015258789,-24,Praia Grande,NA,"22363",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRAIA GRANDE,"3541000"
-46.3899993896484,-23.9599990844727,"238",2019-11-21 10:00:58-03,IBt,SP,"305314",S,Plantae,NA,NA,Asteraceae,Mikania,diversifolia,Mikania diversifolia,DC.,"Hoehne, W","4074","1955","09","18",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,NA,-46.3899993896484,-23.9599990844727,São Vicente,"Ritter, MR","25482",auto,"1989",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
