X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,class,individualCount,typeStatus,NM_MUNICIP,CD_GEOCMU
-45.84,-23.5303,"1",2021-03-15 16:37:00-03,NY,NYBG,"492052",PreservedSpecimen,Plantae,Magnoliophyta,Lamiales,Acanthaceae,Justicia,catharinensis,Justicia catharinensis,Lindau,D. C. Wasshausen,M. Kuhlmann,"3772","1956","04","12",South America,Brazil,São Paulo,Salesópolis,"Salesópolis, Boracéia. Barrancas juntos ao caminho matas do DAE, junto à estaçao Biológica de Boracéia",-45.84,-23.5303,sheet,Instituto de Botânica Sao Paulo - Brasil <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=152551' target='other'> <mi>dwc_moreinfo</mi></a>,NY00492052,NY00492052_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.7,-23.616667,"7",2015-07-02 14:55:12-03,JBP,HPL,"6676",S,Plantae,NA,NA,Acanthaceae,Justicia,pygmaea,Justicia pygmaea,Lindau,A. Indriunas/C. Kameyama,V.C. Souza & H. Lorenzi et al.,"28994","2003","02","13",NA,Brasil,SP,Salesópolis,"Coletado no Parque Estadual da Serra do Mar - Núcleo Caraguatatuba, em local alagável.",-45.7,-23.616667,NA,NA,NA,NA,NA,NA,"2010","07","09",45° 42' W,23° 37' S,"1100","1100",NA,NA,NA,PARAIBUNA,"3535606"
-45.889778,-23.653806,"39",2019-11-06 16:08:35-03,IAC,IAC,"5994",S,Plantae,NA,NA,Acanthaceae,Justicia,pygmaea,Justicia pygmaea,Lindau,A. Indriunas,A.S. Lima & L. Silva,s/nº,"1940","12","19",NA,Brasil,São Paulo,Salesópolis,"Estação Experimental de Boracéia/Estação Experimental de Quina (atual Estação Biológica de Boracéia, Museu de Zoologia/USP)",-45.889778,-23.653806,NA,NA,NA,NA,NA,NA,"2010","10","19","-45.889778","-23.653806",NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.4599990844727,-23.6599998474121,"45",2019-11-21 09:57:46-03,IBt,SP,"426075",S,Plantae,NA,NA,Acanthaceae,Justicia,catharinensis,Justicia catharinensis,Lindau,"Kameyama, C","Shirasuna, RT; Morse, F; Rodrigues, RS","2055","2009","01","26",NA,Brasil,São Paulo,Mauá,"Lote 1 Rodoanel Mário Covas, Trecho Sul",-46.4599990844727,-23.6599998474121,NA,NA,NA,NA,"8925",auto,"2010","05","18",NA,NA,NA,NA,NA,NA,NA,MAUÁ,"3529401"
-46.4599990844727,-23.6599998474121,"46",2019-11-21 09:57:46-03,IBt,SP,"426074",S,Plantae,NA,NA,Acanthaceae,Justicia,catharinensis,Justicia catharinensis,Lindau,"Kameyama, C","Shirasuna, RT","2468","2009","07","17",NA,Brasil,São Paulo,Mauá,"Lote 1 Rodoanel Mário Covas, Trecho Sul",-46.4599990844727,-23.6599998474121,NA,NA,NA,NA,"8925",auto,"2010","05","18",NA,NA,NA,NA,NA,NA,NA,MAUÁ,"3529401"
-46.4599990844727,-23.6599998474121,"47",2019-11-21 09:57:46-03,IBt,SP,"426073",S,Plantae,NA,NA,Acanthaceae,Justicia,catharinensis,Justicia catharinensis,Lindau,"Kameyama, C","Shirasuna, RT; Morse, F","1932","2008","12","03",NA,Brasil,São Paulo,Mauá,"Lote 1 Rodoanel Mário Covas, Trecho Sul",-46.4599990844727,-23.6599998474121,NA,NA,NA,NA,"8925",auto,"2010","05","18",NA,NA,NA,NA,NA,NA,NA,MAUÁ,"3529401"
-45.8400001525879,-23.5300006866455,"48",2021-02-11 09:24:20-03,IBt,SP,"76314",S,Plantae,NA,NA,Acanthaceae,Justicia,catharinensis,Justicia catharinensis,Lindau,NA,"Kuhlmann, M","3772","1956","04","12",NA,Brasil,São Paulo,Salesópolis,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.560001373291,-23.6900005340576,"49",2019-11-21 09:57:46-03,IBt,SP,"426009",S,Plantae,NA,NA,Acanthaceae,Justicia,catharinensis,Justicia catharinensis,Lindau,"Kameyama, C","Shirasuna, RT; Kanashiro, S","1762","2008","09","30",NA,Brasil,São Paulo,São Bernardo do Campo,"Lote 3, Mata Bin Laden Rodoanel Mário Covas, Trecho Sul",-46.560001373291,-23.6900005340576,NA,NA,NA,NA,"31119",auto,"2010","05","18",NA,NA,NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
-46.560001373291,-23.6900005340576,"50",2019-11-21 09:57:46-03,IBt,SP,"426077",S,Plantae,NA,NA,Acanthaceae,Justicia,catharinensis,Justicia catharinensis,Lindau,"Kameyama, C","Shirasuna, RT; Kanashiro, S; Morse, F","1928","2008","12","02",NA,Brasil,São Paulo,São Bernardo do Campo,"Lote 3 Rodoanel Mário Covas, Trecho Sul",-46.560001373291,-23.6900005340576,NA,NA,NA,NA,"31119",auto,"2010","05","18",NA,NA,NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
-45.8400001525879,-23.5300006866455,"52",2020-12-10 11:27:02-03,IBt,SP,"386784",S,Plantae,NA,NA,Acanthaceae,Justicia,pygmaea,Justicia pygmaea,Lindau,NA,"Souza, VC","28994","2003","02","13",NA,Brasil,São Paulo,Salesópolis,NA,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
