X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,recordNumber,yearIdentified,monthIdentified,dayIdentified,phylum,order,typeStatus,continentOcean,preparationType,coordinatePrecision,geoFlag,class,relatedCatalogItem,previousCatalogNumber,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-47.5200004577637,-23.2099990844727,"156",2020-11-04 11:19:04-03,ESALQ,ESA,"63988",PreservedSpecimen,Plantae,Rutaceae,Balfourodendron,riedelianum,Balfourodendron riedelianum,(Engl.) Engl.,"Rodrigues, R.R. & Bufo, L.V.B.","Bufo, L.V.B. ; Sabadim, P.C.",NA,NA,NA,Brasil,São Paulo,Porto Feliz,NA,-47.5200004577637,-23.2099990844727,NA,NA,NA,NA,NA,ESA063988,ESA063988,"126.0","1997","01","01",Magnoliophyta,NA,NA,NA,NA,"19715",auto,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-46.6300010681152,-23.5400009155273,"157",2020-11-04 11:19:04-03,ESALQ,ESA,"87646",PreservedSpecimen,Plantae,Rutaceae,Balfourodendron,riedelianum,Balfourodendron riedelianum,(Engl.) Engl.,NA,"Handro, O.","1940","11","20",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,ESA087646,ESA087646,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"210",2019-11-21 14:44:40-03,UFJF,CESJ,"60084",PreservedSpecimen,Plantae,Rutaceae,Balfourodendron,riedelianum,Balfourodendron riedelianum,Engl.,F.C. Favoreto,Dr. Mausueto Kosc.,"1936","10",NA,Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"N.v.: Pau de Marfim, Piquiá marfim",CESJ060084,NA,s.n.,NA,NA,NA,Angiosperma,NA,NA,América do Sul,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"211",2019-11-21 14:44:40-03,UFJF,CESJ,"2028",PreservedSpecimen,Plantae,Rutaceae,Balfourodendron,riedelianum,Balfourodendron riedelianum,Engl.,Pickel,M.A. Cunha,"1951","10","29",Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,N.v.: Pau marfim,CESJ002028,NA,s.n.,NA,NA,NA,Angiosperma,NA,NA,América do Sul,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.683333,-23.383333,"230",2021-03-01 16:40:25-03,UNICAMP,UEC,"103114",S,Plantae,Rutaceae,Balfourodendron,riedelianum,Balfourodendron riedelianum,(Engl.) Engl.,"Santos, K","Tozzi, AMGA; Moreira, JLA; Santos, K; Filliettaz, AM; Mendonça Filho, CV; Galvão, JC","1998","12","01",Brazil,São Paulo,Iperó,Fazenda Nacional Ipanema,-47.683333,-23.383333,"-47.683333","-23.383333","590","590","Árvore caída recemente, final de floração, flores amareladas, início de formação de frutos.",NA,NA,"98133","1998","12",NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IPERÓ,"3521002"
-46.6300010681152,-23.5400009155273,"265",2019-08-20 10:25:22-03,UNICAMP,UEC,"92263",S,Plantae,Rutaceae,Balfourodendron,riedelianum,Balfourodendron riedelianum,(Engl.) Engl.,NA,"Koscinski, M","1933",NA,NA,Brazil,São Paulo,São Paulo,parque estadual Alberto Loefgreen,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Flor, Árvore, flores",NA,NA,"104",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"266",2019-08-20 10:25:22-03,UNICAMP,UEC,"101492",S,Plantae,Rutaceae,Balfourodendron,riedelianum,Balfourodendron riedelianum,(Engl.) Engl.,NA,"Koscinski, M","1933",NA,NA,Brazil,São Paulo,São Paulo,parque estadual Alberto Loefgreen,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Flor, Árvore, flores",UEC049980,UEC049980,"104",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"317",2021-02-12 18:12:30-03,UFES,VIES,"13378",S,Plantae,Rutaceae,Balfourodendron,riedelianum,Balfourodendron riedelianum,(Engl.) Engl.,NA,"Silva, L.L. da; et al.","1993","03","08",Brasil,São Paulo,São Paulo,Parque do Ibirapuera.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,VIES013378,VIES013378,s.n.,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.54,"392",2013-04-01 09:15:19-03,IPT,BCTW,"867",S,Plantae,NA,Balfourodendron,riedelianum,Balfourodendron riedelianum,(Engl.) Engl.,NA,NA,NA,NA,NA,Brasil,São Paulo,São Paulo,Parque Nacional das Fontes do Ipiranga (PEFI),-46.63,-23.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.5200004577637,-23.2099990844727,"486",2020-12-21 16:44:06-03,MBM,MBM,"244486",PreservedSpecimen,Plantae,Rutaceae,Balfourodendron,riedellianum,Balfourodendron riedellianum,(Engl.) Engl.,"Rodrigues, R.R.","Bufo, L.V.B.; et al.; et al.",NA,NA,NA,Brazil,São Paulo,Porto Feliz,Ribeirão Avecuia,-47.5200004577637,-23.2099990844727,NA,NA,NA,NA,NA,MBM244486,MBM244486,"126",NA,NA,NA,NA,NA,NA,Southern America,NA,"19715",auto,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-46.6300010681152,-23.5400009155273,"487",2020-12-21 16:44:06-03,MBM,MBM,"121336",PreservedSpecimen,Plantae,Rutaceae,Balfourodendron,riedellianum,Balfourodendron riedellianum,(Engl.) Engl.,"Hoehne, F.C.","Koscinski, M.",NA,NA,NA,Brazil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,MBM121336,MBM121336,s.n.,NA,NA,NA,NA,NA,NA,Southern America,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"488",2020-12-21 16:44:06-03,MBM,MBM,"140681",PreservedSpecimen,Plantae,Rutaceae,Balfourodendron,riedellianum,Balfourodendron riedellianum,(Engl.) Engl.,NA,"Koscinski, M.",NA,NA,NA,Brazil,São Paulo,São Paulo,Instituto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,MBM140681,MBM140681,s.n.,NA,NA,NA,NA,NA,NA,Southern America,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"489",2020-12-21 16:44:06-03,MBM,MBM,"85741",PreservedSpecimen,Plantae,Rutaceae,Balfourodendron,riedellianum,Balfourodendron riedellianum,(Engl.) Engl.,"Pirani, J.R.","Hoehne, W.",NA,NA,NA,Brazil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,MBM085741,MBM085741,s.n.,NA,NA,NA,NA,NA,NA,Southern America,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.623611,-23.641111,"638",2020-07-24 17:21:15-03,MBML,MBML-HERBARIO,"22276",NA,Plantae,Rutaceae,Balfourodendron,riedelianum,Balfourodendron riedelianum,(Engl.) Engl.,NA,O. Handro,"1943","05","28",Brasil,São Paulo,São Paulo,Cultivado no Jardim Botânico de SP,-46.623611,-23.641111,46W37'25,23S38'28,NA,NA,Nome vulgar: Pau-marfim.,MBML022276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"671",2021-03-01 11:51:55-03,UFPE,UFP,"38062",PreservedSpecimen,Plantae,Rutaceae,Balfourodendron,riedelianum,Balfourodendron riedelianum,(Engl.) Engl.,NA,"Handro, O","1940","11","20",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Árvore de flores alvas.,UFP038062,NA,s.n.,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.060001373291,-23.9300003051758,"768",2021-03-15 18:29:41-03,USP,SPF,"177412",PreservedSpecimen,Plantae,Rutaceae,Balfourodendron,riedelianum,Balfourodendron riedelianum,(Engl.) Engl.,"Polisel, RT","Chaer, L","2006","11","15",Brasil,São Paulo,Juquitiba,Estrada da Palestina. Recanto Maria Tereza. Próximo ao canil.,-47.060001373291,-23.9300003051758,NA,NA,NA,NA,"Árvore de 7 m de alt., flores brancas pouco vistosas. Presença de glândulas nas axilas das nervuras.",SPF00177412,NA,"11","2006","11",NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-46.6300010681152,-23.5400009155273,"773",2019-11-13 11:30:39-03,USP,SPF,"75979",PreservedSpecimen,Plantae,Rutaceae,Balfourodendron,riedelianum,Balfourodendron riedelianum,(Engl.) Engl.,"Hoehne, FC","Koscinski, M","1933","11",NA,Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,SPF00075979,NA,"104",NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
