X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,recordNumber,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-46.291667,-23.770833,"356",2019-12-12 15:31:50-03,UFABC,HUFABC,"000601",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,Bruniera C. P.,"Bruniera, C P; Dutra, L L","2017","09","14",Brasil,São Paulo,Santo André,"Parque Natural Municipal Nascentes de Paranapiacab, Estrada de terra após portão da entrada para Trilha da Pontinha. Borda de Floresta Ombrófila Densa. Vegetação secundária.",-46.291667,-23.770833,"-46.291667","-23.770833",HUFABC000601,HUFABC000601,"2017","09",NA,"940",NA,NA,"Arvoreta ca. 2m alt. Folhas cartáceas, discolores. Botões verdes. Frutos secos.",NA,NA,NA,Angiospermas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"359",2019-12-12 15:31:50-03,UFABC,HUFABC,"001073",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,NA,"Mariano Neto, E","1966","01","31",Brasil,São Paulo,Santo André,"Trilha Construida pela CESP, estrada da Torre, cam",-46.5299987792969,-23.6599998474121,NA,NA,HUFABC001073,HUFABC001073,NA,NA,NA,"46",NA,NA,"Arvoreta 4,0m alt. Botões esverdeados, interior de capão.",NA,NA,NA,Angiospermas,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-45.8400001525879,-23.5300006866455,"438",2020-11-04 11:18:47-03,ESALQ,ESA,"69777",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,longipes,Psychotria longipes,Müll. Arg.,"Ferreira, M.A.P.","Oliveira, A.A.; Stella, A.; Siqueira, L.P.; Muniz, M.R.A.; Souza, P.C.A.; Silva, P.P.V.; S.C.Souza, Pereira, V.A.C.; Scalon, V.R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","25",Brasil,São Paulo,Salesópolis,"Estrada Intermediária, parque estadual da Serra do Mar, Km 45, 1060-1130 msm. Floresta Ombrófila Densa de Altitude, com diferentes graus de degradação. Interior de mata.",-45.8400001525879,-23.5300006866455,"-45,683,333","-23,633,333",ESA069777,ESA069777,"2011","12","15","3695.0",NA,NA,"Árvore, 3m alt.; frutos imaturos verdes.",NA,NA,NA,Magnoliophyta,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.5299987792969,-23.4599990844727,"462",2020-11-04 11:18:56-03,ESALQ,ESA,"5585",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Pinho-Ferreira, M.A.","Gandolfi, S. et al.","1985","07","30",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,ESA005585,ESA005585,"2005","12","28","995.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.5299987792969,-23.4599990844727,"471",2020-11-04 11:18:56-03,ESALQ,ESA,"5588",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Pinho-Ferreira, M.A.","Gandolfi, S. et al.","1984","10","04",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,ESA005588,ESA005588,"2005","12","28",NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.5299987792969,-23.4599990844727,"472",2020-11-04 11:18:56-03,ESALQ,ESA,"5587",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Pinho-Ferreira, M.A.","Gandolfi, S. et al.","1984","01","01",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,ESA005587,ESA005587,"2005","12","28","8178.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.6300010681152,-23.5400009155273,"491",2020-11-04 12:15:58-03,ESALQ,ESA,"142631",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Almeida-Scabbia, R.J.","Almeida-Scabbia, R.J.","2012","10","16",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,ESA142631,NA,NA,NA,NA,"718.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1300010681152,-23.2999992370605,"498",2020-11-04 11:18:56-03,ESALQ,ESA,"19393",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Pinho-Ferreira, M.A.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1994","03","15",Brasil,São Paulo,Cabreúva,Jacaré. Cerrado.,-47.1300010681152,-23.2999992370605,"-47,039,917","-23,228,194",ESA019393,ESA019393,"2005","12","28","2155.0",NA,NA,"Arvoreta, 3 m alt.; frutos imaturos verdes.",NA,NA,NA,Magnoliophyta,NA,NA,NA,"16877",auto,NA,NA,NA,NA,NA,NA,CABREÚVA,"3508405"
-46.6300010681152,-23.5400009155273,"499",2020-11-04 11:18:56-03,ESALQ,ESA,"75236",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Mendaçolli, S.L.J.","Souza, J.P.; Souza, V.C.; Ivanauskas, N.M.; Rodrigues, R.R.; Gandolfi, S.; Tamashiro, J.Y.","2001","04","14",Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha para o Mirante.",-46.6300010681152,-23.5400009155273,"-46,743,056","-23,991,667",ESA075236,ESA075236,NA,NA,NA,"3560.0","850","850","Arvoreta, ca. 2m alt. Frutos imaturos verdes, maduros negros.",NA,NA,NA,Magnoliophyta,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1300010681152,-23.5200004577637,"531",2020-11-04 11:18:56-03,ESALQ,ESA,"26985",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Pinho-Ferreira, M.A.","Cardoso-Leite, E. ; Oliveira, A.","1994","10","27",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,ESA026985,ESA026985,"2005","12","28","395.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.5299987792969,-23.4599990844727,"551",2020-11-04 11:18:56-03,ESALQ,ESA,"5577",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Pinho-Ferreira, M.A.","Gandolfi, S. et al.",NA,NA,NA,Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,ESA005577,ESA005577,"2005","12","28","4277.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-45.8400001525879,-23.5300006866455,"560",2020-11-04 11:18:56-03,ESALQ,ESA,"79125",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Pinho-Ferreira, M.A.","Ivanauskas, N.M.; Mendes, J.C.T.; Ferraz, K.M.B.; Ferraz, S.F.B.; Silva, E.V.; Valente, R.; Rocha, E.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","25",Brasil,São Paulo,Salesópolis,"Parque Estadual da Serra do Mar, estrada intermediária km 45. Floresta Ombrófila Densa de Altitude, com vários níveis de perturbação. Borda da mata.",-45.8400001525879,-23.5300006866455,"-45,698,889","-23,637,778",ESA079125,ESA079125,"2005","12","22","4624.0",NA,NA,"Arbusto com 2,0 metros de altura, frutos roxos",NA,NA,NA,Magnoliophyta,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.6300010681152,-23.5400009155273,"561",2020-11-04 11:18:56-03,ESALQ,ESA,"75179",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Mendaçolli, S.L.J.","Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","13",Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu.",-46.6300010681152,-23.5400009155273,"-46,775,417","-23,989,083",ESA075179,ESA075179,NA,NA,NA,"2196.0","750","750","Arbusto com ramos pendentes, 3m alt. Frutos verdes.",NA,NA,NA,Magnoliophyta,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.4599990844727,"571",2020-11-04 11:18:56-03,ESALQ,ESA,"5586",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Pinho-Ferreira, M.A.","Gandolfi, S. et al.","1985","10","15",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,ESA005586,ESA005586,"2005","12","28",NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.5299987792969,-23.4599990844727,"572",2020-11-04 11:18:56-03,ESALQ,ESA,"7295",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Pinho-Ferreira, M.A.","Gandolfi, S. et al.","1985","10","15",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,ESA007295,ESA007295,"2005","12","28",NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.5299987792969,-23.4599990844727,"573",2020-11-04 11:18:56-03,ESALQ,ESA,"5575",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Pinho-Ferreira, M.A.","Gandolfi, S. et al.","1985","10","15",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,ESA005575,ESA005575,"2005","12","28","995.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.5299987792969,-23.4599990844727,"574",2020-11-04 11:18:56-03,ESALQ,ESA,"5576",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Pinho-Ferreira, M.A.","Gandolfi, S. et al.","1984","09","01",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,ESA005576,ESA005576,"2005","12","28","8333.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.7200012207031,-23.1000003814697,"579",2020-11-04 11:18:56-03,ESALQ,ESA,"6290",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Pinho-Ferreira, M.A.","Malagodi, M.A.S.","1990","10","22",Brasil,São Paulo,Jarinu,NA,-46.7200012207031,-23.1000003814697,NA,NA,ESA006290,ESA006290,"2005","12","28",NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"13582",auto,NA,NA,NA,NA,NA,NA,JARINU,"3525201"
-45.8800010681152,-23.1700000762939,"581",2020-11-04 11:18:56-03,ESALQ,ESA,"13391",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Pinho-Ferreira, M.A.","Silva, A.F. ; Capellari Jr., L.","1986","10","08",Brasil,São Paulo,São José dos Campos,NA,-45.8800010681152,-23.1700000762939,NA,NA,ESA013391,ESA013391,"2005","12","28","1499.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"39297",auto,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.6300010681152,-23.5400009155273,"583",2020-11-04 11:18:56-03,ESALQ,ESA,"95158",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Souza, V.C. & Romão, G.O.","Romão, G.O. ; Duarte, A.R.","2000","09","20",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,ESA095158,ESA095158,NA,NA,NA,"282.0",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.84,-23.53,"591",2015-07-02 14:04:02-03,JBP,HPL,"11038",S,Plantae,Rubiaceae,Psychotria,sessilis,Psychotria sessilis,Vell.,G.A.D.C. Franco,"F.M. Souza, M.T.Z. Toniato, D. Souza","2005","02","23",Brasil,SP,Salesópolis,"Coletado no Parque Estadual da Serra do Mar, estrada intermediária da PETROBRÁS, Trilha da Torre (SABESP); em área de Floresta Ombrófila Densa Montana (SAD69, 7386173S, 428614W, 1278m)",-45.84,-23.53,NA,NA,NA,NA,"2005","03","05","506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.1883010864258,-23.5228004455566,"604",2019-07-26 11:41:11-03,IPA,IPA,"12647",S,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Zappi, D.","Pickel, B.","1941","02","20",Brasil,São Paulo,Mogi das Cruzes,Fazenda do Parataí,-46.1883010864258,-23.5228004455566,NA,NA,IPA0012647,NA,"1982","01",NA,"12647",NA,NA,NA,Southern America,NA,NA,Plantae,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.6300010681152,-23.5400009155273,"605",2019-02-15 11:49:49-02,IPA,IPA,"10355",S,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Kirkbride, J.H.","Pickel, B.","1940","09","26",Brasil,São Paulo,São Paulo,Chácara dos Morrinhos,-46.6300010681152,-23.5400009155273,NA,NA,IPA0010355,NA,"1982","01",NA,"4753",NA,NA,Arbusto do mato. Flor branca.,Southern America,NA,NA,Plantae,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"606",2019-02-15 11:49:49-02,IPA,IPA,"63777",S,Plantae,Rubiaceae,Psychotria,vellosiana,Psychotria vellosiana,Benth.,"Zappi, D.","Aragaki, S.",NA,NA,NA,Brasil,São Paulo,São Paulo,Parque Municipal Alfredo Volpi,-46.6300010681152,-23.5400009155273,NA,NA,IPA0063777,NA,"2004","05",NA,"392",NA,NA,NA,Southern America,NA,NA,Plantae,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
