X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,class,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.7799987792969,-24.1800003051758,"9",2020-11-04 12:17:23-03,ESALQ,ESA,"75520",PreservedSpecimen,Plantae,Magnoliophyta,NA,Orchidaceae,Campylocentrum,spannagelli,Campylocentrum spannagelli,Hoehne,"Pessoa, E.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","253.0","2001","04","18",NA,Brasil,São Paulo,Itanhaém,BLOQUEADO,-46.7799987792969,-24.1800003051758,"5","5",NA,"Epífita, frutos imaturos verdes.",ESA075520,NA,NA,"2017","01","26","26998",auto,NA,NA,NA,ITANHAÉM,"3522109"
-46.4199981689453,-23.8899993896484,"14",2019-08-20 10:00:37-03,UNICAMP,UEC,"138958",S,Plantae,Liliopsida,NA,Orchidaceae,Campylocentrum,spannagelii,Campylocentrum spannagelii,Hoehne,"Pessoa, E","Singer, RB","9879","1998","08","15",NA,Brazil,São Paulo,Cubatão,"Parque Estadual da Serra do Mar, Núcleo Cubatão.",-46.4199981689453,-23.8899993896484,NA,NA,NA,NA,UEC064659,NA,NA,"2017","01","26","15123",auto,NA,NA,NA,CUBATÃO,"3513504"
