X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,verbatimLongitude,verbatimLatitude,fieldNumber,typeStatus,individualCount,NM_MUNICIP,CD_GEOCMU
-46.7797,-24.1803,"2",2021-03-15 16:37:00-03,NY,NYBG,"390954",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"R. C. Barneby; J. W. Grimes",E. Pereira,"8162","1964","01","11",South America,Brazil,São Paulo,Itanhaém,"Itanhaem, Suarao",-46.7797,-24.1803,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672585' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390954,NY00390954_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.621883,-23.654505,"7",2021-03-15 16:37:00-03,NY,NYBG,"00390961",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"R. C. Barneby; J. W. Grimes",W. Hoehne,s.n.,"1944","10","17",South America,Brazil,São Paulo,Sao Paulo,Parque do Estado de Sao Paulo,-46.621883,-23.654505,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672596' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390961,NY00390961_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.4,-24,"10",2021-03-15 16:37:00-03,NY,NYBG,"390960",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"R. C. Barneby; J. W. Grimes",W. Hoehne,NA,"1951","01","21",South America,Brazil,São Paulo,Praia Grande,Mongaguá. Praia Grande,-46.4,-24,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672595' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390960,NY00390960_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRAIA GRANDE,"3541000"
-46.7797,-24.1803,"19",2021-03-15 16:37:00-03,NY,NYBG,"390942",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"R. C. Barneby; J. W. Grimes",E. Pereira,"8162","1964","01","11",South America,Brazil,São Paulo,Itanhaém,"Itanhaem, Suarao",-46.7797,-24.1803,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672574' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390942,NY00390942_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.618358,-23.646109,"20",2021-03-15 16:37:00-03,NY,NYBG,"390951",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,R. C. Barneby,M. C. Camara,NA,"1976","12","15",South America,Brazil,São Paulo,Sao Paulo,"Parque Estadual das Fontes do Ipiranga, Jardim Botanico. Area 6",-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672593' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390951,NY00390951_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"23",2021-03-15 16:37:00-03,NY,NYBG,"390955",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"R. C. Barneby; J. W. Grimes",O. Handro,NA,"1943","03","01",South America,Brazil,São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672588' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390955,NY00390955_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"24",2021-03-15 16:37:00-03,NY,NYBG,"390952",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,R. C. Barneby,M. Kirizawa,NA,"1977","05","04",South America,Brazil,São Paulo,Sao Paulo,"Parque Estadual das Fontes do Ipiranga, Jardim Botanico",-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672592' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390952,NY00390952_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.4,-24,"25",2021-03-15 16:37:00-03,NY,NYBG,"390937",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,NA,W. Hoehne,NA,"1944","10","17",South America,Brazil,São Paulo,Praia Grande,Mongaguá. Praia Grande,-46.4,-24,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672599' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390937,NY00390937_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRAIA GRANDE,"3541000"
-46.618358,-23.646109,"34",2021-03-15 16:37:00-03,NY,NYBG,"390950",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,R. C. Barneby,M. Goes,NA,"1977","10","05",South America,Brazil,São Paulo,Sao Paulo,"Parque Estadual das Fontes do Ipiranga, Jardim Botanico. Area 6",-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672591' target='other'> <mi>dwc_moreinfo</mi></a>,NY00390950,NY00390950_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9900016784668,-24.3199996948242,"52",2021-04-08 17:39:25-03,EAO,IAN,"37202",PreservedSpecimen,Plantae,Dicotiledônea,NA,Leguminosae-Caesalp.,Abarema,brachystachya,Abarema brachystachya,(DC.) Barneby & J.W.Grimes,"Lewis, GP","Dedecca, D","8341","1947","06","05",Southern America,Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,"Arvore, mata.",IAN037202,IAN037202 IAN037202_e,NA,NA,"21922",auto,"1998","08","06",NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
