X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,county,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,fieldNumber,dayIdentified,verbatimLongitude,verbatimLatitude,typeStatus,individualCount,class,previousCatalogNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.8800010681152,-23.1800003051758,"11",2019-08-20 10:01:01-03,UNICAMP,UEC,"110411",S,Plantae,Liliopsida,NA,Orchidaceae,Pteroglossa,macrantha,Pteroglossa macrantha,(Rchb.f.) Schltr.,"Pansarin, ER","Pansarin, ER","557","1999","11","01",NA,Brazil,São Paulo,"Serra do Japi, Sentido Eloy Chaves, próximo a represa do DAE.",-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,UEC007508,UEC007508,Jundiaí,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.6300010681152,-23.5400009155273,"67",2019-11-21 10:13:47-03,IBt,SP,"28449",S,Plantae,NA,NA,Orchidaceae,Pteroglossa,macrantha,Pteroglossa macrantha,(Rchb.f.) Schltr.,"Guimarães, LRS","Hoehne, FC",s.n.,"1931","11","11",NA,Brasil,São Paulo,Morro do Jaraguá,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,São Paulo,"53584",auto,"2011","02",NA,"07",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"68",2019-11-21 10:13:47-03,IBt,SP,28449A,S,Plantae,NA,NA,Orchidaceae,Pteroglossa,macrantha,Pteroglossa macrantha,(Rchb.f.) Schltr.,"Barros, F","Handro, O",s.n.,"1938","11","12",NA,Brasil,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,São Paulo,"53584",auto,"1980","08",NA,"22",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
