X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,coordinatePrecision,geoFlag,class,typeStatus,relatedCatalogItem,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,fieldNumber,individualCount,infraspecificEpithet,NM_MUNICIP,CD_GEOCMU
-46.618358,-23.646109,"4",2021-03-15 16:37:00-03,NY,NYBG,"579572",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,L. R. Landrum,L. R. Landrum,"4013","1981","12","20",South America,Brazil,São Paulo,Sao Paulo,"Sao Paulo, Jardim Botanico.",-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60055' target='other'> <mi>dwc_moreinfo</mi></a>,NY00579572,NY00579572_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46,-23.58,"5",2021-03-15 16:37:00-03,NY,NYBG,"579570",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,NA,A. H. Gentry,"4686","1987","02","04",South America,Brazil,São Paulo,Boracéia,"Boraceia, between Moji das Cruzes and Biritiba-Mirim, crest of Serra do Mar. Transect 10.",-46,-23.58,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60059' target='other'> <mi>dwc_moreinfo</mi></a>,NY00579570,NY00579570_01,"870","870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BIRITIBA MIRIM,"3506607"
-46.5299987792969,-23.6599998474121,"7",2019-12-12 15:31:46-03,UFABC,HUFABC,"000405",PreservedSpecimen,Plantae,Angiospermas,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O. Berg.) L. R. Landrum,NA,"Mourad, B M","27","2014","02","11",NA,Brasil,São Paulo,Santo André,"Vila de Paranapiacaba, R. Direita",-46.5299987792969,-23.6599998474121,NA,"Nome popular: Cambuci; alor medicinal: pedra nos rins e inflamações",HUFABC000405,HUFABC000405,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"13",2020-11-04 11:14:22-03,ESALQ,ESA,"123782",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,"Ferreira, M.A.P.","Ferreira, M.A.P.","7250.0","2012","06","10",NA,Brasil,São Paulo,São Paulo,"Freguesia do Ó, jadim residencial.",-46.6300010681152,-23.5400009155273,NA,"Árvore, 4m",ESA123782,NA,NA,NA,"2012","53584",auto,NA,NA,NA,NA,NA,"05","10",NA,NA,NA,SÃO PAULO,"3550308"
-46.7799987792969,-24.1800003051758,"14",2020-11-04 11:14:22-03,ESALQ,ESA,"75352",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O.Berg) Landrum,NA,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2302.0","2001","04","17",NA,Brasil,São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4S; 46o49'27,9W. 30-180msm.",-46.7799987792969,-24.1800003051758,NA,"Árvore, 12m alt. Frutos amarelos.",ESA075352,ESA075352,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-47.31605,-24.02021,"15",2020-11-04 11:14:22-03,ESALQ,ESA,"128123",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,NA,"Flores, T.B.","1805.0","2013","03","26",NA,Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",-47.31605,-24.02021,NA,NA,ESA128123,NA,"480","480",NA,NA,NA,NA,NA,NA,"-47.31605","-24.02021",NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.45029,-24.07695,"16",2020-11-04 11:14:22-03,ESALQ,ESA,"128122",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,"Souza, V.C.","Delfini, C.","852.0","2013","03","27",NA,Brasil,São Paulo,Tapiraí,"Trilha entre a UHE Alecrim e UHE Porto Raso. Floresta Ombrófila Densa, na margem do rio Dezembro.",-47.45029,-24.07695,NA,"Árvore, ca. 5m alt., frutos imaturos verdes.",ESA128122,NA,"331","331","2013",NA,NA,NA,NA,NA,"-47.45029","-24.07695","04","04",NA,NA,NA,MIRACATU,"3529906"
-45.6599998474121,-23.3799991607666,"18",2020-11-04 11:14:22-03,ESALQ,ESA,"114275",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,"Leão, M.M.","Leão, M.M.",NA,"2011","02","20",NA,Brasil,São Paulo,Paraibuna,NA,-45.6599998474121,-23.3799991607666,NA,NA,ESA114275,ESA114275,NA,NA,"2011","30824",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARAIBUNA,"3535606"
-47.9199981689453,-24.3799991607666,"20",2020-11-04 11:14:22-03,ESALQ,ESA,"109459",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,NA,NA,"Duarte, A.R.","504.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,ESA109459,ESA109459,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.6300010681152,-23.5400009155273,"25",2019-02-15 11:46:13-02,IPA,IPA,"9919",S,Plantae,Plantae,NA,Myrtaceae,Campomanesia,phaea,Campomanesia phaea,(O. Berg) Landrum,"Barroso, G.M.","Pickel, B.","5600","1941","11","23",Southern America,Brasil,São Paulo,São Paulo,"Parque les Oiseaux, cultivada.",-46.6300010681152,-23.5400009155273,NA,NA,IPA0009919,NA,NA,NA,"1993","53584",auto,NA,NA,NA,NA,NA,"03",NA,NA,NA,NA,SÃO PAULO,"3550308"
