X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,geoFlag,recordNumber,continentOcean,preparationType,previousCatalogNumber,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,typeStatus,verbatimLongitude,verbatimLatitude,class,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-47.2599983215332,-23.5300006866455,"280",2021-03-01 16:26:24-03,UNICAMP,UEC,"124949",S,Plantae,Magnoliopsida,NA,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,(Vell.) Stellfeld ex Souza,"Semir, J","2001","02","13","Amaral, MCE; Bittrich, V","2001","02","11",Brazil,São Paulo,Alumínio,"Chácara Sperancini; antiga área da fazenda Vale Grande; cerrado (campo sujo), queimado durante o inverno.",-47.2599983215332,-23.5300006866455,"9250","Subarbusto prostrado, frutos imaturos verdes; entre gramíneas, comum.",auto,2001/10,NA,NA,NA,UEC007658,UEC007658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALUMÍNIO,"3501152"
-46.6300010681152,-23.5400009155273,"314",2019-11-25 12:11:40-03,UFSM,SMDB,"1434",S,Plantae,NA,NA,Bignoniaceae,Anemopaegma,mirandum,Anemopaegma mirandum,(Cham.) Mart. ex DC.,NA,NA,NA,NA,"Paviani, T.I.",NA,NA,NA,Brasil,São Paulo,São Paulo,Araraquara,-46.6300010681152,-23.5400009155273,"53584",NA,auto,s.n.,NA,NA,NA,SMDB001434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7200012207031,-23.3199996948242,"353",2020-12-21 16:18:10-03,MBM,MBM,"273786",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,(Vell.) Stellf. ex de Souza,"Franco, G.A.D.C.",NA,NA,NA,"Baitello, J.B.","2001","02","02",Brazil,São Paulo,Franco da Rocha,Parque Estadual do Juqueri,-46.7200012207031,-23.3199996948242,"12135",NA,auto,"933",Southern America,NA,NA,MBM273786,MBM273786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.7200012207031,-23.3199996948242,"662",2021-03-04 11:04:34-03,UFRB,HURB,"3594",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,(Vell.) Stell. ex Souza,G.A.D.C. Franco,"2001","03","14","Baitello, J.B.","2001","02","02",Brasil,São Paulo,Franco da Rocha,"Parque Estadual do Juquery;",-46.7200012207031,-23.3199996948242,"12135",<ll>dwc_commonname:</ll> catuaba do cerrado,auto,"933",NA,NA,NA,HURB000003594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.6300010681152,-23.5400009155273,"727",2019-12-19 11:17:43-03,UFG,UFG,"49024",S,Plantae,NA,NA,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,(Vell.) Stellfeld ex Souza,NA,"2010","05","28","Teles, A.M.; Sampaio, T.H.S.","2010","05","28",Brasil,São Paulo,São Paulo,Parque Estadual da Cantareira,-46.6300010681152,-23.5400009155273,"53584",NA,auto,"821",NA,NA,NA,UFG0049024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.9658,-23.3053,"969",2019-01-25 15:38:56-02,IAC,IAC,"31640",S,Plantae,NA,NA,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,(Vell.) Stellfeld ex de Souza,M.M. Silva-Castro,"2001","02","05",M.A. Alves,"1994","03","09",Brasil,São Paulo,Jacareí,NA,-45.9658,-23.3053,NA,NA,NA,s/nº,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.9658","-23.3053",NA,NA,NA,NA,JACAREÍ,"3524402"
-46.7200012207031,-23.3199996948242,"1235",2021-03-04 15:43:36-03,IF,SPSF,"30655",PreservedSpecimen,Plantae,Magnoliophyta,Lamiales,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,NA,J.B.Baitello,"2002","11","27",J.B.Baitello,"2002","11","25",Brasil,SP,Franco da Rocha,Parque Estadual do Juqueri,-46.7200012207031,-23.3199996948242,"12135","COLETA: XLS: SPSFAntigo&nf;Campo limpo&nf;Herbáceo-arbustiva prostrada, flores com tubos amarelos.;",auto,"1277",América do Sul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.7200012207031,-23.3199996948242,"1236",2021-03-04 15:43:36-03,IF,SPSF,"27837",PreservedSpecimen,Plantae,Magnoliophyta,Lamiales,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,NA,NA,NA,NA,NA,J.B.Baitello,"2001","02","02",Brasil,SP,Franco da Rocha,P.E.Juqueri,-46.7200012207031,-23.3199996948242,"12135","COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo cerrado&nf;;",auto,"933",América do Sul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.8800010681152,-23.1800003051758,"1378",2019-11-21 10:02:01-03,IBt,SP,"14988",S,Plantae,NA,NA,Bignoniaceae,Anemopaegma,mirandum,Anemopaegma mirandum,(Cham.) Mart. ex DC.,NA,NA,NA,NA,Schrottky,"1900","11",NA,Brasil,São Paulo,Jundiaí,NA,-46.8800010681152,-23.1800003051758,"17840",NA,auto,s.n.,NA,NA,NA,SP058218,SP058218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.6300010681152,-23.5400009155273,"1380",2019-11-21 10:02:01-03,IBt,SP,43185a,Carpo,Plantae,NA,NA,Bignoniaceae,Anemopaegma,mirandum,Anemopaegma mirandum,(Cham.) Mart. ex DC.,"Handro, O",NA,NA,NA,"Toledo, JF; Gehrt, A","1940","09","25",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,"53584",NA,auto,s.n.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
