X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,monthIdentified,dayIdentified,phylum,order,typeStatus,continentOcean,preparationType,infraspecificEpithet,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,eventTime,sex,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"110",2020-11-04 11:14:57-03,ESALQ,ESA,"109840",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,richardiana,Myrcia richardiana,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29366.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109840,ESA109840,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-45.8800010681152,-23.1700000762939,"174",2020-12-20 21:18:38-03,UFV,VIC,"10901",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,aethusa,Myrcia aethusa,(O.Berg) N.Silveira,NA,NA,"Silva, A.F.",s.n.,"1985","10","08",Brasil,São Paulo,São José dos Campos,Flora da Reserva Florestal da Boa Vista,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,"Árvore de ca 5 m, casca lisa, botões creme, flores brancas, fortemente aromáticas.",VIC010901,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39297",auto,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.4199981689453,-23.8899993896484,"200",2021-03-01 16:36:31-03,UNICAMP,UEC,"50267",S,Plantae,Myrtaceae,Myrcia,aethusa,Myrcia aethusa,(O.Berg) N.Silveira,"Lima, DF","2016","Leitão Filho, HF; Pagano, SN","20811","1988","10","04",Brazil,São Paulo,Cubatão,Mata preservada do Vale do Rio Pilões.,-46.4199981689453,-23.8899993896484,NA,NA,NA,NA,"Árvore até 5m, flores brancas.",UEC103421,UEC103421,"06",NA,Magnoliopsida,NA,NA,NA,NA,NA,"15123",auto,NA,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-46.6300010681152,-23.5400009155273,"338",2020-12-21 16:37:24-03,MBM,MBM,"287542",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,richardiana,Myrcia richardiana,(Berg) Kiaersk.,"Sobral, M.",NA,"Marques, C.","1","1997","11","25",Brazil,São Paulo,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,MBM287542,MBM287542,NA,NA,NA,NA,NA,Southern America,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"569",2020-09-12 05:00:02-03,US,US,"1954362",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,richardiana,Myrcia richardiana fenzliana,O. Berg,NA,NA,D. Amaro van Emelen,"1488",NA,NA,NA,Brazil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,US01892769,US01892769_01 US01892769_02,NA,NA,NA,Myrtales,NA,South America - Neotropics,NA,fenzliana,"53584",auto,Dicotyledonae,NA,"1",NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"606",2020-09-12 05:00:02-03,US,US,"1954362",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,richardiana,Myrcia richardiana fenzliana,O. Berg,NA,NA,D. Amaro van Emelen,"1488",NA,NA,NA,Brazil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,US01892769,US01892769_01 US01892769_02,NA,NA,NA,Myrtales,NA,South America - Neotropics,NA,fenzliana,"53584",auto,Dicotyledonae,NA,"1",NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"653",2019-11-13 11:27:10-03,USP,SPF,"61230",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,richardiana,Myrcia richardiana,(O.Berg) Kiaersk.,"Kawasaki, ML","1995","Garcia, RJF",s.n.,"1984","12","10",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,SPF00061230,NA,"07","17",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.004408,-23.755951,"712",2019-01-25 15:35:34-02,IAC,IAC,"42829",S,Plantae,Myrtaceae-2.Myrtoideae,Myrcia,richardiana,Myrcia richardiana,(O.Berg) Kiaersk.,E.L.M. Catharino,NA,E.L.M. Catharino,s/nº,NA,NA,NA,Brasil,São Paulo,Cotia,"Morro Grande, Reserva, área Quilombo, indivíduo QUI 12.4",-47.004408,-23.755951,"-47.004408","-23.755951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-46.614722,-23.642222,"875",2019-11-21 10:11:59-03,IBt,SP,"454691",S,Plantae,Myrtaceae,Myrcia,aethusa,Myrcia aethusa,(O.Berg) N.Silveira,"Kondrat, H",NA,"Kondrat, H","163","2013","09","25",Brasil,São Paulo,São Paulo,"Parque Estadual das Fontes do Ipiranga, Instituto de Botânica, área sudeste, próxima à trilha interna paralela à Av. do Cursino, parcela 7, espécime nº 271",-46.614722,-23.642222,"-46.614722","-23.642222","828","828",NA,SP031024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"881",2019-11-21 10:11:59-03,IBt,SP,"490466",S,Plantae,Myrtaceae,Myrcia,aethusa,Myrcia aethusa,(O.Berg) N.Silveira,"Aragaki, S; Petri, L","2016","Mourad, BM; Petri, L","116","2015","10","14",Brasil,São Paulo,São Paulo,Parque Estadual das Fontes do Ipiranga,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"12","19",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
