X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,yearIdentified,class,relatedCatalogItem,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,typeStatus,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.416667,-23.883333,"87",2017-09-11 17:09:43-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,NA,Euphorbiaceae,Dalechampia,leandrii,Dalechampia leandrii,Baill.,NA,"Burchell, WJ","3141","1826","09","24",Southern America,Brazil,São Paulo,"IBB/Cubatão, SP, swampy level ground westward of Santos towards Cubatão",NA,NA,NA,NA,Cubatão,-46.416667,-23.883333,NA,NA,NA,NA,NA,NA,NA,"-46.416667","-23.883333",NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-46.416667,-23.883333,"98",2017-09-11 17:09:43-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,NA,Euphorbiaceae,Dalechampia,leandrii,Dalechampia leandrii,Baill.,NA,"Burchell, WJ","3141","1826","09","24",Southern America,Brazil,São Paulo,"IBB/Cubatão, SP, swampy level ground westward of Santos towards Cubatão",NA,NA,NA,NA,Cubatão,-46.416667,-23.883333,NA,NA,NA,NA,NA,NA,NA,"-46.416667","-23.883333",NA,NA,NA,NA,NA,CUBATÃO,"3513504"
