X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,recordNumber,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,minimumDepthInMeters,maximumDepthInMeters,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.783333,-24.166667,"27",2021-02-08 11:09:32-03,UNESP-IBB,BOTU,"16648",PreservedSpecimen,Plantae,Myristicaceae,Virola,oleifera,Virola oleifera,(Schott) A.C. Sm.,"Paschoal, M.E.S.","2008","03","11","Carmello, S.M.","1987","10","04",Brasil,São Paulo,Itanhaem,NA,-46.783333,-24.166667,46°47'w,24°10's,NA,NA,NA,BOTU016648,BOTU016648,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-47.9199981689453,-24.3799991607666,"47",2020-11-04 11:14:15-03,ESALQ,ESA,"109657",PreservedSpecimen,Plantae,Myristicaceae,Virola,bicuhyba,Virola bicuhyba,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109657,ESA109657,"29259.0",Magnoliophyta,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"52",2020-11-04 11:14:15-03,ESALQ,ESA,"109656",PreservedSpecimen,Plantae,Myristicaceae,Virola,bicuhyba,Virola bicuhyba,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109656,ESA109656,"29258.0",Magnoliophyta,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"53",2020-11-04 11:14:15-03,ESALQ,ESA,"109896",PreservedSpecimen,Plantae,Myristicaceae,Virola,bicuhyba,Virola bicuhyba,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109896,ESA109896,"29369.0",Magnoliophyta,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.1300010681152,-23.5200004577637,"55",2020-11-04 11:14:15-03,ESALQ,ESA,"26943",PreservedSpecimen,Plantae,Myristicaceae,Virola,oleifera,Virola oleifera,(Schott) A.C. Sm.,"Cardoso-Leite, E. & Rodrigues, R.R.",NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","1993","07","25",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,ESA026943,ESA026943,"109.0",Magnoliophyta,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.6300010681152,-23.5400009155273,"88",2020-12-20 21:18:34-03,UFV,VIC,"5882",PreservedSpecimen,Plantae,Myrsinaceae,Virola,bicuhyba,Virola bicuhyba,Warb,NA,NA,NA,NA,"Handro, O.","1937","01","25",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Arvore grande da mata. ( Planta Viva nº 500),VIC005882,VIC005882,s.n.,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1125,-23.523889,"100",2021-03-01 16:35:58-03,UNICAMP,UEC,"84354",S,Plantae,Myristicaceae,Virola,bicuhyba,Virola bicuhyba,(Schott) A.C.Sm.,"Rodrigues, W","1997","03",NA,"Cardoso-Leite, E; Oliveira, A","1993","07","25",Brazil,São Paulo,São Roque,Mata de Câmara,-47.1125,-23.523889,"-47.1125","-23.523889",NA,NA,"11m alt.; Mata mesófila semidecídua",NA,NA,"109",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.5800018310547,-23.3099994659424,"101",2021-03-01 16:35:58-03,UNICAMP,UEC,"30166",S,Plantae,Myristicaceae,Virola,bicuhyba,Virola bicuhyba,(Schott) A.C.Sm.,"Pastore, JFB","2000","07","03","Arzolla, FARDP","2000","06","17",Brazil,São Paulo,Mairiporã,"Parque Estadual da Cantareira, região de Águas Claras.",-46.5800018310547,-23.3099994659424,NA,NA,NA,NA,"Árvore 26m alt., frutos verdes imaturos.",NA,NA,"149",Magnoliopsida,NA,NA,NA,"15840",auto,NA,NA,NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.6300010681152,-23.5400009155273,"179",2020-12-21 16:36:05-03,MBM,MBM,"41332",PreservedSpecimen,Plantae,Myristicaceae,Virola,bicuhyba,Virola bicuhyba,(Schott) Warm.,"Handro, O.",NA,NA,NA,"Handro, O.","1937","01","25",Brazil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,MBM041332,MBM041332,s.n.,NA,NA,Southern America,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7799987792969,-24.1800003051758,"250",2021-02-11 17:20:34-03,UFPR,UPCB,"33857",PreservedSpecimen,Plantae,Myristicaceae,Virola,bicuhyba,Virola bicuhyba,(Schott) Warb.,"Rodrigues, W.A.","1998","08","05","Carmello, S.M.","1987","10","04",Brasil,São Paulo,Itanhaem,NA,-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,"Arbusto, estéril..",NA,NA,"11",NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
