X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,infraspecificEpithet,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,relationshipType,typeStatus,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.724373,-23.565521,"27",2021-03-15 16:37:00-03,NY,NYBG,"478207",PreservedSpecimen,Plantae,Melastomataceae,Leandra,aurea,Leandra aurea,F. C. Hoehne,"276","1917","06","30",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337846' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478207,Magnoliophyta,Myrtales,(Cham.) Cogn.,F. C. Hoehne,São Paulo,Sao Paulo,Butantan,-46.724373,-23.565521,NY00478207_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.5403,"36",2021-03-15 16:37:00-03,NY,NYBG,"478210",PreservedSpecimen,Plantae,Melastomataceae,Leandra,aurea,Leandra aurea,A. Usteri,s.n.,"1905","08","27",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337855' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478210,Magnoliophyta,Myrtales,(Cham.) Cogn.,NA,São Paulo,Sao Paulo,Ipiranga-Moóca,-46.63,-23.5403,NY00478210_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.621883,-23.654505,"46",2021-03-15 16:37:00-03,NY,NYBG,"478204",PreservedSpecimen,Plantae,Melastomataceae,Leandra,aurea,Leandra aurea,W. Hoehne,s.n.,"1951","08","17",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337854' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478204,Magnoliophyta,Myrtales,(Cham.) Cogn.,NA,São Paulo,Sao Paulo,Parque do Estado de S. P.,-46.621883,-23.654505,NY00478204_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5297,-23.66,"102",2021-03-15 16:37:00-03,NY,NYBG,"478441",PreservedSpecimen,Plantae,Melastomataceae,Leandra,lacunosa,Leandra lacunosa,N. A. Rosa,"3937","1980","11","26",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=297253' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478441,Magnoliophyta,Myrtales,Cogn.,N. A. Rosa,São Paulo,Santo André,"Sto. André, reserva Biológica do alto da serra Paranapiacaba",-46.5297,-23.66,NY00478441_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.614556,-23.657005,"112",2021-03-15 16:37:00-03,NY,NYBG,"478446",PreservedSpecimen,Plantae,Melastomataceae,Leandra,lacunosa,Leandra lacunosa,G. Edwall,"14379","1893","10","18",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=297254' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478446,Magnoliophyta,Myrtales,Cogn.,F. C. Hoehne,São Paulo,Sao Paulo,Capital,-46.614556,-23.657005,NY00478446_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7200012207031,-23.3199996948242,"190",2020-01-20 14:40:35-03,UPM,MACK,"3424",PreservedSpecimen,Plantae,Melastomataceae,Leandra,aurea,Leandra aurea,T. Rezende,"27","2016","10","03",NA,Brasil,NA,NA,NA,"HMACK00003424-T.Rezende27-3/10/2016,ParqueEstadualdoJuquery,FrancodaRocha,SP,Brasil",NA,NA,(Cham.) Cogn.,NA,SP,Franco da Rocha,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,NA,NA,"12135",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.6300010681152,-23.5400009155273,"191",2020-01-20 14:40:35-03,UPM,MACK,"2405",PreservedSpecimen,Plantae,Melastomataceae,Leandra,aurea,Leandra aurea,F. G. Pereira,"342","2011","07","28",NA,Brasil,NA,NA,NA,NA,NA,NA,(Cham.) Cogn.,B. Pucci,SP,São Paulo,Parque Vila do Rodeio,-46.6300010681152,-23.5400009155273,NA,NA,NA,"53584",auto,NA,NA,NA,"2011","08","19",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7200012207031,-23.3199996948242,"194",2020-01-20 14:40:35-03,UPM,MACK,"3126",PreservedSpecimen,Plantae,Melastomataceae,Leandra,aurea,Leandra aurea,L. O. Andrade,"98","2016","10","09",NA,Brasil,NA,NA,NA,NA,NA,NA,(Cham.) Cogn.,L. O. Andrade,SP,Franco da Rocha,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,NA,NA,"12135",auto,NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.699467,-23.341519,"196",2019-12-12 15:31:46-03,UFABC,HUFABC,"000571",PreservedSpecimen,Plantae,Melastomataceae,Leandra,lacunosa,Leandra lacunosa,"Gonçalves, M V",GON0002,"2017","11","18",NA,Brasil,NA,NA,"Arbusto, cerca de 1m alt. Flores brancas, com estames falciformes roxos e frutos roxos escuros. Único indivíduo na área de coleta.",HUFABC000571,Angiospermas,NA,cogn.,NA,São Paulo,Franco da Rocha,"Parque Estadual do Juquery, À esquerda da trilha do ovo da pata, após a pista de pouso, antes do mirante.",-46.699467,-23.341519,HUFABC000571,NA,NA,NA,NA,NA,"-46.699467","-23.341519",NA,NA,NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.6300010681152,-23.5400009155273,"216",2019-10-09 11:20:10-03,UFBA,ALCB,NA,PreservedSpecimen,Plantae,Melastomataceae,Leandra,lacunosa,Leandra lacunosa,"Hoehne, W",s/n,"1948","09","21",Southern America,Brasil,NA,NA,NA,NA,Dicotyledon,NA,Cogn.,NA,São Paulo,São Paulo,Prox. a Congonhas,-46.6300010681152,-23.5400009155273,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
