X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,recordNumber,locality,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.63,-23.5403,"21",2021-03-15 16:37:00-03,NY,NYBG,"539581",PreservedSpecimen,Plantae,Lauraceae,Ocotea,odorifera,Ocotea odorifera,(Vell.) Rohwer,NA,W. Hoehne,"1943","09","08",Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542234' target='other'> <mi>dwc_moreinfo</mi></a>,NY00539581,NY00539581_01,NA,NA,NA,"1166","Horto Fac. Farm., Cap.",South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"22",2021-03-15 16:37:00-03,NY,NYBG,"539559",PreservedSpecimen,Plantae,Lauraceae,Ocotea,odorifera,Ocotea odorifera,(Vell.) Rohwer,NA,F. C. Hoehne,"1931","10","26",Brazil,São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542235' target='other'> <mi>dwc_moreinfo</mi></a>,NY00539559,NY00539559_01,NA,NA,NA,"28425",Jardim Botanico,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.29368,-24.01288,"166",2020-11-04 11:12:04-03,ESALQ,ESA,"128522",PreservedSpecimen,Plantae,Lauraceae,Ocotea,odorifera,Ocotea odorifera,NA,"Souza, V.C.","Delfini, C.","2013","03","30",Brasil,São Paulo,Tapiraí,-47.29368,-24.01288,"-47.29368","-24.01288","410","410","Indivíduo jovem, ca. 2m alt.",ESA128522,NA,NA,NA,NA,"886.0","Região da UHE Fumaça, trilha do Chagas. Floresta Ombrófila Densa, à margem esquerda do rio Juquiá.",NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.1300010681152,-23.5200004577637,"168",2020-11-04 11:12:04-03,ESALQ,ESA,"26906",PreservedSpecimen,Plantae,Lauraceae,Ocotea,odorifera,Ocotea odorifera,(Vell.) Rohwer,"Baitello, J.B.","Cardoso-Leite, E. ; Oliveira, A.","1993","10","26",Brasil,São Paulo,São Roque,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,ESA026906,NA,NA,NA,NA,"269.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"15567",auto,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.63,-23.54,"194",2015-07-02 14:02:31-03,JBP,HPL,"12083",S,Plantae,Lauraceae,Ocotea,odorifera,Ocotea odorifera,(Vell.) Rohwer,G.A.D.C. Franco,F.A.R.D.P. Arzolla,"2004","04","26",Brasil,SP,São Paulo,-46.63,-23.54,NA,NA,NA,NA,NA,NA,NA,"2004","06","09","535",Coletado no Parque Estadual Alberto Löfgren.,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"209",2019-02-15 11:40:57-02,IPA,IPA,"32194",S,Plantae,Lauraceae,Ocotea,odorifera,Ocotea odorifera,(Vell.) Rohwer,"Moraes, P.L.R.","Hoehne, W.","1943","09","08",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Árvore de cascas e folhas aromáticas.,IPA0032194,NA,"2014","02","12","1166",Horto - Faculdade de Farmácia,Southern America,NA,NA,Plantae,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"210",2019-02-15 11:40:57-02,IPA,IPA,"13115",S,Plantae,Lauraceae,Ocotea,odorifera,Ocotea odorifera,(Vell.) Rohwer,"Moraes, P.L.R.","Hoehne, F.C.","1931","10","26",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Árvore grande.,IPA0013115,NA,"2014","02","12",s.n.,"Parque do Estado, nativa no Jardim Botânico.",Southern America,NA,NA,Plantae,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"240",2020-12-20 21:18:05-03,UFV,VIC,"5864",PreservedSpecimen,Plantae,Lauraceae,Ocotea,odorifera,Ocotea odorifera,(Vell.) Rohwer,NA,"Gehert, A.","1930","10","05",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,VIC005864,NA,NA,NA,NA,s.n.,Cidade Jardim,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5800018310547,-23.3099994659424,"250",2020-12-20 21:18:05-03,UFV,VIC,"33972",PreservedSpecimen,Plantae,Lauraceae,Ocotea,odorifera,Ocotea odorifera,(Vell.) Rohwer,NA,"Silva, B.R.","2000","09","10",Brasil,São Paulo,Mairiporã,-46.5800018310547,-23.3099994659424,NA,NA,NA,NA,NA,VIC033972,NA,NA,NA,NA,s.n.,"Sitio Mombari, Na mata.",NA,NA,NA,NA,NA,NA,NA,"15840",auto,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-45.540278,-23.589167,"280",2021-03-01 16:32:41-03,UNICAMP,UEC,"167014",S,Plantae,Lauraceae,Ocotea,odorifera,Ocotea odorifera,(Vell.) Rohwer,"Barbosa, TDM","Stefani, EJF; Belinello, R; Galvão, JC","2011","07","01",Brazil,São Paulo,Paraibuna,-45.540278,-23.589167,"-45.540278","-23.589167","800","900","Árvore com 12 m.; Mata atlântica.",UEC014508,UEC014508,"2011","11",NA,"314",Parque Estadual da Serra do Mar.,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARAIBUNA,"3535606"
