X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,typeStatus,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,individualCount,class,NM_MUNICIP,CD_GEOCMU
-47.4599990844727,-24.2800006866455,"8",2021-03-01 16:37:49-03,UNICAMP,UEC,"71608",S,Plantae,Magnoliopsida,NA,Piperaceae,Peperomia,schwackei,Peperomia schwackei,A.DC.,"Pirani, JR; Garcia, RF","3110","1994","04","19",NA,Brazil,São Paulo,Miracatu,Fazenda Itereí. Serra de Paranapiacaba. Trilha Capoeirinha.,-47.4599990844727,-24.2800006866455,"550","550",NA,"Epífitas à sombra. Caule, pecíolo e lâmina subcarnosos, a face inferior das folhas vináceas. Inflorescências eretas verdes com pedúnculos vináceos.; Floresta tropical pluvial atlântica de encosta.",UEC149559,UEC149559,"Carvalho-Silva, M",NA,"43974",auto,"2006","06","08",NA,NA,NA,NA,MIRACATU,"3529906"
-47.216667,-24.05,"19",2019-11-21 10:14:15-03,IBt,SP,"292293",S,Plantae,NA,NA,Piperaceae,Peperomia,schwackei,Peperomia schwackei,C.DC.,"Pirani, JR; Garcia, RF","3110","1994","04","19",NA,Brasil,São Paulo,Miracatu,"Serra de Paranapiacaba, Fazenda Itereí. BR 116, km 350. Trilha Capoeirinha. À sombra.",-47.216667,-24.05,"550","550",NA,NA,NA,NA,"Guimarães, EF",NA,NA,NA,"2012",NA,NA,"-47.216667","-24.05",NA,NA,MIRACATU,"3529906"
-47.9199981689453,-24.3799991607666,"20",2019-11-21 10:14:15-03,IBt,SP,"292285",S,Plantae,NA,NA,Piperaceae,Peperomia,schwackei,Peperomia schwackei,C.DC.,"Miyagi, PH; Zandoval, JA; Souza, JP","474","1995","02","15",NA,Brasil,São Paulo,Sete Barras,"Reserva Florestal Carlos Botelho, Mamparra. A 2 km da sedinha, beira de estrada.",-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,SP011020,SP011020,"Guimarães, EF",NA,"34059",auto,"2012",NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
