X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,stateProvince,phylum,order,continentOcean,preparationType,occurrenceRemarks,typeStatus,infraspecificEpithet,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-47.29,-23.2603,"16",2021-03-15 16:37:00-03,NY,NYBG,"603071",PreservedSpecimen,Plantae,Fabaceae,Dahlstedtia,muehlbergiana,Dahlstedtia muehlbergiana,(Hassl.) M.J.Silva & A.M.G.Azevedo,M. J. da Silva,H. M. de Souza,s.n.,"1967","11","12",Brazil,Itu,Itú,-47.29,-23.2603,NA,NA,NA,NA,NY00603071,NY00603071_01,NA,NA,NA,São Paulo,Magnoliophyta,Fabales,South America,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328725' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITU,"3523909"
-46.8800010681152,-23.1800003051758,"81",2020-11-04 11:09:44-03,ESALQ,ESA,"7220",PreservedSpecimen,Plantae,Fabaceae,Lonchocarpus,muehlbergianus,Lonchocarpus muehlbergianus,Hassl.,NA,"Morelato-Fonzar, L.R.C. Rodrigues, R.R.",NA,"1985","02","27",Brasil,Jundiaí,NA,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,ESA007220,ESA007220,NA,NA,NA,São Paulo,Magnoliophyta,NA,NA,NA,NA,NA,NA,"17840",auto,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-47.2900009155273,-23.2600002288818,"112",2019-11-21 14:36:48-03,UFJF,CESJ,"27809",PreservedSpecimen,Plantae,Fabaceae,Lonchocarpus,muehlbergianus,Lonchocarpus muehlbergianus,Hassl.,A. Tozzi,H.M.de Souza,CESJ27809,"1967","11","12",Brasil,Itú,NA,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,CESJ027809,NA,"1989",NA,NA,São Paulo,Angiosperma,NA,América do Sul,NA,"Árvore, 4-5 m, flores lilás, floresce em outubro e novembro. Nativa em mata secundária.",NA,NA,"22309",auto,NA,NA,NA,NA,NA,ITU,"3523909"
-47.2900009155273,-23.2600002288818,"113",2019-11-21 14:36:48-03,UFJF,CESJ,27663A,PreservedSpecimen,Plantae,Fabaceae,Lonchocarpus,muehlbergianus,Lonchocarpus muehlbergianus,Hassl.,A. Tozzi,H.M.de Souza,s.n.,"1968","03","25",Brasil,Itú,A beira da rodovia para Campinas,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,CESJ27663A,NA,"1989",NA,NA,São Paulo,Angiosperma,NA,América do Sul,NA,Árvore 5-6 m. Frutifica em março. Fruto caracteristicamente sericeo-piloso.,NA,NA,"22309",auto,NA,NA,NA,NA,NA,ITU,"3523909"
-46.916667,-23.25,"118",2021-03-01 16:30:24-03,UNICAMP,UEC,"073226",S,Plantae,Fabaceae,Dahlstedtia,muehlbergiana,Dahlstedtia muehlbergiana,Hassl.,"Reis, TR","Klitgaard, BB; Lima, HC; Garcia, FCP","52","1993","12","18",Brazil,Jundiaí,Serra do Japi,-46.916667,-23.25,"-46.916667","-23.25",NA,NA,UEC083893,UEC083893,"2012","11",NA,São Paulo,Magnoliopsida,NA,NA,NA,"Tree 5 m x 30 cm. Calyx velutinous, brown; corolla violet, standad with white spot. Add. mat. in K/ RB/AAU: leaves in silicagel, and photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.926667,-23.220278,"120",2021-03-01 16:30:24-03,UNICAMP,UEC,"202192",S,Plantae,Fabaceae,Dahlstedtia,muehlbergiana,Dahlstedtia muehlbergiana,Hassl.,"Reis, TR","Reis, TR; Silva, JS; Costa, MFB; Silva, ED; Tozzi, AMGA","44","2011","10","25",Brazil,Jundiaí,Estrada para Serra do Japi,-46.926667,-23.220278,"-46.926667","-23.220278","850","850",UEC189624,UEC189624,"2012","08",NA,São Paulo,Magnoliopsida,NA,NA,NA,"Árvore ca 15m. Frutos castanhos.; Cerrado de alto dossel, solo areno-argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.968056,-23.218889,"121",2021-03-01 16:30:24-03,UNICAMP,UEC,"202196",S,Plantae,Fabaceae,Dahlstedtia,muehlbergiana,Dahlstedtia muehlbergiana,Hassl.,"Reis, TR","Reis, TR; Silva, ED; Galvão, JC; Escobar, NAG; Chinaglia, M","128","2012","05","26",Brazil,Jundiaí,Trilha DAE,-46.968056,-23.218889,"-46.968056","-23.218889","816","816",UEC189623,UEC189623,"2012","08",NA,São Paulo,Magnoliopsida,NA,NA,NA,Árvore 14m. Frutos marrons (maduros).,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"131",2021-03-01 16:30:24-03,UNICAMP,UEC,"072317",S,Plantae,Fabaceae,Dahlstedtia,muehlbergiana,Dahlstedtia muehlbergiana,Hassl.,"Silva, MJ","Bianchini, E; et al.","665","1995","04","18",Brazil,Jundiaí,Serra do Japi,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,NA,NA,"2010","07","10",São Paulo,Magnoliopsida,NA,NA,NA,Árvore 7-8 m alt. Frutos maduros castanho-esverdeados.,NA,NA,"17840",auto,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"132",2019-08-20 10:13:09-03,UNICAMP,UEC,"72317",S,Plantae,Fabaceae,Dahlstedtia,muehlbergiana,Dahlstedtia muehlbergiana,Hassl.,"Reis, TR","Simão-Bianchini, R; Proença, SL; Wanderley, MDGL; Kiyama, CY; Magenta, MAG","665","1995","04","18",Brazil,Jundiaí,Serra do Japi.,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,UEC083891,UEC083891,"2012","11",NA,São Paulo,Magnoliopsida,NA,NA,NA,"fruto, Árvore 7-8m alt., frutos maduros castanho-esverdeados.",NA,NA,"17840",auto,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"133",2021-03-01 16:30:24-03,UNICAMP,UEC,"40235",S,Plantae,Fabaceae,Dahlstedtia,muehlbergiana,Dahlstedtia muehlbergiana,Hassl.,"Reis, TR","Fonzar, LPCM; Rodrigues, RR","17803","1985","02","27",Brazil,Jundiaí,"Serra do Japi, Entrada, Estrada para Mirante.",-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,UEC083894,UEC083894,"2012","11",NA,São Paulo,Magnoliopsida,NA,NA,NA,"Árvore, 12 m de altura, frutos de coloração ferrugínea.",NA,NA,"17840",auto,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"134",2021-03-01 16:30:24-03,UNICAMP,UEC,"40648",S,Plantae,Fabaceae,Dahlstedtia,muehlbergiana,Dahlstedtia muehlbergiana,Hassl.,"Reis, TR","Fonzar, LPCM; Rodrigues, RR","16696","1984","11","27",Brazil,Jundiaí,"Serra do Japi, Estrada do Mirante",-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,UEC083892,UEC083892,"2012","11",NA,São Paulo,Magnoliopsida,NA,NA,NA,"Árvore, 12 m de altura. Flores lilás.",NA,NA,"17840",auto,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-47.1300010681152,-23.5200004577637,"179",2021-03-01 16:30:45-03,UNICAMP,UEC,"76841",S,Plantae,Fabaceae,Lonchocarpus,muehlbergianus,Lonchocarpus muehlbergianus,Hassl.,"Tozzi, AMGA","Bernacci, LC; Sciamarelli, A; Grecco, MDN","1462","1995","04","24",Brazil,São Roque,Estação Experimental do IAC,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,NA,"1997","09",NA,São Paulo,Magnoliopsida,NA,NA,NA,"Árvore ca. de 8m alt. Frutos imaturos.; Floresta Mesófila.",NA,NA,"15567",auto,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.91666,-23.25,"289",2020-11-10 04:40:00-03,MO,MOBOT,"3197324",PreservedSpecimen,Plantae,Fabaceae,Lonchocarpus,muehlbergianus,Lonchocarpus muehlbergianus,Hassl.,NA,Bente B. Klitgaard|H. C. de Lima|F.C.P. Garcia,Klitgaard 52,"1993","12","18",Brazil,NA,"Serra do Japí. On the road from the main entrance into the reserve, just off the highway. Semi dry forest on dry slopes, with similarities in species composition with mata atlantica.",-46.91666,-23.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,São Paulo,NA,NA,South America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"325",2020-06-15 15:30:43-03,UNESP-RC,HRCB,"47692",PreservedSpecimen,Plantae,Fabaceae,Lonchocarpus,muehlbergianus,Lonchocarpus muehlbergianus,Hassl.,NA,Lombardi,"6724","2007","06","12",Brasil,Jundiaí,NA,-46.8800010681152,-23.1800003051758,46º56'08.8W,"23º13'49,6S","985","985",NA,NA,NA,NA,NA,São Paulo,NA,NA,NA,NA,"borda da trilha. Árvore ca. 7 m, folíolos cartáceos, frutos maduros castanhos",NA,NA,"17840",auto,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-47.2992,-23.2642,"392",2019-01-25 15:40:40-02,IAC,IAC,"19676",S,Plantae,Fabaceae,Dahlstedtia,muehlbergiana,Dahlstedtia muehlbergiana,(Hassl.) M.J.Silva & A.M.G.Azevedo,M.J. Silva,H.M. Souza,s/nº,"1967","11","12",Brasil,Itu,NA,-47.2992,-23.2642,"-47.2992","-23.2642",NA,NA,NA,NA,"2010","06","12",São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITU,"3523909"
-47.2992,-23.2642,"393",2019-01-25 15:40:40-02,IAC,IAC,"19850",S,Plantae,Fabaceae,Dahlstedtia,muehlbergiana,Dahlstedtia muehlbergiana,(Hassl.) M.J.Silva & A.M.G.Azevedo,M.J. Silva,H.M. Souza,s/nº,"1968","03","25",Brasil,Itu,NA,-47.2992,-23.2642,"-47.2992","-23.2642",NA,NA,NA,NA,"2010","07","10",São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITU,"3523909"
-47.1353,-23.5292,"397",2019-01-25 15:40:40-02,IAC,IAC,"30329",S,Plantae,Fabaceae,Dahlstedtia,muehlbergiana,Dahlstedtia muehlbergiana,(Hassl.) M.J.Silva & A.M.G.Azevedo,M.J. Silva,"L.C. Bernacci; A. Sciamarelli; M.D.N. Grecco; P.R.P. Andrade; R. Belinelo & S.M.P. Falivene","1462","1995","04","24",Brasil,São Roque,"IAC, Estação Experimental",-47.1353,-23.5292,"-47.1353","-23.5292",NA,NA,NA,NA,"2010","07","10",São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.6300010681152,-23.5400009155273,"402",2020-07-23 12:07:20-03,CEPLAC,CEPEC,"66212",PreservedSpecimen,Plantae,Fabaceae,Dahlstedtia,muehlbergiana,Dahlstedtia muehlbergiana,NA,M. J. da Silva,F. C. Hoehne,NA,"1988","12","01",Brasil,SÃO PAULO,Tietê.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,São Paulo,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,10/07/2010,NA,NA,NA,SÃO PAULO,"3550308"
-47.6800003051758,-23.3500003814697,"521",2019-10-03 10:03:46-03,UFSCar,SORO,"6201",PreservedSpecimen,Plantae,Fabaceae,Lonchocarpus,muehlbergianus,Lonchocarpus muehlbergianus,Hassl.,NA,NA,NA,"2008","03","13",Brasil,Iperó,Flona Ipanema.,-47.6800003051758,-23.3500003814697,NA,NA,NA,NA,NA,NA,NA,NA,NA,São Paulo,NA,NA,NA,NA,NA,NA,NA,"17831",auto,NA,NA,NA,NA,NA,IPERÓ,"3521002"
