X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,locality,preparationType,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,eventTime,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"21",2020-11-04 10:56:24-03,ESALQ,ESA,"135432",PreservedSpecimen,Plantae,Myrtaceae,Gomidesia,flagellaris,Gomidesia flagellaris,NA,F.F. Mazine,"2002",NA,NA,F.F. Mazine,"458.0","2002","10","30",Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA135432,NA,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"22",2020-11-04 11:14:50-03,ESALQ,ESA,"67385",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,(D. Legrand) Sobral,"Gissi, D.S.","2011",NA,NA,"Moraes, P.L.R.","2164.0","2000","07","26",Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA067385,ESA067385,Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"23",2020-11-04 11:14:50-03,ESALQ,ESA,"109918",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29391.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109918,ESA109918,Magnoliophyta,NA,NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"24",2020-11-04 11:14:50-03,ESALQ,ESA,"52112",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,(D. Legrand) Sobral,"Gissi, D.S.","2011",NA,NA,"Lima, R.A.F.","573.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"400","400",NA,ESA052112,ESA052112,Magnoliophyta,NA,NA,trilha de acesso à Parcela permanente - Parque Estadual de Carlos Botelho,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.31605,-24.02021,"25",2020-11-04 11:14:50-03,ESALQ,ESA,"128478",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,NA,NA,NA,NA,NA,"Flores, T.B.","1800.0","2013","03","26",Brasil,São Paulo,Tapiraí,-47.31605,-24.02021,"-47.31605","-24.02021","480","480",NA,ESA128478,NA,Magnoliophyta,NA,NA,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.558425,-24.166549,"35",2020-11-04 11:14:50-03,ESALQ,ESA,"128477",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,NA,NA,NA,NA,NA,"Virillo, C.B.","71.0","2013","03","28",Brasil,São Paulo,Tapiraí,-47.558425,-24.166549,"-47.558425","-24.166549","45","45","arvoreta, 6m, frutos verdes",ESA128477,NA,Magnoliophyta,NA,NA,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha Casa de Pedra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-45.36,-23.45,"36",2020-11-04 11:14:50-03,ESALQ,ESA,"68275",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,(D. Legrand) Sobral,"Gissi, D.S.","2011",NA,NA,"Oliveira, A.A.; Gandolfi, S.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3625.0","2000","04","20",Brasil,São Paulo,São Sebastião,-45.36,-23.45,"-45.36","-23.45","190","190","Árvore 3,0m, com frutos imaturos verdes.",ESA068275,ESA068275,Magnoliophyta,NA,NA,Parque Estadual da Serra do Mar. Trilha das cachoeiras do Ribeirão Itu. Floresta Ombrófila Densa de Encosta com sinais perturbação. Interior de floresta (próximo à borda do ribeirão),NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-47.9199981689453,-24.3799991607666,"44",2020-11-04 11:14:50-03,ESALQ,ESA,"109463",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,NA,NA,NA,NA,NA,"Duarte, A.R.","531.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109463,ESA109463,Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"45",2020-11-04 11:14:50-03,ESALQ,ESA,"82480",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,(D. Legrand) Sobral,"Gissi, D.S.","2011",NA,NA,"Mazine, F.F. Duarte, A.R. ; Gianotti, M.","458.0","2002","10","30",Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,Árvore ca. 5 m. Botões muito jovens amarelados. Amostras coletadas para análise macromolecular.,ESA082480,NA,Magnoliophyta,NA,NA,Parque Estadual de Carlos Botelho - Floresta Ombrófila Densa (parcela do Biota),NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"47",2020-11-04 11:14:50-03,ESALQ,ESA,"109787",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30169.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109787,ESA109787,Magnoliophyta,NA,NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
