X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,locality,minimumElevationInMeters,maximumElevationInMeters,phylum,order,continentOcean,preparationType,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,eventTime,individualCount,fieldNumber,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.618358,-23.646109,"17",2021-03-15 16:37:00-03,NY,NYBG,"565469",PreservedSpecimen,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii paulensis,N.F.Mattos,N. F. de Mattos,NA,NA,NA,O. Handro,s.n.,"1936","01","20",Brazil,São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=40140' target='other'> <mi>dwc_moreinfo</mi></a>,NY00565469,NY00565469_01,Nativa no Jardim Botânico,NA,NA,Magnoliophyta,Myrtales,South America,sheet,paulensis,isotype,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"18",2021-03-15 16:37:00-03,NY,NYBG,"565469",PreservedSpecimen,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii paulensis,N.F.Mattos,N. F. de Mattos,NA,NA,NA,O. Handro,s.n.,"1936","01","20",Brazil,São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=40140' target='other'> <mi>dwc_moreinfo</mi></a>,NY00565469,NY00565469_01,Nativa no Jardim Botânico,NA,NA,Magnoliophyta,Myrtales,South America,sheet,paulensis,isotype,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.9199981689453,-24.3799991607666,"54",2020-11-04 11:04:58-03,ESALQ,ESA,"102146",PreservedSpecimen,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,NA,"Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","5021.0","2004","01","16",Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA102146,ESA102146,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"58",2020-11-04 11:04:58-03,ESALQ,ESA,"109547",PreservedSpecimen,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30030.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA109547,ESA109547,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.6300010681152,-23.5400009155273,"83",2021-03-01 16:28:25-03,UNICAMP,UEC,"87474",S,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,Exell,"Marquete, N","2001","10",NA,"Handro, O",s.n.,"1936","01","20",Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,árvore com flores esverdeadas,UEC106011,UEC106011,nativa no Jardim Botânico,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"84",2021-03-01 16:28:25-03,UNICAMP,UEC,"80709",S,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,Exell,"Marquete, N","2001","10",NA,"Handro, O",s.n.,"1936","01","20",Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,árvore com flores esverdeadas (planta viva nº 465),UEC106014,UEC106014,nativa no Jardim Botânico,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"85",2021-03-01 16:28:25-03,UNICAMP,UEC,"87468",S,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,Exell,"Marcondes-Ferreira, W","2001","10",NA,"Hoehne, W",s.n.,"1944","12","19",Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"árvore do cerrado, nativa; cerrado",UEC106010,UEC106010,Parque do Estado,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"86",2019-08-20 10:10:03-03,UNICAMP,UEC,"1434",S,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,Exell,"Marquete, N","2001","10",NA,s/ coletor,s.n.,NA,NA,NA,Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,UEC106012,UEC106012,Parque Siqueira Campos,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"131",2020-12-21 16:21:04-03,MBM,MBM,"41383",PreservedSpecimen,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,Exell,"Mattos, N.F.",NA,NA,NA,"Handro, O.",s.n.,"1936","01","20",Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,MBM041383,MBM041383,"Jardim Botânico, nativa",NA,NA,NA,NA,Southern America,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"167",2020-09-12 05:00:02-03,US,US,"2757969",PreservedSpecimen,Plantae,Combretaceae,Buchenavia,kleinii,Buchenavia kleinii,Exell,NA,NA,NA,NA,O. Handro,s.n.,"1936","1","20",Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,US01886315,US01886315_01 US01886315_02,Nativa no Jardim Botânico,NA,NA,NA,Myrtales,South America - Neotropics,NA,NA,NA,"53584",auto,Dicotyledonae,NA,NA,"1",NA,NA,SÃO PAULO,"3550308"
