X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,recordNumber,minimumElevationInMeters,maximumElevationInMeters,phylum,order,continentOcean,preparationType,occurrenceRemarks,infraspecificEpithet,typeStatus,class,relatedCatalogItem,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-46.8800010681152,-23.1800003051758,"28",2019-08-20 10:11:12-03,UNICAMP,UEC,"53317",S,Plantae,Euphorbiaceae,Chiropetalum,tricoccum,Chiropetalum tricoccum,(Vell.) Chodat & Hassl.,"Cordeiro, I","Egler, SG","1989","10","25",Brazil,São Paulo,Jundiaí,"Serra do Japi, Beira de trilha",-46.8800010681152,-23.1800003051758,NA,NA,UEC142430,UEC142430,"22154",NA,NA,Magnoliopsida,NA,NA,NA,"flor, Mata primária, sub-arbusto 0,6 m, esverdeada. Fruto imaturo, solo arenoso",NA,NA,NA,NA,"1999","08",NA,"17840",auto,NA,NA,NA,JUNDIAÍ,"3525904"
-47.6800003051758,-23.3500003814697,"127",2021-03-15 18:26:52-03,USP,SPF,"98202",PreservedSpecimen,Plantae,Euphorbiaceae,Chiropetalum,gymnadenium,Chiropetalum gymnadenium,(Müll.Arg.) Pax & K.Hoffm.,"Külkamp, J","Mamede, MCH","1994","08","06",Brasil,São Paulo,Iperó,NA,-47.6800003051758,-23.3500003814697,NA,NA,SPF00098202,SPF00098202,"575",NA,NA,NA,NA,NA,NA,"Fazenda Ipanema, FLONA Ipanema, Mata Mesófila.; Subarbusto. Planta toda verde.",NA,NA,NA,NA,"2016","07",NA,"17831",auto,NA,NA,NA,IPERÓ,"3521002"
