X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,eventTime,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-46.7200012207031,-23.3199996948242,"53",2020-01-20 14:40:43-03,UPM,MACK,"2965",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Psidium,grandifolium,NA,Psidium grandifolium,Mart. ex DC.,NA,G. Amole,"11","2015","10","02",NA,Brasil,SP,Parque Estadual do Juquery,NA,NA,NA,NA,Gonçalves,Franco da Rocha,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,"2017",NA,NA,"12135",auto,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.701828,-23.345083,"56",2019-12-12 15:31:46-03,UFABC,HUFABC,"002155",PreservedSpecimen,Plantae,Angiospermas,NA,Myrtaceae,Psidium,grandifolium,NA,Psidium grandifolium,Mart. ex DC.,NA,Keller V.C.,"297","2018","05","12",NA,Brasil,São Paulo,"Parque Estadual do Juquery, Próximo à torre de observação do setor B",NA,"Arbusto, flores brancas",HUFABC002155,NA,O. T. Aguiar,Franco da Rocha,-46.701828,-23.345083,NA,NA,"-46.701828","-23.345083","2018","08","31",NA,NA,NA,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.6300010681152,-23.5400009155273,"118",2019-07-26 11:40:46-03,IPA,IPA,"9922",S,Plantae,Plantae,NA,Myrtaceae,Psidium,incanescens,NA,Psidium incanescens,Mart. ex DC.,NA,Euclides Ract.,"9922","1933","05","03",Southern America,Brasil,São Paulo,Horto Florestal,NA,NA,IPA0009922,NA,Hoehne,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.2900009155273,-23.2600002288818,"278",2021-03-01 16:37:01-03,UNICAMP,UEC,"68652",S,Plantae,Magnoliopsida,NA,Myrtaceae,Psidium,incanescens,NA,Psidium incanescens,Mart. ex A.DC.,NA,"Silva, SM; Sousa, WS","25156","1987","01","07",NA,Brazil,São Paulo,Área de proteção ambiental.,NA,"Arbusto pouco esgalhado com frutos.; cerrado.",UEC103859,UEC103859,NA,Itu,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,NA,NA,NA,"22309",auto,NA,NA,NA,NA,NA,NA,ITU,"3523909"
-47.2900009155273,-23.2600002288818,"279",2021-03-01 16:37:01-03,UNICAMP,UEC,"88884",S,Plantae,Magnoliopsida,NA,Myrtaceae,Psidium,incanescens,NA,Psidium incanescens,Mart. ex A.DC.,NA,"Silva, SM; Sousa, WS","25183","1987","01","09",NA,Brazil,São Paulo,Área de proteção ambiental.,NA,"Subarbusto de flores brancas.; cerrado.",UEC103860,UEC103860,NA,Itu,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,NA,NA,NA,"22309",auto,NA,NA,NA,NA,NA,NA,ITU,"3523909"
-46.5400009155273,-22.9500007629395,"625",2020-09-12 05:00:02-03,US,US,"2483322",PreservedSpecimen,Plantae,NA,Myrtales,Myrtaceae,Psidium,grandifolium,NA,Psidium grandifolium,Mart. ex DC.,NA,J. R. de Mattos & N. F. Mattos,"8400","1960","9","24",South America - Neotropics,Brazil,São Paulo,"14,6 Km W ao longo da estrada de Bragança Paulista",NA,NA,US01889617,US01889617_01 US01889617_02,NA,Bragança Paulista,-46.5400009155273,-22.9500007629395,NA,NA,NA,NA,NA,NA,NA,"17597",auto,Dicotyledonae,NA,NA,NA,"1",NA,BRAGANÇA PAULISTA,"3507605"
-47.0034,-23.1467,"757",2020-11-23 11:39:25-03,IAC,IAC,"55369",S,Plantae,NA,NA,Myrtaceae-2.Myrtoideae,Psidium,cinereum,NA,Psidium cinereum,Mart. ex DC.,NA,T.P. Pires,"59","2014","03","19",NA,Brasil,São Paulo,Parque do Cerrado,NA,NA,NA,NA,T.P. Pires,Jundiaí,-47.0034,-23.1467,NA,NA,"-47.0034","-23.1467","2014","03","19",NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.5400009155273,-22.9500007629395,"862",2019-11-01 15:06:48-03,UnB,UB,"96451",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Psidium,cinereum,NA,Psidium cinereum,Mart. ex DC.,NA,"Mattos, JR; Mattos, NF","8400","1960","09","24",Southern America,Brasil,São Paulo,"14,6km W ao longo da estrada de Bragança Paulista",NA,Cerrado degradado.,NA,NA,"Proença, CEB",Bragança Paulista,-46.5400009155273,-22.9500007629395,NA,NA,NA,NA,NA,NA,NA,"17597",auto,NA,NA,NA,NA,NA,NA,BRAGANÇA PAULISTA,"3507605"
-47.4500007629395,-23.5,"925",2019-10-03 10:04:22-03,UFSCar,SORO,"681",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Psidium,cinereum,NA,Psidium cinereum,Mart. Ex DC.,NA,"Kortz, A. R.; Piotrowski, I.","329","2008","12","17",NA,Brasil,São Paulo,"campus UFSCar - Sorocaba, fragmento 4",NA,NA,NA,NA,NA,Sorocaba,-47.4500007629395,-23.5,NA,NA,NA,NA,NA,NA,NA,"17154",auto,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
-47.4500007629395,-23.5,"927",2019-10-03 10:04:22-03,UFSCar,SORO,"616",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Psidium,grandifolium,NA,Psidium grandifolium,Mart. ex DC.,NA,"Perantoni, A.; Santos, C. J.; Pinheiro, R. C.; Ricardo, J. F. C.","9","2008","04","01",NA,Brasil,São Paulo,campus UFSCar - Sorocaba,NA,NA,NA,NA,NA,Sorocaba,-47.4500007629395,-23.5,NA,NA,NA,NA,NA,NA,NA,"17154",auto,NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
