X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,county,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,dayIdentified,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,eventTime,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"49",2019-11-21 10:01:29-03,IBt,SP,"6267",S,Plantae,NA,NA,Asteraceae,Trichocline,linearifolia,Trichocline linearifolia,Malme,NA,"Brade, AC","5463","1912","02","18",NA,Brasil,São Paulo,Ipiranga,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Monge, M","2010","12",São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"50",2019-11-21 10:01:29-03,IBt,SP,"5341",S,Plantae,NA,NA,Asteraceae,Trichocline,linearifolia,Trichocline linearifolia,Malme,NA,"Hoehne, FC",s.n.,"1921","03","03",NA,Brasil,São Paulo,Ipiranga. Campo atrás do Museu Paulista,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Pasini, E","2012","10",São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"51",2019-11-21 10:01:29-03,IBt,SP,"29599",S,Plantae,NA,NA,Asteraceae,Trichocline,linearifolia,Trichocline linearifolia,Malme,NA,"Hauff, I",9b,"1932","04","20",NA,Brasil,São Paulo,Jabaquara,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Monge, M","2010","12",São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"52",2019-11-21 10:01:29-03,IBt,SP,"48303",S,Plantae,NA,NA,Asteraceae,Trichocline,linearifolia,Trichocline linearifolia,Malme,NA,"Handro, O","177","1950","04","20",NA,Brasil,São Paulo,Jabaquara,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Pasini, E","2012","10",São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"53",2019-11-21 10:01:29-03,IBt,SP,"31739",S,Plantae,NA,NA,Asteraceae,Trichocline,linearifolia,Trichocline linearifolia,Malme,NA,"Gehrt, A",s.n.,"1934","04","26",NA,Brasil,São Paulo,Sacomam,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Pasini, E","2012","10",São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
