X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,class,fieldNumber,minimumElevationInMeters,typeStatus,dayIdentified,sex,NM_MUNICIP,CD_GEOCMU
-46.9099998474121,-23.6000003814697,"20",2019-11-21 10:13:37-03,IBt,SP,"25319",S,Plantae,NA,NA,Orchidaceae,Octomeria,decumbens,Octomeria decumbens,Cogn.,"Hoehne, FC","Gehrt, A",s.n.,"1930","06","12",NA,Brasil,São Paulo,"Cabeceira do Rio Cotia, segunda barragem",NA,NA,NA,NA,Cotia,-46.9099998474121,-23.6000003814697,"23869",auto,NA,NA,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-45.8400001525879,-23.5300006866455,"22",2019-11-21 10:13:37-03,IBt,SP,"366393",S,Plantae,NA,NA,Orchidaceae,Octomeria,decumbens,Octomeria decumbens,Cogn.,"Buono, F","Shirasuna, RT; et al.",s.n.,"1994","09","04",NA,Brasil,São Paulo,Estação Biológica de Boracéia,NA,NA,NA,NA,Salesópolis,-45.8400001525879,-23.5300006866455,"18032",auto,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8800010681152,-23.1700000762939,"23",2019-11-21 10:13:37-03,IBt,SP,"21011",S,Plantae,NA,NA,Orchidaceae,Octomeria,decumbens,Octomeria decumbens,Cogn.,NA,"Loefgren, A",CGG3681,"1897","01",NA,NA,Brasil,São Paulo,NA,NA,NA,SP009628,SP009628,São José dos Campos,-45.8800010681152,-23.1700000762939,"39297",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.6300010681152,-23.5400009155273,"24",2019-11-21 10:13:37-03,IBt,SP,"3992",S,Plantae,NA,NA,Orchidaceae,Octomeria,decumbens,Octomeria decumbens,Cogn.,"Hoehne, FC; Schlechtler, R","Hoehne, FC",s.n.,"1920","05","20",NA,Brasil,São Paulo,Butantã,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"25",2019-11-21 10:13:37-03,IBt,SP,"27856",S,Plantae,NA,NA,Orchidaceae,Octomeria,decumbens,Octomeria decumbens,Cogn.,"Hoehne, FC","Zoéga, F",s.n.,"1931","06","08",NA,Brasil,São Paulo,Cidade Jardim,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
