X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,individualCount,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,class,coordinatePrecision,geoFlag,dayIdentified,NM_MUNICIP,CD_GEOCMU
-46.5299987792969,-23.6599998474121,"57",2021-03-15 18:29:02-03,USP,SPF,"67312",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,skortzoviana,Myrcia skortzoviana,(Mattos) E.LucasC.E.Wilson,"Santos, MF","Mattos, J","13655","1966","07","14",NA,Brasil,São Paulo,Santo André,"Paranapiacaba, Via férrea São Paulo-Santos; Estação Biológica.",-46.5299987792969,-23.6599998474121,NA,Na mata virgem. Árvore de 6 m de altura. Flores brancas. Frutos imaturos.,SPF00067312,NA,paratype,NA,NA,NA,NA,"2018","08",NA,NA,NA,"27258",auto,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"72",2019-10-03 10:04:15-03,UFSCar,SORO,"4316",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Marlierea,skortzoviana,Marlierea skortzoviana,Mattos,NA,"Kirizawa, M.; Sugiyama, M.; Guerra, T.P.; Macedo, I.C.C.","983","1983","06","27",NA,Brasil,São Paulo,Santo André,Estação Biológica do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,"Picada 4. Parte Baixa. Árvore ca. 3m alt. Pétalas e estames brancos, baga verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,SANTO ANDRÉ,"3547809"
-46.5800018310547,-23.3099994659424,"74",2021-03-04 15:45:28-03,IF,SPSF,"33267",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Marlierea,skortzoviana,Marlierea skortzoviana,Mattos,O.T. Aguiar,F.A.R.D.P.Arzolla,"266","2001","11","26",América do Sul,Brasil,SP,Mairiporã,"P.E.Cantareira, nucleo Aguas Claras",-46.5800018310547,-23.3099994659424,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore, com frutos.; GEOGRAFIA: Floresta ombrófila densa montana;",NA,NA,NA,NA,NA,NA,NA,"2017","04",NA,NA,Magnoliopsida,"15840",auto,"13",MAIRIPORÃ,"3528502"
-46.5800018310547,-23.3099994659424,"75",2021-03-04 15:45:28-03,IF,SPSF,"27940",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Marlierea,skortzoviana,Marlierea skortzoviana,Mattos,O.T. Aguiar,F.A.R.D.P.Arzolla & N.M. Oliveira,"225","2000","11","02",América do Sul,Brasil,SP,Mairiporã,"P.E.Cantareira, Região de Águas Claras",-46.5800018310547,-23.3099994659424,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 4 m de altura, frutos cor verde escura.;",NA,NA,NA,NA,NA,NA,NA,"2017","04",NA,NA,Magnoliopsida,"15840",auto,"13",MAIRIPORÃ,"3528502"
-46.5299987792969,-23.6599998474121,"77",2020-08-26 10:50:04-03,MCN-FZBRS,HAS,"87493",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Marlierea,subulata,Marlierea subulata,Mattos,NA,"Mattos, J.","13665","1966","07",NA,NA,Brasil,São Paulo,Santo André,"Paranapiacaba, via-férrea São Paulo-Santos",-46.5299987792969,-23.6599998474121,NA,Na mata virgem. Árvore de 6m de altura. Flores brancas. Frutos imaturos.,HAS0087493,NA,Paratypus,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"79",2019-11-21 10:11:49-03,IBt,SP,"186252",S,Plantae,NA,NA,Myrtaceae,Marlierea,skortzoviana,Marlierea skortzoviana,Mattos,"Sobral, M","Kirizawa, M; Sugiyama, M; Guerra, TP; Macedo, ICC","983","1983","06","27",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,"Picada quatro, parte baixa, árvore +-3m de alt., pétalas e estames brancos, baga verde",SP057309,SP057309,NA,NA,NA,NA,NA,"1991",NA,NA,NA,NA,"27258",auto,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"80",2019-11-21 10:11:49-03,IBt,SP,"201177",S,Plantae,NA,NA,Myrtaceae,Marlierea,skortzoviana,Marlierea skortzoviana,Mattos,"Sobral, M","Kirizawa, M; Guerra, TP","1383","1985","02","26",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,"Mata, picada quatro, arbusto com flores brancas",SP057308,SP057308,NA,NA,NA,NA,NA,"1991",NA,NA,NA,NA,"27258",auto,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"81",2019-11-21 10:11:49-03,IBt,SP,"80034",S,Plantae,NA,NA,Myrtaceae,Marlierea,skortzoviana,Marlierea skortzoviana,Mattos,NA,"Kuhlmann, M","3335","1948","02","27",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,Arbusto do sub-bosque da mata úmida,SP057307,SP057307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"82",2019-11-21 10:11:49-03,IBt,SP,"115866",S,Plantae,NA,NA,Myrtaceae,Marlierea,skortzoviana,Marlierea skortzoviana,Mattos,"Jorquera J, CB","Mattos, J","13655","1966","07","14",NA,Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, Via férrea São Paulo - Santos",-46.5299987792969,-23.6599998474121,NA,NA,SP002829,SP002829,Paratype,NA,NA,NA,NA,"1987","10",NA,NA,NA,"27258",auto,"28",SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"83",2019-11-21 10:11:49-03,IBt,SP,"80782",S,Plantae,NA,NA,Myrtaceae,Marlierea,skortzoviana,Marlierea skortzoviana,Mattos,"Jorquera J, CB","Mattos, J","11839","1964","03","03",NA,Brasil,São Paulo,Santo André,"Estação Biológica, Paranapiacaba (Viação Férrea São Paulo-Santos)",-46.5299987792969,-23.6599998474121,NA,Na mata,SP001349,SP001349,Holotype,NA,NA,NA,NA,"1987","10",NA,NA,NA,"27258",auto,"28",SANTO ANDRÉ,"3547809"
