X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,day,county,decimalLongitude,decimalLatitude,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.83,-23.5203,"3",2016-11-01 14:25:00-02,NY,NYBG,"605719",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Rhynchosia,reticulata,kuntzei,Rhynchosia reticulata kuntzei,(Harms ex Kuntze) Grear,NA,A. Gehrt,"31736","1934","04",South America,Brazil,São Paulo,Aldeia de Carapicuiba.,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210230' target='other'> <mi>dwc_moreinfo</mi></a>,NY00605719,NY00605719_01,"29",Carapicuiba,-46.83,-23.5203,J. W. Grear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARAPICUÍBA,"3510609"
-46.83,-23.5203,"16",2016-11-01 14:25:00-02,NY,NYBG,"605719",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Rhynchosia,reticulata,kuntzei,Rhynchosia reticulata kuntzei,(Harms ex Kuntze) Grear,NA,A. Gehrt,"31736","1934","04",South America,Brazil,São Paulo,Aldeia de Carapicuiba.,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210230' target='other'> <mi>dwc_moreinfo</mi></a>,NY00605719,NY00605719_01,"29",Carapicuiba,-46.83,-23.5203,J. W. Grear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARAPICUÍBA,"3510609"
-46.898611,-23.267222,"72",2021-03-01 16:31:15-03,UNICAMP,UEC,"202263",S,Plantae,Magnoliopsida,NA,Fabaceae,Rhynchosia,reticulata,NA,Rhynchosia reticulata,(Sw.) A.DC.,NA,"Reis, TR; Silva, ED; Galvão, JC; Escobar, NAG","107","2012","03",NA,Brazil,São Paulo,Bairro paiol Velho - Estrada Sta Clara Pirapora,NA,"Subarbusto escandente. Flores amarelas, já senescendo.",UEC189680,UEC189680,"25",Jundiaí,-46.898611,-23.267222,"Reis, TR","864","864","2012","08","-46.898611","-23.267222",NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.898611,-23.267222,"73",2021-03-01 16:31:15-03,UNICAMP,UEC,"202264",S,Plantae,Magnoliopsida,NA,Fabaceae,Rhynchosia,reticulata,NA,Rhynchosia reticulata,(Sw.) A.DC.,NA,"Reis, TR; Silva, ED; Galvão, JC; Escobar, NAG","108","2012","03",NA,Brazil,São Paulo,Bairro Paiol Velho - Estrada Sta Clara Pirapora.,NA,Subarbusto escandente. Flores amarelas e frutos verdes (imaturos) e marrons (maduros).,UEC189681,UEC189681,"25",Jundiaí,-46.898611,-23.267222,"Reis, TR","864","864","2012","10","-46.898611","-23.267222",NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.6300010681152,-23.5400009155273,"202",2019-11-13 11:23:07-03,USP,SPF,"11719",PreservedSpecimen,Plantae,NA,NA,Leguminosae,Rhynchosia,reticulata,NA,Rhynchosia reticulata,(Sw.) DC.,NA,"Hoehne, W",s.n.,"1947","03",NA,Brasil,São Paulo,NA,NA,NA,SPF00011719,NA,"27",São Paulo,-46.6300010681152,-23.5400009155273,"Handro, O",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"203",2019-11-13 11:23:07-03,USP,SPF,"12426",PreservedSpecimen,Plantae,NA,NA,Leguminosae,Rhynchosia,reticulata,NA,Rhynchosia reticulata,(Sw.) DC.,NA,"Hoehne, W",s.n.,"1949","05",NA,Brasil,São Paulo,Vila Ema.,NA,NA,SPF00012426,NA,"27",São Paulo,-46.6300010681152,-23.5400009155273,"Hoehne, W",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"249",2021-02-08 12:42:21-03,UFRGS,ICN,"136011",S,Plantae,Dicotyledon,NA,Fabaceae,Rhynchosia,reticulata,kuntzei,Rhynchosia reticulata kuntzei,(Kuntze) Grear,NA,"Hoehne, W",s.n.,"1949","05",América do Sul,Brasil,SP,Vila Ema,NA,"Escandente; Cerrado",ICN00025388,ICN00025388 ICN00025388_1,"27",São Paulo,-46.6300010681152,-23.5400009155273,"Miotto, STS",NA,NA,"2000",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"250",2021-02-08 12:42:21-03,UFRGS,ICN,"136010",S,Plantae,Dicotyledon,NA,Fabaceae,Rhynchosia,reticulata,kuntzei,Rhynchosia reticulata kuntzei,(Kuntze) Grear,NA,"Hoehne, W",s.n.,"1947","03",América do Sul,Brasil,SP,Pico do Jaraguá,NA,"Volúvel; flores amarelas",ICN00025389,ICN00025389 ICN00025389_1,"27",São Paulo,-46.6300010681152,-23.5400009155273,"Miotto, STS",NA,NA,"2000",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"252",2021-02-08 12:42:21-03,UFRGS,ICN,"136011",S,Plantae,Dicotyledon,NA,Fabaceae,Rhynchosia,reticulata,kuntzei,Rhynchosia reticulata kuntzei,(Kuntze) Grear,NA,"Hoehne, W",s.n.,"1949","05",América do Sul,Brasil,SP,Vila Ema,NA,"Escandente; Cerrado",ICN00025388,ICN00025388 ICN00025388_1,"27",São Paulo,-46.6300010681152,-23.5400009155273,"Miotto, STS",NA,NA,"2000",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"253",2021-02-08 12:42:21-03,UFRGS,ICN,"136010",S,Plantae,Dicotyledon,NA,Fabaceae,Rhynchosia,reticulata,kuntzei,Rhynchosia reticulata kuntzei,(Kuntze) Grear,NA,"Hoehne, W",s.n.,"1947","03",América do Sul,Brasil,SP,Pico do Jaraguá,NA,"Volúvel; flores amarelas",ICN00025389,ICN00025389 ICN00025389_1,"27",São Paulo,-46.6300010681152,-23.5400009155273,"Miotto, STS",NA,NA,"2000",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.8300018310547,-23.5200004577637,"262",2019-11-21 10:06:26-03,IBt,SP,31736a,Extra,Plantae,NA,NA,Fabaceae,Rhynchosia,reticulata,kuntzei,Rhynchosia reticulata kuntzei,(Kuntze) Grear,NA,"Gehrt, A",s.n.,"1934","04",NA,Brasil,São Paulo,NA,NA,NA,SP027808,SP027808,"29",Carapicuíba,-46.8300018310547,-23.5200004577637,"D'Eça Neves, FF",NA,NA,"1997","09",NA,NA,NA,"7241",auto,NA,NA,NA,NA,CARAPICUÍBA,"3510609"
-46.8300018310547,-23.5200004577637,"263",2019-11-21 10:06:26-03,IBt,SP,"31736",S,Plantae,NA,NA,Fabaceae,Rhynchosia,reticulata,kuntzei,Rhynchosia reticulata kuntzei,(Kuntze) Grear,NA,"Gehrt, A",s.n.,"1934","04",NA,Brasil,São Paulo,NA,NA,NA,SP027809,SP027809,"29",Carapicuíba,-46.8300018310547,-23.5200004577637,"D'Eça Neves, FF",NA,NA,"1997","09",NA,NA,NA,"7241",auto,NA,NA,NA,NA,CARAPICUÍBA,"3510609"
-46.8800010681152,-23.1800003051758,"264",2019-11-21 10:06:28-03,IBt,SP,"7093",S,Plantae,NA,NA,Fabaceae,Rhynchosia,reticulata,kuntzei,Rhynchosia reticulata kuntzei,(Kuntze) Grear,NA,"Brade, AC","7290","1915","03",NA,Brasil,São Paulo,NA,NA,NA,SP027810,SP027810,"14",Jundiaí,-46.8800010681152,-23.1800003051758,"D'Eça Neves, FF",NA,NA,"1997","08",NA,NA,NA,"17840",auto,NA,NA,NA,NA,JUNDIAÍ,"3525904"
