X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,minimumElevationInMeters,geoFlag,maximumElevationInMeters,identifiedBy,relatedCatalogItem,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,NM_MUNICIP,CD_GEOCMU
-46.9900016784668,-24.3199996948242,"15",2020-07-16 18:37:25-03,MBML,MBML-HERBARIO,"19765",NA,Plantae,NA,NA,Cyperaceae,Rhynchospora,pilulifera,Rhynchospora pilulifera,Bertol.,"M. Alves; et al","1741","2000","01","06",NA,Brasil,São Paulo,Peruíbe,Estação Ecológica Juréia-Itains,-46.9900016784668,-24.3199996948242,NA,Erva com rizoma.,MBML019765,MBML019765,"21922",NA,auto,NA,"W.W. Thomas, 2019 (NY00 813749)",NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.9900016784668,-24.3199996948242,"17",2020-07-23 12:04:39-03,CEPLAC,CEPEC,"92117",PreservedSpecimen,Plantae,NA,NA,Cyperaceae,Rhynchospora,pilulifera,Rhynchospora pilulifera,NA,M. Alves,"1746","1979","02","08",NA,Brasil,São Paulo,PERUÍBE,"Estação Ecológica Juréia-Itains, caminho do Imperador.",-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,"21922",NA,auto,NA,W. W. Thomas,30/12/2000,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.9900016784668,-24.3199996948242,"19",2020-11-05 09:51:34-03,IBt,SP,"357405",S,Plantae,NA,NA,Cyperaceae,Rhynchospora,pilulifera,Rhynchospora pilulifera,Bertol.,"Alves, M","1741","2000","01","06",NA,Brasil,São Paulo,Peruíbe,Estação Ecológica Juréia-Itatins,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,"21922",NA,auto,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.9900016784668,-24.3199996948242,"20",2020-10-15 10:08:35-03,IBt,SP,"339460",S,Plantae,NA,NA,Cyperaceae,Rhynchospora,pilulifera,Rhynchospora pilulifera,Bertol.,"Alves, M","1746","2000","01","06",NA,Brasil,São Paulo,Peruíbe,Estação Ecológica Juréia-Itatins,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,"21922",NA,auto,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
